4911-Centrize
(x,y,z,r)
(-4.86333, -16.22558, -28.07340, 32.78776)
(13.63684, 29.81829, -0.61841, 32.79446)
(-25.57858, -20.50617, -0.91397, 32.79638)
(-25.57858, 20.50617, -0.91397, 32.79638)
(-12.33345, -24.00192, 18.64606, 32.80064)
(12.33345, -24.00192, -18.64606, 32.80064)
(1.30340, -31.70021, -8.36477, 32.81115)
(-0.91169, -24.00192, -22.37064, 32.82330)
(-29.53022, 12.72982, -6.61673, 32.83083)
(-17.19677, 19.56521, -19.98431, 32.83137)
(22.45181, 22.98291, 6.76533, 32.83393)
(7.47012, -29.89635, 11.34387, 32.83714)
(-12.33345, -27.34156, 13.36758, 32.83850)
(-12.33345, 27.34156, 13.36758, 32.83850)
(12.33345, -27.34156, -13.36758, 32.83850)
(12.33345, 27.34156, -13.36758, 32.83850)
(19.80357, 17.95138, 19.09022, 32.84615)
(28.61853, -2.55480, 15.91699, 32.84658)
(29.92193, -0.07806, -13.56171, 32.85191)
(19.80357, 24.78677, 8.53326, 32.85394)
(13.63684, -12.80788, -27.01083, 32.85712)
(3.95164, -28.28252, 16.25973, 32.86176)
(-24.66689, 3.33964, 21.45667, 32.86332)
(24.66689, 3.33964, -21.45667, 32.86332)
(-20.71526, 24.78677, 6.04549, 32.86417)
(3.95164, -9.39019, -31.24664, 32.86553)
(23.75520, 0.00000, -22.71338, 32.86651)
(-29.53022, 11.11598, 9.21873, 32.87223)
(-8.38181, 31.62215, 3.23488, 32.87370)
(16.28508, -16.22558, -23.50027, 32.87455)
(-24.66689, -3.49576, 21.45667, 32.87955)
(24.66689, -3.49576, -21.45667, 32.87955)
(25.97029, -5.97249, -19.26447, 32.88231)
(-23.36349, 22.98291, -2.74355, 32.88760)
(-17.19677, 26.40060, -9.42734, 32.88762)
(-0.91169, 30.68119, -11.81367, 32.88966)
(7.47012, -28.28252, -15.04856, 32.89624)
(-26.88198, 0.86290, -18.94163, 32.89636)
(19.80357, -23.06096, -12.58068, 32.89777)
(-29.53022, -0.94096, 14.49721, 32.91031)
(10.11836, 29.81829, 9.57594, 32.91216)
(7.47012, 24.78677, -20.32704, 32.91467)
(32.13702, 4.28060, 5.72265, 32.92203)
(-4.86333, 12.72982, 29.98993, 32.94080)
(28.61853, 4.28060, -15.75392, 32.94738)
(-2.21509, -31.70021, -8.72739, 32.95417)
(10.11836, -26.47866, -16.81648, 32.95899)
(-14.54853, 21.36907, 20.47565, 32.97801)
(11.42176, 30.68119, -4.06731, 32.98993)
(29.92193, 13.59272, -3.00474, 33.00170)
(28.61853, 4.28060, 15.91699, 33.02567)
(28.61853, 12.72982, -10.47543, 33.02731)
(-0.91169, -30.83731, -11.81367, 33.03534)
(-20.71526, -2.55480, -25.62542, 33.05013)
(29.92193, -13.74884, -3.00474, 33.06631)
(32.13702, -7.77635, 0.44416, 33.06746)
(-11.03005, 16.14752, -26.66810, 33.06950)
(-13.24514, 3.33964, -30.11700, 33.06993)
(3.95164, 24.78677, 21.53821, 33.07407)
(19.80357, 19.56521, -17.85917, 33.07459)
(7.47012, 19.56521, -25.60553, 33.07935)
(28.61853, 12.72982, 10.63851, 33.07940)
(16.28508, -0.94096, -28.77876, 33.08030)
(-13.24514, -3.49576, -30.11700, 33.08607)
(-26.88198, 14.53368, 12.72928, 33.10443)
(-18.50017, -0.07806, -27.45499, 33.10648)
(18.50017, -0.07806, 27.45500, 33.10648)
(-0.91169, 3.33964, -32.92761, 33.10909)
(-17.19677, -28.28252, 1.12963, 33.11957)
(-0.91169, -3.49576, -32.92761, 33.12520)
(7.47012, -9.39019, -30.88401, 33.13307)
(11.42176, -30.83731, -4.06731, 33.13517)
(-4.86333, 26.40060, 19.43296, 33.14036)
(-12.33345, 30.68119, -2.46788, 33.15931)
(12.33345, 30.68119, 2.46788, 33.15931)
(19.80357, 26.40060, 3.25477, 33.16273)
(22.45181, 14.53368, -19.62709, 33.17430)
(17.58848, -10.25308, 26.19829, 33.17877)
(17.58848, 10.25309, 26.19829, 33.17877)
(-29.53022, -14.61174, 3.94024, 33.18226)
(-14.54853, -24.86482, -16.47375, 33.18590)
(-33.04871, -2.55480, -1.70087, 33.19091)
(-29.53022, -9.39019, -11.89521, 33.19195)
(-23.36349, 14.53368, -18.57900, 33.20030)
(-6.16672, -17.08847, 27.79773, 33.20780)
(-6.16672, 17.08848, 27.79773, 33.20780)
(6.16672, -17.08847, -27.79773, 33.20780)
(6.16672, 17.08848, -27.79773, 33.20781)
(-23.36349, -19.64327, 13.09191, 33.21309)
(-26.88198, -18.02943, 7.45080, 33.21469)
(-18.50017, 27.26350, 4.21591, 33.21639)
(18.50017, 27.26350, -4.21592, 33.21639)
(-20.71526, 4.28060, -25.62542, 33.22811)
(-7.07841, 30.75925, -10.40837, 33.23507)
(-7.07841, -30.75925, -10.40837, 33.23507)
(25.97029, 7.69829, -19.26447, 33.23913)
(11.42176, -6.83539, -30.45974, 33.24116)
(11.42176, 6.83539, -30.45974, 33.24116)
(-14.54853, 28.20446, 9.91867, 33.24953)
(22.45181, 21.36907, 12.04381, 33.25318)
(-23.36349, 0.86290, 23.64887, 33.25457)
(-33.04871, -0.94096, 3.57762, 33.25510)
(-11.03005, 0.86290, 31.39524, 33.28765)
(10.11836, -31.70021, -0.98103, 33.29035)
(12.33345, 10.17503, -29.20303, 33.29358)
(-12.33345, 10.17503, 29.20304, 33.29358)
(-25.57858, -6.83539, 20.19997, 33.30203)
(-25.57858, 6.83539, 20.19997, 33.30203)
(-31.74530, -0.07806, -10.06563, 33.30296)
(-12.33345, -30.83731, -2.46788, 33.30382)
(12.33345, -30.83731, 2.46788, 33.30382)
(28.61853, -16.22558, -5.19695, 33.30612)
(-8.38181, 12.72982, 29.62731, 33.31787)
(-19.41186, 13.59272, -23.43321, 33.32713)
(-7.07841, 30.75925, 10.70557, 33.32934)
(-7.07841, -30.75925, 10.70557, 33.32934)
(28.61853, -16.22558, 5.36002, 33.33196)
(-12.33345, -10.33114, 29.20304, 33.34162)
(12.33345, -10.33114, -29.20303, 33.34162)
(-18.50017, -27.41962, 4.21591, 33.34465)
(18.50017, -27.41962, -4.21592, 33.34465)
(-2.21509, 28.20446, 17.66503, 33.35343)
(25.97029, -11.19404, 17.68492, 33.35445)
(5.25504, 27.26350, -18.49746, 33.36270)
(-26.88198, -19.64327, 2.17231, 33.36492)
(-33.04871, 4.28060, -1.70087, 33.36815)
(30.83361, -3.41770, -12.30501, 33.37373)
(30.83361, 3.41770, -12.30501, 33.37373)
(-30.83362, -3.41770, 12.30501, 33.37373)
(-30.83362, 3.41770, 12.30501, 33.37373)
(11.42176, 30.68119, 6.48966, 33.37526)
(-19.41186, -13.74884, -23.43321, 33.39111)
(-17.19677, -23.06096, 16.96509, 33.39687)
(3.95164, 11.11598, -31.24664, 33.39959)
(7.47012, -2.55480, 32.45780, 33.40417)
(-29.53022, 5.89443, 14.49721, 33.42076)
(-26.88198, -5.97249, -18.94163, 33.42300)
(3.95164, 19.56521, 26.81670, 33.42975)
(-4.86333, -29.89635, 14.15448, 33.43341)
(3.95164, 31.62215, -10.13270, 33.44021)
(10.11836, 28.20446, 14.85442, 33.44438)
(13.63684, -26.47866, 15.21704, 33.44610)
(10.11836, 22.98291, -22.09497, 33.44821)
(-13.24514, 30.68119, 1.55391, 33.45420)
(1.30340, -33.31405, -3.08628, 33.48209)
(-23.36349, 2.47674, -23.85749, 33.48383)
(17.58848, -10.25308, -26.58656, 33.48620)
(17.58848, 10.25309, -26.58656, 33.48620)
(-20.71526, -14.61174, 21.88095, 33.48732)
(5.25504, -27.41962, -18.49746, 33.49040)
(1.30340, 28.20446, 18.02766, 33.49905)
(-14.54853, 29.81829, 4.64019, 33.50107)
(11.42176, -30.83731, 6.48966, 33.51883)
(-8.38181, 31.62215, -7.32209, 33.52355)
(16.28508, -28.28252, -7.66482, 33.52394)
(10.11836, 29.81829, -11.53800, 33.53561)
(29.92193, 6.75733, -13.56171, 33.53958)
(-19.41186, 27.26350, -2.31927, 33.54844)
(18.50017, 27.26350, 6.34105, 33.55240)
(-18.50017, 27.26350, -6.34106, 33.55240)
(10.11836, -24.86482, 20.13291, 33.55555)
(18.50017, -17.08847, 22.17651, 33.55696)
(-18.50017, -17.08847, -22.17651, 33.55696)
(-18.50017, 17.08848, -22.17651, 33.55696)
(18.50017, 17.08848, 22.17651, 33.55696)
(17.58848, -23.92386, 15.64132, 33.56124)
(17.58848, 23.92387, 15.64132, 33.56124)
(-17.19677, 24.78677, -14.70582, 33.56149)
(-2.21509, -33.31405, -3.44891, 33.56527)
(-13.24514, 23.84581, -19.56003, 33.56562)
(-20.71526, 26.40060, 0.76701, 33.56638)
(13.63684, 14.53368, -27.01083, 33.56749)
(23.75520, -6.83539, -22.71338, 33.56977)
(23.75520, 6.83539, -22.71338, 33.56977)
(-13.24514, 27.34156, -14.28155, 33.57018)
(-13.24514, -27.34156, -14.28155, 33.57018)
(29.92193, -6.91345, -13.56171, 33.57138)
(7.47012, 4.28060, 32.45780, 33.58028)
(16.28508, 5.89443, -28.77876, 33.58817)
(-13.24514, -30.83731, 1.55391, 33.59744)
(-11.03005, -18.02943, 26.11675, 33.59772)
(22.45181, -18.02943, 17.32230, 33.60366)
(-17.19677, 26.40060, 11.68660, 33.60502)
(16.28508, -2.55480, 29.28457, 33.60532)
(-29.53022, -14.61174, -6.61673, 33.60532)
(-31.74530, -0.07806, 11.04831, 33.61303)
(22.45181, 2.47674, -24.90558, 33.62299)
(25.97029, 16.14752, -13.98599, 33.62746)
(-8.38181, 26.40060, 19.07034, 33.62922)
(10.11836, 9.31213, 30.68988, 33.62983)
(1.30340, 16.14752, -29.47871, 33.63681)
(-19.41186, -23.92386, 13.51618, 33.64311)
(-19.41186, 23.92387, 13.51618, 33.64311)
(7.47012, -28.28252, 16.62235, 33.64530)
(23.75520, -13.67078, 19.51450, 33.64544)
(23.75520, 13.67078, 19.51450, 33.64544)
(-6.16672, -0.07806, 33.07622, 33.64626)
(6.16672, -0.07806, -33.07622, 33.64626)
(-14.54853, 28.20446, -11.19527, 33.65242)
(23.75520, -20.50617, -12.15641, 33.65399)
(23.75520, 20.50617, -12.15641, 33.65399)
(7.47012, 11.11598, -30.88401, 33.66289)
(-2.21509, 2.47674, 33.50049, 33.66487)
(-30.83362, -10.25308, -8.80893, 33.66652)
(30.83361, -10.25308, 8.80893, 33.66652)
(30.83361, 10.25309, 8.80893, 33.66652)
(-30.83362, 10.25309, -8.80893, 33.66653)
(-26.88198, 9.31213, 18.00777, 33.66952)
(3.95164, -9.39019, 32.09518, 33.67331)
(10.11836, -19.64327, 25.41139, 33.67459)
(-4.86333, 17.95138, -28.07340, 33.67521)
(-23.36349, -4.35866, -23.85749, 33.67537)
(-19.41186, -27.41962, -2.31927, 33.67543)
(-13.24514, -24.00192, -19.56003, 33.67671)
(13.63684, 22.98291, 20.49553, 33.67854)
(-18.50017, -27.41962, -6.34106, 33.67938)
(18.50017, -27.41962, 6.34105, 33.67938)
(25.97029, 21.36907, 1.84947, 33.68254)
(-23.36349, 22.98291, 7.81342, 33.69149)
(-14.54853, 16.14752, 25.75413, 33.69981)
(-14.54853, 29.81829, -5.91678, 33.70161)
(-31.74530, -10.25308, -4.78715, 33.70173)
(-31.74530, 10.25309, -4.78715, 33.70173)
(32.13702, -0.94096, -10.11281, 33.70374)
(25.97029, -19.64327, -8.70750, 33.70660)
(3.95164, 31.62215, 10.98124, 33.70703)
(-4.86333, -14.61174, 29.98993, 33.71277)
(22.45181, -24.86482, -3.79164, 33.71527)
(-4.86333, -0.94096, -33.35189, 33.71774)
(-29.53022, -16.22558, -1.33824, 33.72083)
(-29.53022, 11.11598, -11.89521, 33.72084)
(29.92193, 13.59272, 7.55223, 33.72121)
(17.58848, -23.92386, -16.02959, 33.74394)
(17.58848, 23.92387, -16.02959, 33.74394)
(-6.16672, 13.59272, -30.26560, 33.74607)
(6.16672, 13.59272, 30.26560, 33.74607)
(-25.57858, 0.00000, -22.02791, 33.75637)
(16.28508, 17.95138, -23.50027, 33.75972)
(-33.04871, 5.89443, 3.57762, 33.76034)
(-26.88198, 7.69829, -18.94163, 33.77410)
(-23.36349, -5.97249, 23.64887, 33.77562)
(16.28508, 4.28060, 29.28457, 33.78037)
(-17.19677, -9.39019, 27.52205, 33.78414)
(29.92193, -13.74884, 7.55223, 33.78444)
(-14.54853, 21.36907, -21.75224, 33.78545)
(-18.50017, 6.75733, -27.45499, 33.78897)
(18.50017, 6.75733, 27.45500, 33.78897)
(-33.04871, -0.94096, -6.97935, 33.79073)
(-8.38181, -16.22558, -28.43602, 33.79544)
(28.61853, -14.61174, -10.47543, 33.79731)
(19.80357, 26.40060, -7.30220, 33.80081)
(-29.53022, -7.77635, 14.49721, 33.80347)
(-11.03005, 0.86290, -31.94658, 33.80814)
(-11.03005, -5.97249, 31.39524, 33.80819)
(-6.16672, -13.74884, -30.26560, 33.80926)
(6.16672, -13.74884, 30.26560, 33.80926)
(16.28508, 26.40060, 13.44912, 33.80938)
(-13.24514, -13.67078, 27.94633, 33.81303)
(-13.24514, 13.67078, 27.94633, 33.81303)
(22.45181, -4.35866, -24.90558, 33.81374)
(24.66689, 10.17503, 20.77120, 33.81464)
(-24.66689, 10.17503, -20.77121, 33.81464)
(-18.50017, -6.91345, -27.45499, 33.82054)
(18.50017, -6.91345, 27.45500, 33.82054)
(-23.36349, 16.14752, 18.37039, 33.82405)
(32.13702, -9.39019, -4.83432, 33.82801)
(-12.33345, -20.50617, 23.92455, 33.83786)
(-12.33345, 20.50617, 23.92455, 33.83786)
(12.33345, -20.50617, -23.92455, 33.83786)
(12.33345, 20.50617, -23.92455, 33.83786)
(28.61853, -14.61174, 10.63851, 33.84821)
(-31.74530, -10.25308, 5.76982, 33.85529)
(-31.74530, 10.25309, 5.76982, 33.85529)
(-2.21509, -4.35866, 33.50049, 33.85538)
(23.75520, 23.84581, 3.67905, 33.85953)
(-24.66689, -10.33114, -20.77121, 33.86194)
(24.66689, -10.33114, 20.77120, 33.86194)
(-19.41186, 20.42811, 18.79467, 33.87281)
(16.28508, -23.06096, 18.72760, 33.87824)
(-30.83362, 13.59272, -3.53045, 33.88123)
(30.83361, 13.59272, 3.53044, 33.88123)
(19.80357, 12.72982, 24.36871, 33.88308)
(5.25504, -30.75925, -13.21898, 33.88935)
(5.25504, 30.75925, -13.21898, 33.88935)
(-7.07841, -10.25308, -31.52231, 33.89521)
(-7.07841, 10.25309, -31.52231, 33.89521)
(-30.83362, -0.07806, -14.08741, 33.89946)
(30.83361, -0.07806, 14.08741, 33.89946)
(-2.21509, -24.86482, 22.94352, 33.90533)
(7.47012, 24.78677, 21.90084, 33.90919)
(3.95164, -21.44713, -25.96815, 33.91076)
(7.47012, 31.62215, -9.77007, 33.92960)
(-11.03005, -31.70021, 5.00281, 33.93514)
(30.83361, -13.74884, 3.53044, 33.94416)
(-30.83362, -13.74884, -3.53045, 33.94417)
(32.13702, -9.39019, 5.72265, 33.96634)
(-19.41186, -20.58423, 18.79467, 33.96719)
(16.28508, -7.77635, -28.77876, 33.96899)
(23.75520, -24.00192, 3.67905, 33.96965)
(-8.38181, -29.89635, 13.79185, 33.97443)
(1.30340, 2.47674, 33.86311, 33.97857)
(32.13702, -0.94096, 11.00113, 33.98085)
(-31.74530, 6.75733, -10.06563, 33.98151)
(-17.19677, -21.44713, -19.98431, 33.98648)
(28.61853, -9.39019, -15.75392, 33.99091)
(-7.07841, 20.42811, -26.24382, 34.00220)
(-2.21509, 16.14752, -29.84133, 34.00226)
(13.63684, 2.47674, 31.05250, 34.00523)
(-31.74530, -6.91345, -10.06563, 34.01290)
(-11.03005, -31.70021, -5.55416, 34.02079)
(23.75520, 17.01042, -17.43489, 34.02410)
(13.63684, -26.47866, -16.45386, 34.02665)
(-11.03005, -18.02943, -26.66810, 34.02808)
(-12.33345, 30.68119, 8.08909, 34.04237)
(12.33345, 30.68119, -8.08910, 34.04237)
(17.58848, 27.26350, 10.36283, 34.05938)
(28.61853, -9.39019, 15.91699, 34.06680)
(5.25504, -17.08847, 29.00890, 34.07562)
(5.25504, 17.08848, 29.00890, 34.07562)
(-8.38181, -14.61174, 29.62731, 34.08130)
(-7.07841, -20.58423, -26.24382, 34.09623)
(23.75520, -17.16653, -17.43489, 34.10242)
(1.30340, -24.86482, 23.30614, 34.10476)
(-2.21509, -31.70021, 12.38655, 34.10626)
(17.58848, 20.42811, 20.91981, 34.12185)
(-23.36349, 7.69829, 23.64887, 34.12310)
(16.28508, -29.89635, -2.38634, 34.12756)
(19.80357, 24.78677, -12.58068, 34.12973)
(29.92193, -10.25308, 12.83071, 34.13319)
(29.92193, 10.25309, 12.83071, 34.13319)
(-2.21509, -33.31405, 7.10807, 34.13586)
(5.25504, -23.92386, -23.77595, 34.13594)
(5.25504, 23.92387, -23.77595, 34.13594)
(-33.04871, -7.77635, 3.57762, 34.13924)
(-4.86333, -23.06096, 24.71144, 34.14843)
(-25.57858, 17.01042, 14.92149, 34.15068)
(-11.03005, 7.69829, 31.39524, 34.15533)
(1.30340, -33.31405, 7.47069, 34.16630)
(1.30340, -4.35866, 33.86311, 34.16734)
(-7.07841, -10.25308, 31.81951, 34.17178)
(-7.07841, 10.25309, 31.81951, 34.17178)
(-25.57858, -20.50617, 9.64300, 34.17242)
(-25.57858, 20.50617, 9.64300, 34.17242)
(-29.53022, -0.94096, -17.17370, 34.17390)
(0.00000, -34.17695, 0.00000, 34.17695)
(22.45181, -24.86482, 6.76533, 34.17767)
(17.58848, 27.26350, -10.75110, 34.17952)
(28.61853, 17.95138, -5.19695, 34.18012)
(-12.33345, -30.83731, 8.08909, 34.18314)
(12.33345, -30.83731, -8.08910, 34.18314)
(17.58848, -27.41962, 10.36283, 34.18448)
(-18.50017, 13.59272, 25.32985, 34.18508)
(18.50017, 13.59272, -25.32985, 34.18508)
(1.30340, -31.70021, 12.74917, 34.19275)
(13.63684, -4.35866, 31.05250, 34.19385)
(3.95164, 11.11598, 32.09518, 34.19476)
(10.11836, -11.19404, 30.68988, 34.19878)
(-6.16672, 27.26350, -19.70863, 34.20171)
(6.16672, 27.26350, 19.70864, 34.20171)
(32.13702, 5.89443, -10.11281, 34.20235)
(28.61853, 17.95138, 5.36002, 34.20529)
(-26.88198, 16.14752, -13.66314, 34.20621)
(17.58848, -20.58423, 20.91981, 34.21555)
(-4.86333, 5.89443, -33.35189, 34.21614)
(19.80357, -21.44713, -17.85917, 34.22149)
(7.47012, -21.44713, -25.60553, 34.22609)
(-25.57858, -17.16653, 14.92149, 34.22871)
(-23.36349, -24.86482, -2.74355, 34.22922)
(-7.07841, 20.42811, 26.54103, 34.23211)
(-12.33345, -13.67078, -28.86030, 34.23333)
(-12.33345, 13.67078, -28.86030, 34.23333)
(12.33345, -13.67078, 28.86030, 34.23333)
(12.33345, 13.67078, 28.86030, 34.23333)
(-26.88198, -11.19404, 18.00777, 34.23780)
(-24.66689, 10.17503, 21.45667, 34.23997)
(24.66689, 10.17503, -21.45667, 34.23997)
(-18.50017, -13.74884, 25.32985, 34.24746)
(18.50017, -13.74884, -25.32985, 34.24746)
(-20.71526, -2.55480, 27.15943, 34.25323)
(-17.19677, 19.56521, 22.24357, 34.25351)
(13.63684, 29.81829, 9.93856, 34.26178)
(-23.36349, 21.36907, 13.09191, 34.26205)
(-20.71526, -9.39019, -25.62542, 34.26309)
(10.11836, 2.47674, -32.65194, 34.27338)
(-14.54853, 0.86290, 31.03261, 34.28451)
(-31.74530, 6.75733, 11.04831, 34.28543)
(-24.66689, -10.33114, 21.45667, 34.28669)
(24.66689, -10.33114, -21.45667, 34.28669)
(-33.04871, 5.89443, -6.97935, 34.28808)
(-17.19677, 11.11598, 27.52205, 34.30390)
(17.58848, -27.41962, -10.75110, 34.30418)
(-33.04871, -2.55480, 8.85610, 34.30998)
(-24.66689, 23.84581, 0.34273, 34.31028)
(24.66689, 23.84581, -0.34274, 34.31028)
(7.47012, 19.56521, 27.17932, 34.31203)
(-31.74530, -6.91345, 11.04831, 34.31654)
(-6.16672, 6.75733, 33.07622, 34.31802)
(6.16672, 6.75733, -33.07622, 34.31802)
(-11.03005, -5.97249, -31.94658, 34.32079)
(-7.07841, -20.58423, 26.54103, 34.32551)
(-6.16672, -27.41962, -19.70863, 34.32629)
(6.16672, -27.41962, 19.70864, 34.32629)
(-26.88198, -19.64327, -8.38466, 34.33368)
(22.45181, -12.80788, 22.60078, 34.33541)
(32.13702, 11.11598, -4.83432, 34.34710)
(-6.16672, -6.91345, 33.07622, 34.34910)
(6.16672, -6.91345, -33.07622, 34.34910)
(23.75520, 23.84581, -6.87792, 34.35459)
(10.11836, 28.20446, -16.81648, 34.36083)
(17.58848, 20.42811, -21.30807, 34.36126)
(11.42176, 17.01042, 27.60360, 34.37687)
(-33.04871, -9.39019, -1.70087, 34.39892)
(-26.88198, 21.36907, 2.17231, 34.40926)
(7.47012, 31.62215, 11.34387, 34.41579)
(-17.19677, -28.28252, -9.42734, 34.41663)
(-24.66689, -24.00192, 0.34273, 34.41897)
(24.66689, -24.00192, -0.34274, 34.41897)
(30.83361, 13.59272, -7.02653, 34.42159)
(-30.83362, 13.59272, 7.02652, 34.42159)
(-0.91169, -34.17695, 4.02178, 34.42485)
(-20.71526, 4.28060, 27.15943, 34.42500)
(-0.91169, -20.50617, -27.64913, 34.43557)
(-0.91169, 20.50617, -27.64913, 34.43557)
(-13.24514, 10.17503, -30.11700, 34.43833)
(-25.57858, -6.83539, -22.02791, 34.44147)
(-25.57858, 6.83539, -22.02791, 34.44147)
(13.63684, 22.98291, -21.73235, 34.44521)
(17.58848, -20.58423, -21.30807, 34.45430)
(11.42176, -17.16653, 27.60360, 34.45439)
(-2.21509, -19.64327, 28.22200, 34.45644)
(10.11836, -4.35866, -32.65194, 34.46053)
(23.75520, -24.00192, -6.87792, 34.46314)
(-19.41186, 27.26350, 8.23770, 34.46706)
(-20.71526, -23.06096, -15.06845, 34.46720)
(32.13702, 5.89443, 11.00113, 34.47546)
(-0.91169, 10.17503, -32.92761, 34.47593)
(-33.04871, 4.28060, 8.85610, 34.48146)
(32.13702, 11.11598, 5.72265, 34.48335)
(-30.83362, -13.74884, 7.02652, 34.48354)
(30.83361, -13.74884, -7.02653, 34.48354)
(-13.24514, -10.33114, -30.11700, 34.48478)
(0.00000, -13.67078, 31.67091, 34.49546)
(0.00000, 13.67078, 31.67091, 34.49546)
(0.00000, -13.67078, -31.67091, 34.49546)
(0.00000, 13.67078, -31.67091, 34.49546)
(23.75520, 3.33964, 24.79299, 34.49862)
(28.61853, 11.11598, -15.75392, 34.50755)
(19.80357, -16.22558, -23.13765, 34.50799)
(23.75520, -3.49576, 24.79299, 34.51409)
(13.63684, -31.70021, -0.61841, 34.51448)
(-0.91169, -10.33114, -32.92761, 34.52233)
(0.00000, 30.68119, -15.83545, 34.52676)
(0.00000, 30.68119, 15.83545, 34.52676)
(-6.16672, 30.75925, -14.43015, 34.53099)
(6.16672, -30.75925, 14.43015, 34.53099)
(6.16672, 30.75925, 14.43015, 34.53099)
(-6.16672, -30.75925, -14.43015, 34.53099)
(29.92193, -17.08847, 2.27374, 34.53270)
(29.92193, 17.08848, 2.27374, 34.53270)
(-31.74530, 13.59272, 0.49134, 34.53647)
(0.00000, -27.34156, -21.11394, 34.54503)
(0.00000, -27.34156, 21.11394, 34.54503)
(0.00000, 27.34156, -21.11394, 34.54503)
(0.00000, 27.34156, 21.11394, 34.54503)
(3.95164, -21.44713, 26.81670, 34.56487)
(-30.83362, 6.75733, -14.08741, 34.56629)
(30.83361, 6.75733, 14.08741, 34.56629)
(-8.38181, -23.06096, 24.34882, 34.56773)
(32.13702, 12.72982, 0.44416, 34.56926)
(25.97029, -18.02943, -13.98599, 34.57057)
(32.13702, -7.77635, -10.11281, 34.57641)
(1.30340, -18.02943, -29.47871, 34.57967)
(28.61853, 11.11598, 15.91699, 34.58231)
(-29.53022, 17.95138, -1.33824, 34.58434)
(-4.86333, -7.77635, -33.35189, 34.59005)
(-19.41186, -27.41962, 8.23770, 34.59068)
(30.83361, -6.91345, 14.08741, 34.59715)
(-30.83362, -6.91345, -14.08741, 34.59715)
(-31.74530, -13.74884, 0.49134, 34.59821)
(-17.19677, -16.22558, -25.26279, 34.60068)
(7.47012, -9.39019, 32.45780, 34.60473)
(-13.24514, 30.68119, -9.00306, 34.60960)
(-17.19677, 24.78677, 16.96509, 34.61108)
(10.11836, -31.70021, 9.57594, 34.62634)
(19.80357, -14.61174, 24.36871, 34.63406)
(13.63684, 29.81829, -11.17538, 34.64077)
(-14.54853, -18.02943, 25.75413, 34.64095)
(19.80357, -0.94096, -28.41614, 34.64886)
(-8.38181, 17.95138, -28.43602, 34.65709)
(-4.86333, -28.28252, 19.43296, 34.65823)
(-33.04871, -7.77635, -6.97935, 34.66122)
(-11.03005, 7.69829, -31.94658, 34.66280)
(0.00000, -30.83731, -15.83545, 34.66557)
(0.00000, -30.83731, 15.83545, 34.66557)
(-29.53022, 5.89443, -17.17370, 34.66575)
(-23.36349, 9.31213, -23.85749, 34.66624)
(28.61853, 19.56521, 0.08154, 34.66734)
(25.97029, 0.86290, 22.96340, 34.67735)
(19.80357, -28.28252, 3.25477, 34.67962)
(-14.54853, 16.14752, -27.03072, 34.68518)
(5.25504, -0.07806, 34.28738, 34.68784)
(1.30340, -19.64327, 28.58463, 34.70789)
(10.11836, 21.36907, 25.41139, 34.70961)
(-25.57858, -20.50617, -11.47094, 34.73254)
(-25.57858, 20.50617, -11.47094, 34.73254)
(-17.19677, -29.89635, -4.14885, 34.73808)
(25.97029, 21.36907, -8.70750, 34.74067)
(30.83361, -10.25308, -12.30501, 34.74551)
(30.83361, 10.25309, -12.30501, 34.74551)
(-30.83362, -10.25308, 12.30501, 34.74552)
(-30.83362, 10.25309, 12.30501, 34.74552)
(22.45181, -26.47866, 1.48684, 34.74786)
(-13.24514, -30.83731, -9.00306, 34.74807)
(-8.38181, -0.94096, -33.71451, 34.75354)
(5.25504, -34.25501, 2.61648, 34.75438)
(-23.36349, -18.02943, 18.37039, 34.76183)
(10.11836, -24.86482, -22.09497, 34.76821)
(-20.71526, 11.11598, -25.62542, 34.77570)
(25.97029, -12.80788, -19.26447, 34.77956)
(-14.54853, -5.97249, 31.03261, 34.79014)
(1.30340, 0.86290, -34.75719, 34.79233)
(16.28508, -9.39019, 29.28457, 34.79893)
(22.45181, 9.31213, -24.90558, 34.80068)
(-0.91169, -34.17695, -6.53519, 34.80810)
(11.42176, 0.00000, 32.88208, 34.80930)
(34.78525, 0.86290, -1.32377, 34.82113)
(-19.41186, -3.41770, -28.71170, 34.82617)
(-19.41186, 3.41770, -28.71170, 34.82617)
(-13.24514, -20.50617, -24.83852, 34.82655)
(-13.24514, 20.50617, -24.83852, 34.82655)
(13.63684, 28.20446, 15.21704, 34.82834)
(-6.16672, -34.25501, 1.40531, 34.83402)
(6.16672, -34.25501, -1.40531, 34.83402)
(-2.21509, 9.31213, 33.50049, 34.84114)
(25.97029, -19.64327, 12.40644, 34.84586)
(32.13702, -7.77635, 11.00113, 34.84658)
(25.97029, 22.98291, -3.42902, 34.84865)
(-0.91169, 17.01042, 30.41421, 34.85985)
(5.25504, -3.41770, -34.33292, 34.90051)
(5.25504, 3.41770, -34.33292, 34.90051)
(-33.04871, 11.11598, -1.70087, 34.90953)
(-29.53022, -16.22558, 9.21873, 34.93262)
(-2.21509, -18.02943, -29.84133, 34.93526)
(-0.91169, -17.16653, 30.41421, 34.93630)
(-20.71526, 26.40060, -9.78996, 34.95650)
(29.92193, -0.07806, 18.10920, 34.97529)
(-4.86333, 31.62215, 14.15448, 34.98516)
(-25.57858, 17.01042, -16.74942, 34.98802)
