4911-Centrize
(x,y,z,r)
(-12.33345, -30.83731, -44.69576, 55.68451)
(12.33345, -30.83731, 44.69576, 55.68451)
(16.28508, -28.28252, 45.12003, 55.68592)
(-50.24548, -24.00192, -0.57123, 55.68686)
(-11.03005, -12.80788, -53.06052, 55.68773)
(-14.54853, -5.97249, -53.42314, 55.68988)
(-43.16706, -13.74884, -32.39075, 55.69189)
(43.16706, -13.74884, 32.39075, 55.69189)
(-50.24548, -10.33114, -21.68517, 55.69189)
(-6.16672, -20.58423, -51.37954, 55.69197)
(6.16672, -20.58423, 51.37954, 55.69197)
(28.61853, 4.28060, 47.58791, 55.69518)
(-55.50051, -3.41770, -3.18771, 55.69694)
(-55.50051, 3.41770, -3.18771, 55.69694)
(32.13702, -36.73175, 26.83658, 55.69750)
(-25.57858, 10.17503, -48.42033, 55.69850)
(17.58848, -37.59465, -37.14352, 55.69878)
(-26.88198, -18.02943, -45.33405, 55.70348)
(48.42210, 27.34156, 3.33631, 55.70809)
(48.42210, -27.34156, 3.33631, 55.70809)
(-51.54887, -19.64327, 7.79354, 55.71251)
(-41.86366, -36.73175, 1.47237, 55.71315)
(38.30374, 29.81829, -27.35357, 55.71826)
(-19.41186, 27.26350, -44.54715, 55.71865)
(-8.38181, -21.44713, 50.74125, 55.72171)
(-25.57858, -10.33114, -48.42033, 55.72723)
(-54.19711, 5.89443, -11.55248, 55.72729)
(-48.03039, -24.86482, 13.43464, 55.72851)
(-49.33379, 3.33964, -25.70695, 55.72991)
(-23.36349, -5.97249, -50.24992, 55.73668)
(-49.33379, -3.49576, -25.70695, 55.73949)
(-48.03039, 28.20446, -2.40081, 55.75100)
(-25.57858, -27.34156, 41.31391, 55.75539)
(-25.57858, 27.34156, 41.31391, 55.75539)
(-6.16672, 30.75925, -46.10106, 55.76260)
(6.16672, 30.75925, 46.10106, 55.76260)
(-6.16672, -30.75925, -46.10106, 55.76260)
(6.16672, -30.75925, 46.10106, 55.76260)
(-14.54853, -38.53561, -37.58769, 55.76278)
(-23.36349, -31.70021, 39.48433, 55.76530)
(3.95164, -41.95330, -36.52512, 55.76540)
(3.95164, -16.22558, 53.20911, 55.76822)
(-33.04871, -9.39019, -43.92874, 55.76851)
(-13.24514, -41.01234, -35.39548, 55.76994)
(47.11870, 29.81829, 1.14411, 55.77285)
(-37.91203, -6.83539, -40.33124, 55.77323)
(-37.91203, 6.83539, -40.33124, 55.77323)
(-37.00034, -37.67271, -17.96059, 55.77491)
(37.00034, -37.67271, 17.96060, 55.77491)
(1.30340, 9.31213, 54.97704, 55.77535)
(10.11836, -18.02943, 51.80382, 55.77703)
(-8.38181, 5.89443, -54.82845, 55.77776)
(40.95198, -16.22558, 34.22032, 55.77960)
(38.30374, -26.47866, 30.70976, 55.77979)
(42.25537, -0.07806, 36.41253, 55.77988)
(5.25504, -23.92386, 50.12284, 55.78769)
(5.25504, 23.92387, 50.12284, 55.78769)
(3.95164, -36.73175, -41.80360, 55.78869)
(-7.07841, -17.08847, -52.63625, 55.79152)
(-7.07841, 17.08848, -52.63625, 55.79153)
(3.95164, -28.28252, 47.93063, 55.79303)
(-2.21509, -11.19404, 54.61443, 55.79380)
(-19.41186, -27.41962, -44.54715, 55.79520)
(-48.03039, 21.36907, 18.71313, 55.80087)
(-33.04871, -35.11791, -28.09329, 55.80965)
(-7.07841, -41.09040, 37.09800, 55.81027)
(-6.16672, -34.25501, 43.63319, 55.81478)
(6.16672, -34.25501, -43.63319, 55.81478)
(22.45181, -26.47866, 43.71472, 55.82275)
(-24.66689, -34.17695, -36.60666, 55.82622)
(24.66689, -34.17695, 36.60666, 55.82622)
(25.97029, 2.47674, 49.35583, 55.82642)
(-44.07875, -17.08847, 29.69437, 55.82748)
(-44.07875, 17.08848, 29.69437, 55.82748)
(-45.38215, 11.11598, -30.56116, 55.83090)
(13.63684, -40.14944, 36.33099, 55.83799)
(-18.50017, 20.42811, -48.56893, 55.84358)
(18.50017, 20.42811, 48.56893, 55.84358)
(38.30374, -31.70021, 25.43128, 55.84649)
(17.58848, -23.92386, 47.31223, 55.85833)
(17.58848, 23.92387, 47.31223, 55.85833)
(-2.21509, -40.14944, 38.77898, 55.86317)
(17.58848, 6.75733, 52.59071, 55.86412)
(-31.74530, -41.09040, -20.62260, 55.87018)
(-51.54887, 21.36907, -2.76344, 55.87092)
(-2.21509, -38.53561, -40.39830, 55.87416)
(36.08865, -34.17695, -25.52399, 55.87422)
(-37.00034, -41.01234, 8.43183, 55.87605)
(37.00034, -41.01234, -8.43183, 55.87605)
(7.47012, -36.73175, -41.44098, 55.87825)
(-26.88198, 28.20446, -40.05556, 55.88005)
(-37.91203, -41.01234, 1.89664, 55.88319)
(17.58848, -6.91345, 52.59071, 55.88321)
(-4.86333, 31.62215, 45.82539, 55.88898)
(7.47012, -41.95330, -36.16250, 55.88925)
(-37.00034, 30.68119, -28.51756, 55.88929)
(37.00034, 30.68119, 28.51756, 55.88929)
(1.30340, 0.86290, -55.87113, 55.89299)
(-18.50017, -20.58423, -48.56893, 55.90088)
(18.50017, -20.58423, 48.56893, 55.90088)
(-14.54853, 7.69829, -53.42314, 55.90130)
(-17.19677, 12.72982, -51.65522, 55.91099)
(-0.91169, -27.34156, -48.76307, 55.91269)
(-0.91169, 27.34156, -48.76307, 55.91269)
(44.47046, 17.95138, -28.75887, 55.91911)
(-44.07875, -34.25501, 3.30195, 55.92178)
(16.28508, 17.95138, 50.39851, 55.92374)
(-39.21543, -38.53561, 10.26141, 55.92977)
(-51.54887, -11.19404, -18.59889, 55.93310)
(44.47046, -28.28252, 18.74749, 55.93739)
(48.42210, -13.67078, 24.45025, 55.94108)
(48.42210, 13.67078, 24.45025, 55.94108)
(25.97029, -4.35866, 49.35583, 55.94151)
(-2.21509, 22.98291, -50.95527, 55.94247)
(-23.36349, 7.69829, -50.24992, 55.94793)
(-55.50051, 6.75733, 2.09078, 55.94944)
(40.95198, -29.89635, 23.66335, 55.95365)
(-54.19711, -7.77635, -11.55248, 55.95765)
(36.08865, -37.67271, -20.24550, 55.95984)
(-17.19677, -41.95330, 32.80054, 55.96145)
(-55.50051, -6.91345, 2.09078, 55.96851)
(-37.00034, -30.83731, -28.51756, 55.97514)
(37.00034, -30.83731, 28.51756, 55.97514)
(-43.16706, -34.25501, 9.83713, 55.97830)
(43.16706, -34.25501, -9.83714, 55.97830)
(-33.04871, -28.28252, 35.24853, 55.98729)
(-37.91203, -34.17695, 23.01058, 55.98994)
(-35.69694, -40.14944, -15.76839, 55.99010)
(-20.71526, -0.94096, -52.01784, 55.99878)
(-39.21543, 14.53368, -37.24495, 56.00236)
(-8.38181, -7.77635, -54.82845, 56.00791)
(-8.38181, 31.62215, 45.46276, 56.00962)
(47.11870, -26.47866, -14.69135, 56.01006)
(-29.53022, -28.28252, -38.28764, 56.01676)
(-41.86366, 31.62215, -19.64157, 56.02069)
(-35.69694, 9.31213, -42.16082, 56.02251)
(-35.69694, -40.14944, 15.90252, 56.02802)
(40.95198, 24.78677, -29.12149, 56.03133)
(-8.38181, 24.78677, -49.54996, 56.03425)
(-2.21509, -26.47866, 49.33595, 56.03625)
(-39.21543, -24.86482, 31.37535, 56.04036)
(-39.21543, -38.53561, -10.85253, 56.04124)
(-29.53022, -36.73175, 30.33267, 56.04753)
(-48.03039, 2.47674, -28.79324, 56.05446)
(-26.88198, 29.81829, 39.12171, 56.05604)
(47.11870, -12.80788, 27.53654, 56.05778)
(-0.91169, -41.01234, -38.20609, 56.05844)
(5.25504, 6.75733, 55.40132, 56.05875)
(-19.41186, -34.25501, 39.90861, 56.06178)
(-48.03039, 16.14752, 23.99161, 56.06477)
(-31.74530, -37.59465, 26.88376, 56.07012)
(-7.07841, -17.08847, 52.93345, 56.07201)
(-7.07841, 17.08848, 52.93345, 56.07201)
(-20.71526, -41.95330, -30.90390, 56.07364)
(19.80357, -35.11791, -38.97311, 56.07452)
(48.42210, 27.34156, -7.22066, 56.07493)
(48.42210, -27.34156, -7.22066, 56.07494)
(5.25504, -6.91345, 55.40132, 56.07778)
(-20.71526, -23.06096, -46.73936, 56.08474)
(-33.04871, 11.11598, -43.92874, 56.08490)
(1.30340, -40.14944, 39.14159, 56.08690)
(-55.50051, -3.41770, 7.36926, 56.09183)
(-55.50051, 3.41770, 7.36926, 56.09183)
(-45.38215, -28.28252, 16.94520, 56.09439)
(47.11870, 22.98291, -19.96983, 56.09973)
(-14.54853, -24.86482, -48.14466, 56.10551)
(-11.03005, 14.53368, -53.06052, 56.10979)
(-45.38215, 31.62215, -9.44723, 56.11372)
(16.28508, -29.89635, -44.61421, 56.11973)
(1.30340, -11.19404, 54.97704, 56.12024)
(37.00034, 23.84581, -34.82426, 56.12822)
(23.75520, -41.01234, 30.07147, 56.13034)
(-19.41186, -17.08847, -49.82564, 56.13760)
(-19.41186, 17.08848, -49.82564, 56.13760)
(-54.19711, -14.61174, -0.99551, 56.14108)
(-55.50051, -0.07806, -8.46620, 56.14258)
(-12.33345, -37.67271, 39.76000, 56.14450)
(12.33345, -37.67271, -39.76000, 56.14450)
(-4.86333, 12.72982, -54.46583, 56.14470)
(10.11836, -40.14944, -37.93042, 56.15226)
(36.08865, -20.50617, 37.81783, 56.15231)
(36.08865, 20.50617, 37.81783, 56.15231)
(-51.54887, -18.02943, 13.07202, 56.15358)
(-31.74530, -34.25501, -31.17957, 56.15457)
(10.11836, -26.47866, -48.48740, 56.16519)
(-48.03039, -4.35866, -28.79324, 56.16909)
(42.25537, 30.75925, 20.57707, 56.16996)
(42.25537, -30.75925, 20.57707, 56.16996)
(-41.86366, -29.89635, 22.58631, 56.18273)
(42.25537, 6.75733, 36.41253, 56.18764)
(19.80357, 26.40060, 45.48265, 56.19470)
(37.00034, -24.00192, -34.82426, 56.19472)
(-51.54887, -12.80788, 18.35050, 56.19670)
(-45.38215, -21.44713, -25.28268, 56.20261)
(1.30340, -5.97249, -55.87113, 56.20456)
(-14.54853, -33.31405, -42.86617, 56.20493)
(44.47046, 31.62215, 13.46901, 56.20495)
(42.25537, -6.91345, 36.41253, 56.20663)
(6.16672, 13.59272, -54.19016, 56.20821)
(-33.04871, -41.95330, -17.53632, 56.21227)
(-30.83362, -23.92386, -40.47984, 56.22882)
(-30.83362, 23.92387, -40.47984, 56.22882)
(30.83361, -23.92386, 40.47984, 56.22882)
(30.83361, 23.92387, 40.47984, 56.22882)
(-35.69694, 29.81829, -31.60385, 56.23349)
(-18.50017, -30.75925, -43.29045, 56.23568)
(-18.50017, 30.75925, -43.29045, 56.23568)
(18.50017, -30.75925, 43.29045, 56.23568)
(18.50017, 30.75925, 43.29045, 56.23568)
(-31.74530, -41.09040, 21.60528, 56.24032)
(6.16672, -13.74884, -54.19016, 56.24617)
(-43.16706, -34.25501, -11.27680, 56.24915)
(43.16706, -34.25501, 11.27680, 56.24915)
(-54.19711, -2.55480, 14.83995, 56.25014)
(1.30340, -33.31405, -45.31416, 56.25743)
(-44.07875, 20.42811, -28.36896, 56.25871)
(22.45181, 16.14752, 48.99321, 56.25976)
(29.92193, -41.09040, -24.11868, 56.26236)
(48.42210, 17.01042, -23.05611, 56.26400)
(-31.74530, 20.42811, -41.73654, 56.27620)
(-24.66689, -34.17695, 37.29213, 56.27808)
(24.66689, -34.17695, -37.29213, 56.27808)
(-48.03039, 22.98291, -18.23627, 56.28227)
(29.92193, -17.08847, 44.50162, 56.28260)
(29.92193, 17.08848, 44.50162, 56.28261)
(-45.38215, 24.78677, 22.22368, 56.28335)
(-2.21509, 0.86290, -56.23376, 56.28398)
(13.63684, 16.14752, 52.16644, 56.28537)
(-48.03039, 28.20446, 8.15616, 56.29327)
(-44.07875, -34.25501, -7.25502, 56.29367)
(3.95164, 17.95138, 53.20911, 56.29456)
(44.47046, 24.78677, 24.02598, 56.29612)
(-20.71526, 5.89443, -52.01784, 56.30028)
(40.95198, 17.95138, 34.22032, 56.30583)
(-35.69694, 29.81829, 31.73797, 56.30898)
(-43.16706, -23.92386, -27.11226, 56.31004)
(-43.16706, 23.92387, -27.11226, 56.31004)
(43.16706, -23.92386, 27.11226, 56.31004)
(43.16706, 23.92387, 27.11226, 56.31005)
(36.08865, 3.33964, 43.09631, 56.31018)
(38.30374, 0.86290, 41.26673, 56.31042)
(48.42210, -17.16653, -23.05611, 56.31140)
(-37.91203, -37.67271, 17.73210, 56.31147)
(38.30374, -40.14944, 9.59583, 56.31371)
(-44.07875, -20.58423, -28.36896, 56.31558)
(28.61853, -9.39019, 47.58791, 56.31878)
(36.08865, -3.49576, 43.09631, 56.31965)
(3.95164, -41.95330, 37.37366, 56.32482)
(1.30340, -26.47866, 49.69856, 56.32730)
(29.92193, -37.59465, -29.39717, 56.32826)
(-41.86366, 12.72982, -35.47703, 56.33147)
(-31.74530, -20.58423, -41.73654, 56.33306)
(38.30374, -38.53561, 14.87431, 56.33307)
(-41.86366, -28.28252, -24.92006, 56.33362)
(-39.21543, -40.14944, 4.98293, 56.34409)
(-51.54887, 21.36907, 7.79354, 56.34415)
(25.97029, -40.14944, -29.82144, 56.35381)
(-54.19711, 4.28060, 14.83995, 56.35490)
(-48.03039, -26.47866, -12.95778, 56.35550)
(29.92193, 27.26350, 39.22314, 56.36554)
(-35.69694, -11.19404, -42.16082, 56.36588)
(-17.19677, -14.61174, -51.65522, 56.36926)
(-39.21543, -24.86482, -31.96647, 56.37344)
(-50.24548, -20.50617, 15.26422, 56.37471)
(-50.24548, 20.50617, 15.26422, 56.37471)
(28.61853, 31.62215, -36.86786, 56.37570)
(-37.91203, 30.68119, 28.28907, 56.38199)
(1.30340, -24.86482, -50.59264, 56.38771)
(13.63684, 28.20446, 46.88795, 56.39091)
(44.47046, -2.55480, 34.58295, 56.39263)
(-44.07875, -10.25308, -33.64745, 56.39338)
(-44.07875, 10.25309, -33.64745, 56.39338)
(-39.21543, -40.14944, -5.57405, 56.39944)
(-49.33379, -27.34156, 0.68547, 56.40792)
(-49.33379, 27.34156, 0.68547, 56.40792)
(1.30340, 7.69829, -55.87113, 56.41406)
(3.95164, -36.73175, 42.65215, 56.42732)
(23.75520, 0.00000, 51.18541, 56.42921)
(-41.86366, -36.73175, -9.08460, 56.42976)
(25.97029, -31.70021, 38.79886, 56.43324)
(-4.86333, -35.11791, -43.90886, 56.43498)
(-37.00034, 17.01042, -39.07453, 56.43756)
(37.00034, 17.01042, 39.07453, 56.43756)
(11.42176, -34.17695, 43.43905, 56.43998)
(29.92193, -27.41962, 39.22314, 56.44122)
(-23.36349, -24.86482, -44.97143, 56.44946)
(7.47012, -28.28252, 48.29326, 56.46187)
(-37.91203, -30.83731, 28.28907, 56.46710)
(7.47012, -16.22558, 53.57174, 56.47126)
(47.11870, 14.53368, 27.53654, 56.47708)
(28.61853, 31.62215, 37.03093, 56.48248)
(-37.00034, -17.16653, -39.07453, 56.48481)
(37.00034, -17.16653, 39.07453, 56.48481)
(-54.19711, 12.72982, 9.56146, 56.48714)
(-50.24548, 0.00000, 25.82119, 56.49196)
(30.83361, 27.26350, -38.69743, 56.49337)
(-51.54887, 22.98291, 2.51505, 56.49625)
(44.47046, 4.28060, 34.58295, 56.49713)
(-41.86366, -35.11791, -14.36309, 56.49896)
(36.08865, 30.68119, -30.80247, 56.50238)
(-50.24548, 23.84581, 9.98574, 56.50615)
(42.25537, -34.25501, 15.29859, 56.50637)
(-37.91203, -41.01234, -8.66033, 56.51845)
(-56.41220, -3.41770, 0.83407, 56.52179)
(-56.41220, 3.41770, 0.83407, 56.52179)
(-20.71526, -7.77635, -52.01784, 56.52830)
(-55.50051, -10.25308, -3.18771, 56.52959)
(-55.50051, 10.25309, -3.18771, 56.52959)
(-45.38215, 31.62215, 11.66671, 56.52975)
(-41.86366, -23.06096, -30.19854, 56.53606)
(25.97029, 9.31213, 49.35583, 56.54353)
(42.25537, 27.26350, 25.85556, 56.54489)
(-55.50051, 6.75733, -8.46620, 56.54772)
(47.11870, 29.81829, -9.41286, 56.55001)
(40.95198, -36.73175, 13.10638, 56.55142)
(0.00000, 30.68119, -47.50636, 56.55254)
(0.00000, 30.68119, 47.50636, 56.55254)
(-49.33379, 10.17503, -25.70695, 56.55264)
(-45.38215, 19.56521, 27.50217, 56.55711)
(42.25537, -37.59465, -0.53687, 56.56114)
(-55.50051, -6.91345, -8.46620, 56.56659)
(30.83361, -27.41962, -38.69743, 56.56889)
(42.25537, -30.75925, -21.65081, 56.57213)
(42.25537, 30.75925, -21.65081, 56.57213)
(-50.24548, -24.00192, 9.98574, 56.57221)
(-20.71526, -36.73175, 37.71640, 56.57623)
(-2.21509, -33.31405, -45.67678, 56.57827)
(-49.33379, -10.33114, -25.70695, 56.58094)
(16.28508, -36.73175, 39.84155, 56.58422)
(-56.41220, -0.07806, -4.44441, 56.58706)
(36.08865, -30.83731, -30.80247, 56.58730)
(-35.69694, -38.53561, -21.04688, 56.58830)
(44.47046, -29.89635, -18.20190, 56.59261)
(-2.21509, -5.97249, -56.23376, 56.59340)
(13.63684, -26.47866, -48.12477, 56.59573)
(-4.86333, -14.61174, -54.46583, 56.60107)
(-48.03039, 29.81829, 2.87767, 56.60680)
(-26.88198, -40.14944, -29.49860, 56.61082)
(36.08865, -37.67271, 21.98238, 56.61138)
(-51.54887, 14.53368, 18.35050, 56.61497)
(38.30374, 28.20446, 30.70976, 56.61941)
(38.30374, -5.97249, 41.26673, 56.61970)
(-33.04871, 31.62215, -33.37177, 56.62025)
(42.25537, -27.41962, 25.85556, 56.62033)
(0.00000, -20.50617, 52.78484, 56.62811)
(0.00000, 20.50617, 52.78484, 56.62811)
(0.00000, -20.50617, -52.78485, 56.62812)
(0.00000, 20.50617, -52.78485, 56.62812)
(28.61853, 11.11598, 47.58791, 56.63210)
(-48.03039, -18.02943, 23.99161, 56.63547)
(0.00000, -30.83731, -47.50636, 56.63739)
(0.00000, -30.83731, 47.50636, 56.63739)
(-35.69694, -38.53561, 21.18100, 56.63832)
(36.08865, -41.01234, -14.96702, 56.64287)
(13.63684, -40.14944, -37.56780, 56.65052)
(47.11870, -26.47866, 16.97956, 56.65331)
(22.45181, 28.20446, 43.71472, 56.66173)
(-0.91169, 17.01042, -54.04155, 56.66282)
(40.95198, 26.40060, 28.94184, 56.67174)
(38.30374, -40.14944, -11.51811, 56.67293)
(-37.00034, -41.01234, -12.68211, 56.67339)
(37.00034, -41.01234, 12.68211, 56.67339)
(5.25504, -34.25501, 44.84435, 56.67484)
(36.08865, -34.17695, 27.26086, 56.68871)
(34.78525, -40.14944, 19.79017, 56.68900)
(-50.24548, -20.50617, -16.40669, 56.69471)
(-50.24548, 20.50617, -16.40669, 56.69471)
(11.42176, 30.68119, -46.29519, 56.70129)
(-23.36349, -38.53561, -34.41446, 56.70274)
(22.45181, -40.14944, 33.15775, 56.70536)
(-31.74530, -34.25501, 32.16225, 56.70609)
(-0.91169, -17.16653, -54.04155, 56.70988)
(12.33345, 3.33964, 55.25272, 56.71093)
(-12.33345, 3.33964, -55.25272, 56.71094)
(44.47046, -35.11791, -2.36645, 56.71410)
(-50.24548, 23.84581, -11.12820, 56.71920)
(12.33345, -3.49576, 55.25272, 56.72034)
(-12.33345, -3.49576, -55.25272, 56.72034)
(-17.19677, -35.11791, -41.09825, 56.72797)
(-54.19711, -16.22558, 4.28298, 56.73571)
(44.47046, 19.56521, 29.30446, 56.73774)
(-2.21509, -24.86482, -50.95527, 56.74157)
(-56.41220, -0.07806, 6.11256, 56.74245)
(16.28508, -41.95330, 34.56306, 56.74406)
(32.13702, -41.95330, -20.66978, 56.74599)
(38.30374, -31.70021, -27.35357, 56.74767)
(-19.41186, -41.09040, -33.99018, 56.75010)
(-51.54887, -19.64327, -13.32041, 56.75013)
(-51.54887, 2.47674, 23.62899, 56.76046)
(-48.03039, 9.31213, -28.79324, 56.76869)
(-50.24548, -24.00192, -11.12820, 56.78501)
(-0.91169, 23.84581, 51.52814, 56.78559)
(11.42176, -30.83731, -46.29519, 56.78592)
(-41.86366, -14.61174, -35.47703, 56.78634)
(44.47046, 26.40060, -23.48039, 56.79737)
(-41.86366, 26.40060, 27.86479, 56.79793)
(47.11870, -31.70021, 1.14411, 56.80127)
(-2.21509, 7.69829, -56.23376, 56.80146)
(42.25537, -34.25501, -16.37232, 56.80647)
(-54.19711, -2.55480, -16.83096, 56.80788)
(-0.91169, 0.00000, 56.80663, 56.81394)
(-20.71526, 24.78677, -46.73936, 56.81614)
(-51.54887, 0.86290, -23.87738, 56.81690)
(-30.83362, 13.59272, -45.75832, 56.82691)
(30.83361, 13.59272, 45.75832, 56.82691)
(38.30374, 7.69829, 41.26673, 56.82766)
(22.45181, -18.02943, 48.99321, 56.82850)
(-14.54853, -12.80788, -53.42314, 56.83075)
(-31.74530, -3.41770, -47.01502, 56.83183)
(-31.74530, 3.41770, -47.01502, 56.83183)
(23.75520, -6.83539, 51.18541, 56.84170)
(23.75520, 6.83539, 51.18541, 56.84170)
(-23.36349, -33.31405, -39.69294, 56.84372)
(47.11870, 28.20446, -14.69135, 56.84627)
(-49.33379, 23.84581, -15.14999, 56.85039)
(-0.91169, -24.00192, 51.52814, 56.85133)
(19.80357, -16.22558, 50.76113, 56.85194)
(13.63684, -18.02943, 52.16644, 56.85386)
(-54.19711, 12.72982, -11.55248, 56.85802)
(11.42176, -13.67078, 53.99602, 56.85874)
(11.42176, 13.67078, 53.99602, 56.85874)
(38.30374, -26.47866, -32.63205, 56.86076)
(23.75520, -37.67271, 35.34996, 56.86090)
(30.83361, -13.74884, 45.75832, 56.86446)
(-30.83362, -13.74884, -45.75832, 56.86446)
(-7.07841, -37.59465, -42.07928, 56.86938)
(38.30374, -38.53561, -16.79660, 56.87086)
(-2.21509, 28.20446, 49.33595, 56.87208)
(-51.54887, -4.35866, 23.62899, 56.87366)
(-37.91203, 23.84581, -35.05275, 56.87389)
(-23.36349, -12.80788, -50.24992, 56.87661)
(25.97029, -11.19404, 49.35583, 56.88375)
(-50.24548, 17.01042, 20.54271, 56.88554)
(32.13702, 19.56521, 42.67204, 56.89014)
(40.95198, 31.62215, 23.66335, 56.89446)
(47.11870, -24.86482, -19.96983, 56.89662)
(-50.24548, -6.83539, 25.82119, 56.90399)
(-50.24548, 6.83539, 25.82119, 56.90399)
(40.95198, -0.94096, 39.49881, 56.90436)
(-8.38181, 12.72982, -54.82845, 56.90749)
(43.16706, 20.42811, -30.95107, 56.90933)
(-54.19711, 4.28060, -16.83096, 56.91161)
(-49.33379, -24.00192, -15.14999, 56.91605)
(48.42210, 3.33964, 29.72874, 56.91793)
(-55.50051, -10.25308, 7.36926, 56.91870)
(-55.50051, 10.25309, 7.36926, 56.91870)
(7.47012, -41.95330, 37.73629, 56.92020)
(-54.19711, -16.22558, -6.27399, 56.92064)
(-55.50051, -0.07806, 12.64774, 56.92344)
(23.75520, 23.84581, 45.90693, 56.92432)
(48.42210, -3.49576, 29.72874, 56.92730)
(34.78525, -33.31405, 30.34714, 56.92793)
(32.13702, -35.11791, -31.22675, 56.93123)
(-50.24548, -17.16653, 20.54271, 56.93242)
(-20.71526, -41.95330, 32.43792, 56.93347)
(-11.03005, 29.81829, 47.23069, 56.93444)
(-37.91203, -24.00192, -35.05275, 56.93953)
(-54.19711, -14.61174, 9.56146, 56.94077)
(18.50017, 27.26350, -46.44379, 56.94366)
(47.11870, -19.64327, -25.24831, 56.95180)
(47.11870, 22.98291, 22.25805, 56.95443)
(19.80357, -29.89635, -44.25159, 56.95767)
(43.16706, -20.58423, -30.95107, 56.96556)
(-48.03039, -19.64327, -23.51475, 56.97122)
(-54.19711, -9.39019, 14.83995, 56.97128)
(47.11870, 29.81829, 11.70108, 56.97559)
(-30.83362, -41.09040, -24.64438, 56.97788)
(30.83361, -41.09040, 24.64438, 56.97788)
(-41.86366, -36.73175, 12.02934, 56.97800)
(22.45181, -38.53561, -35.46255, 56.97955)
(-56.41220, 6.75733, -4.44441, 56.98904)
(23.75520, -24.00192, 45.90693, 56.98989)
(7.47012, 17.95138, 53.57174, 56.99110)
(40.95198, -35.11791, 18.38487, 56.99417)
(-2.21509, 16.14752, 54.61443, 56.99460)
(10.11836, 28.20446, -48.48740, 56.99913)
(-13.24514, -37.67271, -40.67397, 57.00034)
(17.58848, -34.25501, 42.03374, 57.00523)
(-56.41220, -6.91345, -4.44441, 57.00776)
(-51.54887, 22.98291, -8.04192, 57.01029)
(-37.91203, -13.67078, -40.33124, 57.01597)
(-37.91203, 13.67078, -40.33124, 57.01597)
(18.50017, -27.41962, -46.44379, 57.01857)
(-50.24548, 0.00000, -26.96366, 57.02321)
(12.33345, 23.84581, -50.31697, 57.03099)
(-24.66689, -20.50617, -47.16363, 57.03829)
(-24.66689, 20.50617, -47.16363, 57.03829)
(24.66689, -20.50617, 47.16363, 57.03829)
(24.66689, 20.50617, 47.16363, 57.03829)
(18.50017, -3.41770, 53.84741, 57.03929)
(18.50017, 3.41770, 53.84741, 57.03929)
(-18.50017, -3.41770, -53.84742, 57.03930)
(-18.50017, 3.41770, -53.84742, 57.03930)
(42.25537, 27.26350, -26.92929, 57.04386)
(-48.03039, 29.81829, -7.67930, 57.05279)
(7.47012, -36.73175, 43.01477, 57.05519)
(-44.07875, -30.75925, 19.13740, 57.05531)
(-44.07875, 30.75925, 19.13740, 57.05531)
(16.28508, 31.62215, -44.61421, 57.05780)
(-45.38215, -16.22558, -30.56116, 57.06833)
(32.13702, -41.95330, 21.55810, 57.07555)
(-48.03039, -24.86482, -18.23627, 57.07661)
(-26.88198, -31.70021, 39.12171, 57.07936)
(-29.53022, -0.94096, -48.84460, 57.08515)
(-37.00034, -27.34156, -33.79605, 57.08554)
(-37.00034, 27.34156, -33.79605, 57.08554)
(37.00034, -27.34156, 33.79605, 57.08554)
(37.00034, 27.34156, 33.79605, 57.08554)
(32.13702, -29.89635, -36.50523, 57.08951)
(-7.07841, -37.59465, 42.37648, 57.08965)
(30.83361, -37.59465, 29.92287, 57.09157)
(-30.83362, -37.59465, -29.92287, 57.09157)
(-29.53022, -41.95330, 25.05418, 57.09488)
(6.16672, -3.41770, 56.65802, 57.09501)
(6.16672, 3.41770, 56.65802, 57.09501)
(-6.16672, -3.41770, -56.65803, 57.09502)
(-6.16672, 3.41770, -56.65803, 57.09502)
(17.58848, 13.59272, 52.59071, 57.09553)
(12.33345, -24.00192, -50.31697, 57.09644)
(19.80357, -28.28252, 45.48265, 57.10301)
(-48.03039, -11.19404, -28.79324, 57.10758)
(44.47046, -9.39019, 34.58295, 57.11197)
(42.25537, -27.41962, -26.92929, 57.11864)
(-41.86366, 31.62215, 22.58631, 57.11977)
(-25.57858, 27.34156, -43.14185, 57.12305)
(-25.57858, -27.34156, -43.14185, 57.12306)
(-51.54887, -5.97249, -23.87738, 57.12343)
(36.08865, 10.17503, 43.09631, 57.12455)
(36.08865, -41.01234, 16.70389, 57.12637)
(-8.38181, -35.11791, -44.27148, 57.12693)
(-51.54887, 16.14752, -18.59889, 57.13097)
(17.58848, -13.74884, 52.59071, 57.13290)
(-56.41220, 6.75733, 6.11256, 57.14334)
(36.08865, -10.33114, 43.09631, 57.15256)
(1.30340, 28.20446, 49.69856, 57.15888)
(-56.41220, -6.91345, 6.11256, 57.16201)
(34.78525, -19.64327, 40.90411, 57.17533)
(-55.50051, 13.59272, 2.09078, 57.17902)
(-48.03039, 28.20446, -12.95778, 57.18666)
(29.92193, -34.25501, -34.67565, 57.19378)
(-49.33379, -20.50617, -20.42847, 57.19832)
(-49.33379, 20.50617, -20.42847, 57.19832)
(40.95198, 5.89443, 39.49881, 57.20109)
(-55.50051, -13.74884, 2.09078, 57.21633)
(22.45181, -33.31405, -40.74104, 57.21662)
(-37.91203, -41.01234, 12.45361, 57.22260)
(-0.91169, -6.83539, 56.80663, 57.22365)
