6121-Centrize
(x,y,z,r)
(-21.42024, -4.54895, -46.83164, 51.69838)
(-36.35974, -36.72525, 1.44514, 51.69975)
(-45.07122, -7.04032, 24.33094, 51.70083)
(-36.35974, -9.50864, -35.50425, 51.70103)
(47.42963, -15.26971, 13.80834, 51.70497)
(41.26290, 22.32493, -21.73575, 51.70563)
(-4.61296, -10.08726, 50.50292, 51.70665)
(-48.69319, 4.28709, -16.85819, 51.70691)
(-49.06196, 6.16279, -15.11924, 51.70732)
(28.90738, -9.94508, 41.70392, 51.70839)
(-48.69319, -16.21908, -6.30122, 51.70871)
(-11.69285, -43.56064, -25.29002, 51.70916)
(10.40721, -32.87112, -38.53592, 51.70916)
(-51.26003, -6.52739, 1.90955, 51.70922)
(28.90738, -22.61803, 36.42544, 51.71097)
(48.61179, -16.78047, -5.42011, 51.71139)
(-51.23795, 5.23646, 4.62231, 51.71183)
(-6.88872, -6.52739, -50.83570, 51.71392)
(-21.78901, 24.79326, -39.81432, 51.71698)
(-14.23761, 23.71894, 43.69684, 51.71761)
(-28.86877, -10.08726, -41.70839, 51.71797)
(46.04495, 14.41522, 18.62622, 51.71917)
(-4.20188, -29.31125, 42.40463, 51.71999)
(-27.95573, -33.43251, -27.85194, 51.72027)
(-27.95573, 28.21095, -33.13052, 51.72052)
(42.42299, -22.10510, 19.66487, 51.72091)
(31.10545, -28.47282, 29.95361, 51.72494)
(42.42299, 10.04816, -27.84150, 51.72837)
(38.96506, -34.01112, 0.89651, 51.72848)
(-19.22217, 0.30800, -48.02509, 51.73003)
(46.41372, -10.92569, -20.06223, 51.73101)
(31.47422, 21.25061, -35.12715, 51.73134)
(23.94489, 17.39648, 42.42899, 51.73214)
(-42.52646, -6.09095, -28.82046, 51.73218)
(-9.08679, -11.38434, -49.64225, 51.73515)
(-6.91080, -17.29340, -48.26997, 51.73790)
(41.24083, 31.06726, -3.33457, 51.74069)
(50.88743, 8.28340, -4.37278, 51.74231)
(31.47422, 28.21095, -29.84867, 51.74386)
(6.80732, -12.80139, 49.67134, 51.74415)
(23.94489, -43.12420, -15.63434, 51.74444)
(-13.05545, -23.61586, -44.15191, 51.74500)
(46.04495, 0.74444, -23.60166, 51.74678)
(-42.52646, -26.47217, -12.98501, 51.74829)
(41.26290, 29.16032, -11.17878, 51.74859)
(-8.09296, -9.94508, 50.13575, 51.74934)
(-43.91114, -24.12879, 12.94671, 51.74944)
(17.75609, -37.79957, 30.56457, 51.75209)
(-33.75368, 6.16279, -38.74265, 51.75214)
(31.47422, -40.14295, -8.73473, 51.75305)
(-48.69319, -9.38369, 14.81272, 51.75420)
(35.07410, -32.87112, 19.18468, 51.75669)
(-15.25351, -10.92569, -48.23705, 51.75764)
(-5.89489, 2.74509, -51.34880, 51.75891)
(22.74065, -27.03356, 37.83074, 51.76017)
(1.55364, 27.50739, 43.81905, 51.76079)
(-21.78901, -36.72525, -29.25735, 51.76386)
(-31.55561, 28.64739, -29.37902, 51.76444)
(-47.78014, 8.28340, 18.11210, 51.76490)
(-14.23761, 18.90724, -46.03740, 51.76519)
(-16.94640, -23.75804, 42.75656, 51.76628)
(-43.88906, 8.14122, 26.21644, 51.76708)
(36.25626, 1.81876, 36.90562, 51.76727)
(49.97438, 11.12248, -7.67216, 51.76882)
(-18.22834, 30.08665, -37.98122, 51.76922)
(12.60528, -4.54895, 50.00498, 51.76953)
(-37.74442, 29.16032, -20.12951, 51.77028)
(41.24083, -30.45125, 7.22240, 51.77111)
(-38.90450, 23.71894, -24.58073, 51.77220)
(-4.61296, 10.41891, 50.50292, 51.77237)
(43.43889, -17.76108, 21.86452, 51.77307)
(42.42299, -24.12879, -17.28453, 51.77512)
(26.63161, -40.84651, -17.40682, 51.77526)
(-41.61330, 17.25430, -25.52101, 51.77547)
(46.04495, -19.76173, -13.04469, 51.77670)
(-12.06162, -0.67260, 50.34772, 51.77671)
(45.13190, 25.37187, -0.50872, 51.77721)
(-51.26003, 1.30583, 7.18804, 51.77802)
(47.40755, 20.81417, 0.53861, 51.77833)
(-33.75368, -31.89051, -22.90709, 51.77887)
(-20.42641, 4.72353, -47.34485, 51.77919)
(5.44473, 21.81200, 46.64491, 51.77988)
(-10.36873, -40.84651, -30.08893, 51.78119)
(-49.06196, -0.67260, 16.55167, 51.78307)
(-28.86877, 10.41891, -41.70839, 51.78368)
(15.21133, -16.21908, 46.76658, 51.78374)
(38.55399, -20.34034, -27.95460, 51.78416)
(44.72083, -10.08726, -24.08134, 51.78433)
(16.57393, -29.45342, 39.23605, 51.78481)
(-36.35974, -16.21908, 33.11605, 51.78573)
(21.37806, -12.92634, 45.36138, 51.78577)
(8.13157, -10.08726, -50.14022, 51.78723)
(-51.26003, 7.14339, 1.90955, 51.79058)
(-47.78014, -6.66956, -18.83730, 51.79062)
(49.97438, 4.16214, -12.95064, 51.79268)
(-32.73778, -34.38188, -20.70755, 51.79457)
(50.88743, 0.16583, -9.65126, 51.79484)
(-6.88872, 7.14339, -50.83570, 51.79528)
(35.09618, 5.23646, 37.73289, 51.79704)
(-37.72234, -3.10969, 35.36810, 51.80297)
(20.46501, 4.86570, 47.34039, 51.80351)
(38.96506, 27.50739, -20.21743, 51.80421)
(46.04495, -19.63678, 13.34763, 51.80637)
(4.24049, -29.45342, -42.40910, 51.80751)
(-41.61330, -1.96969, -30.79949, 51.80883)
(26.22054, -32.72894, -30.42247, 51.80952)
(42.42299, -10.45801, -27.84150, 51.80954)
(5.42265, -15.26971, 49.21063, 51.80980)
(3.24666, -21.17877, -47.17448, 51.81229)
(49.97438, -2.54830, 13.44178, 51.81327)
(-41.61330, -29.31125, -9.68555, 51.81337)
(-39.92041, -31.43186, 10.16901, 51.81708)
(49.97438, 10.99753, 8.16330, 51.81722)
(-22.70218, -27.17573, -37.83529, 51.82102)
(0.64060, -16.21908, -49.21457, 51.82222)
(44.72083, 11.70109, 23.42503, 51.82278)
(6.80732, -33.30756, 39.11437, 51.82342)
(-41.20222, -30.59343, -7.22687, 51.82479)
(-9.08679, 6.16279, 50.64885, 51.82524)
(15.21133, 24.66831, -42.96756, 51.82780)
(-39.92041, 19.37491, -26.78028, 51.82865)
(7.72049, -29.31125, -42.04193, 51.82933)
(-42.89523, -28.47282, -5.96758, 51.82967)
(28.90738, 10.56109, 41.70392, 51.83039)
(26.63161, -32.72894, 30.09954, 51.83058)
(33.71150, -33.43251, -20.79105, 51.83113)
(-5.89489, -31.43186, -40.79183, 51.83324)
(-47.78014, 7.00122, -18.83730, 51.83438)
(-41.61330, -30.59343, -4.40707, 51.83673)
(-45.07122, -25.52280, -2.06148, 51.83703)
(43.43889, -7.96665, 27.14300, 51.83770)
(2.87789, 24.79326, -45.43554, 51.83991)
(9.41338, 30.08665, 41.15445, 51.84117)
(0.64060, -43.56064, -28.10063, 51.84192)
(-37.72234, 3.72570, 35.36810, 51.84360)
(49.60561, -14.34338, 4.62376, 51.84427)
(37.27217, 26.66896, -24.23654, 51.84455)
(-51.23795, 5.23646, -5.93466, 51.84562)
(-19.24425, 18.90724, 44.27488, 51.84679)
(-5.89489, -4.09030, -51.34880, 51.84766)
(30.11162, -33.86895, 25.18823, 51.84845)
(-38.92657, 27.64956, 20.21288, 51.84917)
(49.60561, -11.38434, 9.90224, 51.84954)
(44.72083, 10.41891, -24.08134, 51.84995)
(8.13157, 10.41891, -50.14022, 51.85285)
(-31.57769, 18.90724, 36.52853, 51.85526)
(-45.07122, 22.32493, -12.61845, 51.85598)
(-13.05545, -37.28664, -33.59494, 51.85902)
(33.71150, -12.80139, 37.27218, 51.86093)
(-26.59313, -27.03356, -35.38258, 51.86458)
(38.55399, -34.01112, -6.84066, 51.86483)
(-48.69319, 17.83292, -1.02273, 51.86604)
(-15.25351, 16.41587, 46.77567, 51.86631)
(23.94489, -43.12420, 16.03656, 51.86739)
(30.08954, -35.77589, 22.47547, 51.86946)
(-20.40433, 15.48954, 45.10215, 51.86971)
(34.08027, 30.08665, 24.97626, 51.86989)
(-35.44669, -5.38738, -37.48336, 51.86998)
(-8.09296, 10.56109, 50.13575, 51.87125)
(-43.88906, 27.64956, -0.17599, 51.87272)
(-27.95573, 0.86939, -43.68749, 51.87365)
(-4.61296, -42.98203, -28.67435, 51.87439)
(-21.42024, -38.72590, 27.06714, 51.87632)
(-50.07786, 13.46586, -1.48344, 51.87795)
(11.61145, -2.11186, 50.51808, 51.87834)
(-37.72234, 31.06726, -17.41675, 51.87959)
(49.60561, -0.67260, 15.18073, 51.88086)
(-39.92041, -10.92569, 31.28295, 51.88095)
(42.44506, -26.03573, -14.57177, 51.88236)
(41.26290, -5.01663, 31.04910, 51.88295)
(-30.19302, 0.74444, -42.18804, 51.88452)
(6.43855, 2.74509, 51.41029, 51.88456)
(-49.06196, -7.50799, -15.11924, 51.88485)
(48.61179, 17.39648, 5.13686, 51.88575)
(4.26256, -25.52280, -44.97483, 51.88755)
(46.04495, 0.86939, 23.90460, 51.88760)
(3.24666, 19.83357, 47.83824, 51.88842)
(-17.85957, 28.21095, -39.72017, 51.88944)
(-9.08679, -41.68494, 29.53491, 51.88945)
(11.58937, -39.19358, 31.96987, 51.88953)
(10.40721, 21.81200, 45.91984, 51.89128)
(21.37806, -26.59712, -39.09438, 51.89218)
(-21.42024, 19.83357, 42.90249, 51.89240)
(35.07410, -33.86895, -17.76472, 51.89300)
(41.26290, -27.54648, 15.21364, 51.89307)
(47.42963, 16.88355, -12.58409, 51.89396)
(-8.07088, 29.16032, -42.16422, 51.89687)
(34.08027, 16.41587, 35.53323, 51.89949)
(-13.05545, -8.94725, -49.43040, 51.90243)
(-26.59313, -32.87112, -30.10409, 51.90339)
(-50.07786, -11.85202, -6.76193, 51.90363)
(28.90738, -37.28664, -21.63790, 51.90500)
(-14.23761, -24.12879, 43.69684, 51.90686)
(48.58971, -0.20493, 18.25956, 51.90774)
(-36.35974, -36.85020, -3.83334, 51.91014)
(40.24699, 22.79261, 23.57107, 51.91261)
(48.61179, 17.39648, -5.42011, 51.91455)
(38.55399, 20.67200, -27.95460, 51.91532)
(36.27834, -36.28881, -7.88799, 51.91547)
(22.76273, 30.55433, 35.26501, 51.91657)
(-29.27985, -36.14664, -23.05313, 51.91662)
(-47.78014, 15.11879, -13.55881, 51.91687)
(-16.94640, 24.08969, 42.75656, 51.91933)
(-42.52646, -26.59712, 13.40742, 51.91980)
(-18.22834, 2.74509, -48.53819, 51.92074)
(-19.22217, -40.70434, 25.87370, 51.92093)
(14.29816, -39.56433, -30.43166, 51.92167)
(46.41372, 23.25126, 1.05171, 51.92264)
(-46.45590, -23.05447, -2.52219, 51.92322)
(-12.06162, 22.79261, 45.06923, 51.92515)
(50.88743, 8.28340, 6.18419, 51.92677)
(49.97438, 4.28709, 13.44178, 51.92783)
(-42.52646, 7.57983, -28.82046, 51.92854)
(-33.75368, -7.50799, -38.74265, 51.92951)
(-50.07786, 6.63047, -12.04041, 51.93002)
(-27.58696, -42.14360, 12.63699, 51.93089)
(25.30749, -43.56064, -12.60791, 51.93224)
(-46.08713, 9.12183, 22.13140, 51.93293)
(44.72083, 18.53649, -18.80285, 51.93362)
(22.76273, -35.77589, 29.98652, 51.93504)
(18.77200, -21.63743, 43.32119, 51.93546)
(27.54478, -2.54830, 43.95597, 51.93589)
(-0.72200, -29.45342, 42.77172, 51.93694)
(38.55399, 28.78957, 19.55177, 51.93766)
(39.87823, 24.79326, -22.19646, 51.93901)
(-43.88906, 8.14122, -26.56841, 51.94622)
(6.43855, -31.43186, 40.85332, 51.94622)
(13.88709, -19.05816, 46.28693, 51.94751)
(-10.36873, 21.95418, -45.92439, 51.94753)
(25.30749, -23.17942, -39.00033, 51.94979)
(-42.52646, -5.96600, 29.24287, 51.95420)
(26.63161, -27.17573, 35.37803, 51.95544)
(0.64060, -9.50864, 51.07664, 51.95814)
(-35.03562, -34.01112, 17.76017, 51.95840)
(3.24666, 29.62800, 42.55986, 51.95864)
(-38.90450, -24.12879, -24.58073, 51.96124)
(15.58010, 29.62800, 39.74925, 51.96692)
(26.22054, -27.17573, -35.70095, 51.96725)
(-30.19302, 28.08600, -31.63107, 51.97082)
(2.87789, 10.99753, -50.71392, 51.97239)
(6.43855, -4.09030, 51.41029, 51.97310)
(-34.12245, -23.17942, 31.61670, 51.97348)
(-39.92041, -31.43186, -10.94493, 51.97492)
(17.75609, -15.26971, 46.40002, 51.97504)
(48.61179, 18.39431, -0.14162, 51.97573)
(49.60561, -14.34338, -5.93321, 51.97742)
(31.47422, 14.41522, 38.77164, 51.97754)
(43.43889, 12.53952, -25.64184, 51.97770)
(36.25626, -5.01663, 36.90562, 51.97796)
(-16.53533, -42.98203, 24.10131, 51.97831)
(-38.90450, 25.74262, 22.92564, 51.97911)
(-47.78014, -20.34034, 2.27665, 51.97937)
(-40.28918, 21.25061, -25.04133, 51.97956)
(-27.95573, -40.26790, -17.29497, 51.98214)
(-9.45556, 17.83292, -47.90331, 51.98218)
(-28.86877, -37.42882, 21.63343, 51.98392)
(-50.07786, -7.04032, -12.04041, 51.98394)
(40.24699, -31.89051, -8.09985, 51.98493)
(22.74065, 21.81200, -41.34653, 51.98496)
(-51.26003, 0.30800, -8.64742, 51.98522)
(-50.07786, -13.87571, -1.48344, 51.98584)
(0.27183, -21.17877, -47.47562, 51.98605)
(20.05394, -16.92265, 44.88170, 51.98946)
(-46.45590, -23.17942, 2.75640, 51.99071)
(-47.78014, -19.05816, 7.55513, 51.99265)
(-30.56179, 16.41587, 38.72818, 51.99400)
(-28.86877, -42.98203, -4.75900, 51.99527)
(-36.35974, 10.99753, -35.50425, 51.99546)
(-22.70218, 27.50739, -37.83529, 51.99571)
(-14.25968, 28.64739, 40.98409, 51.99718)
(-10.77980, -34.01112, -37.82610, 51.99783)
(11.58937, -34.38188, 37.24836, 51.99873)
(-41.61330, 4.86570, -30.79949, 51.99952)
(-8.07088, 29.16032, 42.29154, 52.00037)
(12.60528, 22.79261, -45.00774, 52.00089)
(-9.08679, -7.50799, 50.64885, 52.00236)
(-10.77980, -20.34034, 46.62966, 52.00249)
(38.55399, -32.72894, -12.11914, 52.00449)
(-30.56179, -35.30821, 22.89272, 52.00739)
(-1.92624, -6.52739, -51.56077, 52.00798)
(41.24083, 25.22970, -19.17002, 52.00801)
(18.77200, 30.08665, 38.04271, 52.00810)
(-18.22834, -4.09030, -48.53819, 52.00921)
(-51.26003, 8.14122, -3.36893, 52.01172)
(-41.61330, -30.59343, 6.14990, 52.01390)
(-36.35974, 24.66831, 27.83757, 52.01429)
(-25.38889, -36.28881, 27.27900, 52.01555)
(-24.02629, -36.85020, -27.75789, 52.01635)
(-14.25968, -39.70651, 30.42712, 52.01687)
(47.40755, 14.97661, -15.29684, 52.01699)
(-38.90450, -8.43432, 33.48260, 52.01714)
(42.44506, 27.64956, 11.82065, 52.01740)
(-17.85957, -19.63678, 44.73559, 52.01769)
(43.80766, -6.09095, -27.38079, 52.01845)
(-30.19302, 28.08600, 31.71075, 52.01936)
(45.13190, -15.64047, 20.60522, 52.02008)
(-2.92007, 9.58048, -51.04767, 52.02093)
(-41.20222, 30.92508, -7.22687, 52.02126)
(-47.36907, 15.11879, 15.29230, 52.02173)
(37.64094, 24.79326, -25.97549, 52.02184)
(1.96472, -6.66956, 51.55621, 52.02294)
(-40.28918, -12.80139, -30.31992, 52.02298)
(-22.70218, 21.95418, 41.34198, 52.02436)
(-5.52612, -19.76173, -47.80926, 52.02681)
(42.42299, 16.88355, 24.94335, 52.02821)
(47.42963, -17.29340, -12.58409, 52.02874)
(-13.05545, 24.23187, -44.15191, 52.02902)
(-32.73778, 15.48954, 37.35579, 52.03021)
(-45.09330, -15.78264, -20.60969, 52.03131)
(-35.44669, -20.34034, -32.20487, 52.03222)
(-40.28918, 28.08600, 17.18655, 52.03286)
(-41.61330, 30.92508, -4.40707, 52.03316)
(-0.74408, -25.52280, 45.33746, 52.03318)
(-0.74408, 27.13663, -44.39679, 52.03869)
(-25.41097, -39.19358, -22.94011, 52.03944)
(-34.12245, -23.17942, -31.72512, 52.03951)
(-0.74408, 15.48954, -49.67528, 52.03953)
(48.61179, -9.94508, 15.69383, 52.04139)
(-27.95573, 21.25061, -38.40891, 52.04186)
(0.27183, -21.17877, 47.53711, 52.04221)
(16.59601, -32.35819, -37.22847, 52.04266)
(-29.27985, -42.98203, -1.93919, 52.04349)
(-30.56179, -38.26725, 17.61424, 52.04485)
(-41.20222, 25.37187, 19.16555, 52.04492)
(-26.57105, 23.71894, -37.94830, 52.04501)
(39.87823, -30.01481, 14.75304, 52.04627)
(19.14077, -40.14295, -27.03806, 52.04692)
(-45.07122, -11.85202, -23.17542, 52.04792)
(11.61145, 4.72353, 50.51808, 52.05011)
(27.54478, 4.28709, 43.95597, 52.05018)
(21.74683, -38.26725, 27.78687, 52.05206)
(43.80766, -19.63678, 20.12557, 52.05529)
(-51.26003, -5.52956, 7.18804, 52.05606)
(41.26290, 27.13663, -16.45727, 52.05637)
(-31.55561, -40.70434, 7.57037, 52.05680)
(21.37806, -33.30756, -33.81599, 52.05704)
(-4.61296, 25.37187, 45.22443, 52.06017)
(-5.52612, 21.25061, 47.20347, 52.06048)
(42.44506, -20.19817, 22.37762, 52.06061)
(-27.58696, -28.47282, 33.75094, 52.06599)
(1.96472, 7.00122, 51.55621, 52.06650)
(22.76273, -42.61127, 19.42956, 52.07082)
(43.80766, -26.47217, 9.56860, 52.07154)
(-47.36907, -6.66956, 20.57078, 52.07177)
(-30.56179, 23.25126, -35.17061, 52.07318)
(-48.69319, 17.95787, 4.25575, 52.07325)
(37.64094, 17.83292, -31.25397, 52.07364)
(44.72083, 25.37187, -8.24588, 52.07379)
(31.47422, -33.43251, -24.57018, 52.07737)
(17.77817, -33.86895, -35.34298, 52.07970)
(0.64060, 24.79326, 45.79816, 52.08251)
(-25.38889, 25.22970, 37.83598, 52.08353)
(22.74065, 27.64956, 37.83074, 52.08455)
(9.41338, -21.63743, 46.43304, 52.08472)
(-47.36907, 0.16583, -21.65710, 52.08537)
(-23.11325, 15.11879, 44.16179, 52.08708)
(-32.75985, -9.94508, -39.25575, 52.08768)
(-41.20222, -29.31125, -12.50536, 52.08797)
(-39.92041, 9.58048, -32.05886, 52.08834)
(36.27834, -37.28664, -2.60950, 52.08859)
(-1.92624, 7.14339, -51.56077, 52.08888)
(-30.56179, -42.14360, 1.77879, 52.08905)
(17.77817, 21.81200, 43.83430, 52.08908)
(-45.09330, -3.10969, -25.88818, 52.08909)
(14.29816, 28.78957, -40.98863, 52.08978)
(47.40755, -6.52739, -20.57533, 52.09056)
(48.58971, 1.81876, -18.68983, 52.09201)
(37.64094, -16.34403, 32.08784, 52.09220)
(33.71150, -33.43251, 21.43683, 52.09353)
(-12.06162, -31.89051, -39.38653, 52.09401)
(25.30749, -2.67325, 45.45543, 52.09425)
(-13.05545, -36.28881, 35.02536, 52.09701)
(-48.69319, 11.12248, 14.81272, 52.09753)
(-31.55561, -13.36278, 39.24128, 52.09797)
(-8.09296, 25.22970, 44.85727, 52.09806)
(20.05394, 17.25430, 44.88170, 52.09835)
(46.04495, -6.09095, -23.60166, 52.09871)
(47.42963, 12.07185, -17.86257, 52.09962)
(-40.28918, 0.86939, 33.02190, 52.10009)
(-28.86877, -42.98203, 5.79797, 52.10064)
(-40.28918, -26.47217, -19.76295, 52.10151)
(-8.09296, 11.55892, -50.15546, 52.10254)
(47.42963, 10.04816, 19.08682, 52.10415)
(-47.78014, 20.67200, 2.27665, 52.11004)
(-30.19302, -33.30756, -26.35259, 52.11018)
(16.57393, -43.12420, -24.10577, 52.11027)
(-37.74442, -18.68741, -30.68647, 52.11065)
(-30.56179, -31.43186, 28.17121, 52.11143)
(42.42299, -1.59894, 30.22183, 52.11166)
(49.60561, 15.95722, -0.65473, 52.11313)
(-33.75368, -38.72590, 8.76382, 52.11345)
(43.80766, 28.21095, -0.98837, 52.11474)
(2.87789, -43.56064, 28.46325, 52.11496)
(-47.36907, 7.00122, 20.57078, 52.11528)
(49.60561, -11.38434, -11.21169, 52.11547)
(48.58971, -18.68741, 2.42411, 52.11579)
(-0.72200, -37.28664, -36.40555, 52.11697)
(-18.22834, 26.21030, 41.19605, 52.11878)
(47.40755, 0.30800, 21.65255, 52.11913)
(-13.07752, -18.68741, -46.86466, 52.12041)
(-32.73778, -34.38188, 21.52033, 52.12486)
(-50.07786, 1.81876, 14.35201, 52.12562)
(48.61179, -9.94508, -15.97708, 52.12751)
(45.13190, -3.25187, 25.88371, 52.12897)
(-45.09330, 3.72570, -25.88818, 52.12949)
(26.63161, 27.50739, 35.37803, 52.12968)
(9.04461, 28.21095, 42.89340, 52.12971)
(-6.88872, 14.97661, 49.45551, 52.13062)
(7.72049, -29.31125, 42.41383, 52.13145)
(-51.23795, -8.43432, 4.62231, 52.13282)
(-10.77980, 20.67200, 46.62966, 52.13311)
(28.90738, -43.12420, 4.75453, 52.13386)
(-41.20222, 11.70109, 29.72252, 52.13412)
(41.24083, 11.55892, -29.72699, 52.13548)
(43.43889, -28.47282, -4.52791, 52.13579)
(41.24083, 31.06726, 7.22240, 52.13581)
(32.79846, -10.08726, 39.25128, 52.13593)
(8.13157, 11.70109, 50.15099, 52.13598)
(-37.74442, -0.20493, -35.96496, 52.13599)
(-12.06162, 6.16279, 50.34772, 52.13785)
(36.27834, -23.61586, 29.06141, 52.13821)
(-19.22217, -6.52739, -48.02509, 52.13931)
(-33.75368, -28.01416, -28.18569, 52.13960)
(26.22054, 27.50739, -35.70095, 52.14145)
(22.76273, 10.04816, 45.82198, 52.14175)
(15.58010, -21.17877, 45.02763, 52.14180)
(-49.06196, 6.16279, 16.55167, 52.14416)
(42.44506, -12.36495, 27.65611, 52.14725)
(-35.03562, -19.05816, 33.59563, 52.14762)
(-21.42024, -34.84956, 32.34552, 52.14931)
(-30.19302, -33.30756, 26.43226, 52.15051)
(45.13190, 3.58352, 25.88371, 52.15071)
(-42.89523, -14.80204, 25.70333, 52.15134)
(-41.61330, -22.47585, 21.98536, 52.15541)
(42.42299, -28.94049, 9.10789, 52.15569)
(-26.57105, 12.07185, -43.22679, 52.15655)
(22.76273, -30.96418, 35.26501, 52.15883)
(48.61179, -15.78264, 10.41534, 52.16011)
(13.88709, -32.72894, -38.16883, 52.16220)
(48.61179, 10.56109, 15.69383, 52.16262)
(42.42299, -17.29340, 24.94335, 52.16265)
(50.88743, 0.16583, 11.46268, 52.16274)
(-35.44669, 20.67200, -32.20487, 52.16276)
(-41.61330, -29.31125, 11.42839, 52.16727)
(47.40755, 7.14339, -20.57533, 52.17133)
(18.77200, 2.74509, 48.59968, 52.17137)
(-19.24425, 16.88355, -45.45936, 52.17230)
(-21.78901, -43.56064, -18.70038, 52.17274)
(28.92946, -41.21727, -13.64666, 52.17286)
(-13.05545, -30.45125, 40.30385, 52.17397)
(48.58971, 13.46586, -13.41135, 52.17426)
(8.13157, 25.37187, -44.86173, 52.17690)
(21.37806, 14.41522, 45.36138, 52.17734)
(-19.24425, -42.61127, 23.16094, 52.17750)
(30.08954, -42.61127, 1.36154, 52.18194)
(-42.52646, 7.70478, 29.24287, 52.18246)
(-12.06162, 9.12183, -49.94350, 52.18279)
(47.42963, -10.45801, 19.08682, 52.18473)
(-46.45590, -2.54830, -23.63613, 52.18535)
(-26.59313, 27.64956, -35.38258, 52.18831)
(-38.90450, -28.94049, -19.30224, 52.18897)
(-31.55561, -33.86895, -24.10054, 52.18906)
(25.30749, 4.16214, 45.45543, 52.19184)
(-36.72851, -28.01416, 24.29803, 52.19359)
(-36.35974, -29.88986, 22.55908, 52.19527)
(34.08027, -21.63743, -33.08697, 52.19569)
(6.80732, -26.59712, 44.39285, 52.19647)
(-50.05579, -8.94725, 11.78629, 52.19724)
(41.24083, -29.45342, 12.50089, 52.19753)
(4.26256, 13.46586, -50.25332, 52.20052)
(-16.94640, -37.42882, 32.19959, 52.20068)
(32.79846, 10.41891, 39.25128, 52.20111)
(27.54478, -36.85020, -24.66423, 52.20131)
(6.80732, 14.54017, 49.67134, 52.20152)
(21.74683, -31.43186, -35.55495, 52.20192)
(35.09618, -28.94049, -25.60893, 52.20260)
(-29.27985, -15.64047, 40.28869, 52.20261)
(-36.35974, -36.85020, 6.72363, 52.20321)
(26.63161, -19.05816, 40.65651, 52.20544)
(-27.95573, -5.96600, -43.68749, 52.20836)
(-32.75985, 10.56109, -39.25575, 52.20880)
(5.44473, 0.30800, 51.92339, 52.20898)
(-41.61330, 30.92508, 6.14990, 52.20966)
(19.14077, -12.80139, 46.86073, 52.21276)
(-50.05579, 11.55892, -9.32766, 52.21298)
(43.80766, 7.57983, -27.38079, 52.21372)
(43.80766, 28.08600, 4.29012, 52.21436)
(35.09618, -8.43432, 37.73289, 52.21734)
(48.61179, -15.78264, -10.69860, 52.21741)
(-51.23795, 10.04816, -0.65618, 52.21804)
(-19.22217, 7.14339, -48.02509, 52.22000)
(36.25626, 20.30124, 31.62714, 52.22004)
(-25.41097, -11.85202, -44.05405, 52.22018)
(26.22054, -12.22277, 43.47632, 52.22167)
(46.04495, -5.96600, 23.90460, 52.22222)
(50.88743, -6.66956, -9.65126, 52.22223)
(22.76273, -10.45801, 45.82198, 52.22227)
(-30.56179, 12.53952, -40.44909, 52.22443)
(9.04461, 21.25061, -46.84074, 52.22498)
(-36.72851, -31.89051, 19.01954, 52.22768)
(-25.38889, -43.12420, -14.94887, 52.22798)
(35.07410, -19.20034, -33.60017, 52.22851)
(40.24699, 15.95722, -29.21379, 52.22929)
(11.61145, -37.28664, 34.68263, 52.23030)
(-8.07088, 20.30124, -47.44270, 52.23112)
(17.77817, 0.30800, 49.11278, 52.23240)
(-26.57105, -24.12879, -37.94830, 52.23307)
(-30.19302, -6.09095, -42.18804, 52.23551)
(-50.05579, -3.10969, -14.60614, 52.23592)
(-11.69285, -30.01481, -41.12547, 52.23903)
(28.90738, -43.12420, -5.80244, 52.23985)
(-48.69319, -16.34403, 9.53424, 52.24036)
(49.60561, 6.16279, 15.18073, 52.24128)
(-26.59313, -19.20034, -40.66106, 52.24145)
(-13.07752, 15.48954, 48.14806, 52.24159)
(2.87789, -16.21908, 49.57719, 52.24211)
(-10.36873, 0.16583, -51.20287, 52.24243)
(10.40721, 0.30800, 51.19832, 52.24627)
(-14.23761, -37.79957, 33.13987, 52.24718)
(-6.88872, -27.03356, 44.17703, 52.24823)
(48.61179, 10.56109, -15.97708, 52.24854)
(-35.44669, 8.28340, -37.48336, 52.25022)
(0.64060, 10.99753, 51.07664, 52.25112)
(27.91355, 12.99818, 42.21702, 52.25319)
(-0.74408, -27.54648, -44.39679, 52.25359)
(-42.89523, 12.53952, -27.08151, 52.25561)
(-21.78901, -16.21908, 44.64144, 52.25589)
(-38.92657, -27.03356, -22.01500, 52.25659)
(-30.19302, 21.37556, -36.90955, 52.25752)
(-37.74442, 15.48954, 32.65534, 52.25838)
(-31.55561, 13.97878, 39.24128, 52.25937)
(18.77200, -4.09030, 48.59968, 52.25942)
(28.92946, -39.19358, -18.92514, 52.26099)
(18.77200, 26.21030, -41.13456, 52.26299)
(-16.94640, 11.70109, 48.03504, 52.26339)
(43.80766, -12.92634, 25.40406, 52.26440)
(-51.23795, -8.43432, -5.93466, 52.26553)
(50.88743, 7.00122, -9.65126, 52.26562)
(-15.62228, 28.08600, -41.21952, 52.26785)
(-35.44669, -12.22277, 36.41543, 52.26804)
(12.60528, -31.89051, 39.44801, 52.26896)
(41.26290, -27.54648, -16.45727, 52.27119)
(36.25626, 20.30124, -31.71468, 52.27311)
(-9.45556, -29.88986, 41.83083, 52.27456)
(-50.05579, 3.72570, -14.60614, 52.27621)
(-36.72851, 12.99818, 34.85500, 52.27625)
(28.90738, -30.45125, 31.14695, 52.27856)
