6121-Centrize
(x,y,z,r)
(-0.48273, 10.44407, -11.19598, 15.31866)
(5.68412, 13.86176, 3.23425, 15.32703)
(-0.48273, -1.99484, 15.19645, 15.33442)
(10.16794, -5.41254, 10.15330, 15.35487)
(-8.33235, 4.84055, -12.02329, 15.40839)
(-2.16551, 15.09364, 2.40694, 15.43699)
(-14.49895, 1.42286, 5.21755, 15.47472)
(4.00109, -1.99484, -14.83390, 15.49299)
(11.85072, 4.84055, -8.72810, 15.49355)
(-6.64933, 8.25825, 11.32334, 15.51226)
(-14.49895, 1.42286, -5.33942, 15.51624)
(-2.16551, 8.25825, 12.96391, 15.52259)
(-12.81618, 4.84055, 7.45009, 15.59452)
(-12.81618, -3.22671, -8.38537, 15.65185)
(-2.16551, -13.47980, 7.68542, 15.66717)
(-6.64933, -13.47980, -4.51211, 15.69324)
(-12.81618, 3.60868, -8.38537, 15.73504)
(4.00109, -10.06211, 11.55853, 15.83838)
(-12.81618, -8.83023, -3.10688, 15.87073)
(10.16794, -5.41254, -10.96064, 15.90026)
(10.16794, -12.24792, -0.40367, 15.92362)
(11.85072, -10.06211, -3.44962, 15.92436)
(-14.49895, -6.64441, -0.06094, 15.94903)
(-0.48273, 4.84055, 15.19645, 15.95606)
(5.68412, -12.24792, 8.51273, 15.96206)
(-2.16551, 13.86176, 7.68542, 15.99699)
(-6.64933, 13.86176, -4.51211, 16.02252)
(4.00109, 10.44407, 11.55853, 16.08374)
(5.68412, 8.25825, -12.60121, 16.10274)
(4.00109, 4.84055, -14.83390, 16.10851)
(-14.49895, 7.02637, -0.06094, 16.11190)
(11.85072, 10.44407, -3.44962, 16.16842)
(-6.64933, -13.47980, 6.04486, 16.20058)
(5.68412, 15.09364, -2.04424, 16.25749)
(5.68412, -6.64441, 13.79122, 16.32957)
(-14.49895, -5.41254, 5.21755, 16.33212)
(-0.48273, -15.66562, 4.63948, 16.34532)
(5.68412, -13.47980, -7.32272, 16.35960)
(-14.49895, -5.41254, -5.33942, 16.37146)
(-12.81618, -10.06211, 2.17160, 16.43826)
(-6.64933, 0.19098, -15.06908, 16.47202)
(5.68412, 7.02637, 13.79122, 16.48868)
(-6.64933, 15.09364, 0.76637, 16.51117)
(-6.64933, 13.86176, 6.04486, 16.51976)
(10.16794, 8.25825, 10.15330, 16.57333)
(-0.48273, -1.99484, -16.47446, 16.60182)
(-12.81618, 10.44407, 2.17160, 16.67479)
(5.68412, 13.86176, -7.32272, 16.67573)
(4.00109, -15.66562, -4.27693, 16.72461)
(11.85072, 11.67594, 1.82887, 16.73654)
(16.33454, -3.22671, -1.80905, 16.74818)
(-0.48273, -15.66562, -5.91749, 16.75295)
(16.33454, -1.99484, 3.46943, 16.81766)
(16.33454, 3.60868, -1.80905, 16.82594)
(-0.48273, -16.89750, -0.63901, 16.91646)
(-8.33235, -3.22671, 14.36913, 16.92075)
(-8.33235, 11.67594, 9.09065, 16.98221)
(-8.33235, 3.60868, 14.36913, 16.99773)
(-6.64933, -12.24792, -9.79060, 17.03177)
(10.16794, 8.25825, -10.96064, 17.07985)
(-8.33235, -8.83023, -12.02329, 17.08685)
(11.85072, -10.06211, 7.10735, 17.09385)
(11.85072, -8.83023, -8.72810, 17.16369)
(-0.48273, 4.84055, -16.47446, 17.17766)
(-12.81618, -8.83023, 7.45009, 17.25489)
(11.85072, -1.99484, 12.38584, 17.25769)
(-2.16551, 15.09364, -8.15003, 17.28960)
(-0.48273, 17.27946, -0.63901, 17.29801)
(11.85072, 10.44407, 7.10735, 17.32144)
(4.00109, -15.66562, 6.28004, 17.34530)
(16.33454, 4.84055, 3.46943, 17.38635)
(4.00109, -16.89750, 1.00156, 17.39360)
(4.00109, -1.99484, 16.83701, 17.42048)
(-14.49895, 8.25825, 5.21755, 17.48259)
(-14.49895, 8.25825, -5.33942, 17.51935)
(10.16794, -13.47980, 4.87481, 17.57429)
(-0.48273, -8.83023, 15.19645, 17.58232)
(-12.81618, 11.67594, -3.10688, 17.61348)
(4.00109, -8.83023, -14.83390, 17.72079)
(-6.64933, -6.64441, -15.06908, 17.76060)
(4.00109, 17.27946, 1.00156, 17.76489)
(-8.33235, -15.66562, -1.46632, 17.80421)
(11.85072, 4.84055, 12.38584, 17.81234)
(10.16794, -13.47980, -5.68216, 17.81513)
(10.16794, 13.86176, 4.87481, 17.86895)
(-6.64933, 0.19098, 16.60183, 17.88493)
(-14.49895, 0.19098, 10.49603, 17.90036)
(-6.64933, 7.02637, -15.06908, 17.90700)
(16.33454, -1.99484, -7.08754, 17.91730)
(-6.64933, -12.24792, 11.32334, 17.95671)
(-2.16551, -12.24792, 12.96391, 17.96563)
(4.00109, 4.84055, 16.83701, 17.97010)
(-14.49895, 0.19098, -10.61791, 17.97209)
(18.01756, 0.19098, 0.42364, 18.02355)
(10.16794, 13.86176, -5.68216, 18.10587)
(10.16794, 15.09364, -0.40367, 18.20351)
(5.68412, 15.09364, 8.51273, 18.23715)
(-12.81618, -10.06211, -8.38537, 18.32525)
(-12.81618, -3.22671, 12.72857, 18.34891)
(-2.16551, 0.19098, 18.24239, 18.37147)
(-12.81618, 3.60868, 12.72857, 18.41992)
(16.33454, 4.84055, -7.08754, 18.45214)
(5.68412, -12.24792, -12.60121, 18.46920)
(10.16794, 0.19098, 15.43178, 18.48143)
(-12.81618, 10.44407, -8.38537, 18.53773)
(11.85072, -3.22671, -14.00659, 18.62889)
(-0.48273, -8.83023, -16.47446, 18.69797)
(11.85072, 3.60868, -14.00659, 18.69884)
(18.01756, 1.42286, -4.85485, 18.71434)
(-8.33235, 11.67594, -12.02329, 18.71671)
(5.68412, 0.19098, -17.87969, 18.76244)
(11.85072, 11.67594, -8.72810, 18.78688)
(16.33454, -3.22671, 8.74792, 18.80837)
(-12.81618, -1.99484, -13.66385, 18.83971)
(-12.81618, 11.67594, 7.45009, 18.87023)
(16.33454, 3.60868, 8.74792, 18.87765)
(10.16794, -12.24792, 10.15330, 18.88089)
(-2.16551, 1.42286, -18.70700, 18.88560)
(16.33454, -8.83023, 3.46943, 18.88987)
(18.01756, 1.42286, 5.70212, 18.95181)
(-18.98278, 0.19098, -1.70150, 19.05984)
(-6.64933, -6.64441, 16.60183, 19.07832)
(-0.48273, 18.51133, 4.63948, 19.08998)
(-14.49895, -6.64441, 10.49603, 19.09279)
(-2.16551, -13.47980, -13.42852, 19.14992)
(-14.49895, -6.64441, -10.61791, 19.16006)
(10.16794, 0.19098, -16.23913, 19.16071)
(-0.48273, 11.67594, 15.19645, 19.17010)
(-6.64933, 15.09364, -9.79060, 19.18039)
(18.01756, -6.64441, 0.42364, 19.20834)
(-6.64933, 7.02637, 16.60183, 19.21469)
(-8.33235, -16.89750, 3.81217, 19.22202)
(-14.49895, 7.02637, 10.49603, 19.22905)
(16.33454, -10.06211, -1.80905, 19.27008)
(11.85072, -8.83023, 12.38584, 19.28267)
(-14.49895, 7.02637, -10.61791, 19.29584)
(4.00109, 11.67594, -14.83390, 19.29717)
(10.16794, -12.24792, -10.96064, 19.32704)
(18.01756, 7.02637, 0.42364, 19.34378)
(-12.81618, 4.84055, -13.66385, 19.34906)
(-2.16551, -19.08331, 2.40694, 19.35602)
(-18.98278, 1.42286, 3.57698, 19.36918)
(4.00109, 18.51133, -4.27693, 19.41572)
(-8.33235, -10.06211, 14.36913, 19.42025)
(-2.16551, 13.86176, -13.42852, 19.42068)
(4.00109, -8.83023, 16.83701, 19.42850)
(18.01756, -5.41254, -4.85485, 19.42930)
(-0.48273, 18.51133, -5.91749, 19.44014)
(16.33454, 10.44407, -1.80905, 19.47225)
(-8.33235, -3.22671, -17.30177, 19.47283)
(-2.16551, -6.64441, 18.24239, 19.53516)
(-8.33235, 3.60868, -17.30177, 19.53975)
(-8.33235, 17.27946, 3.81217, 19.55864)
(-2.16551, -5.41254, -18.70700, 19.59431)
(-0.48273, -16.89750, 9.91796, 19.59909)
(-8.33235, 10.44407, 14.36913, 19.62087)
(10.16794, -6.64441, 15.43178, 19.63861)
(18.01756, -5.41254, 5.70212, 19.65814)
(-2.16551, 7.02637, 18.24239, 19.66835)
(-14.49895, -12.24792, 5.21755, 19.68385)
(-14.49895, -12.24792, -5.33942, 19.71651)
(11.85072, -15.66562, 1.82887, 19.72805)
(10.16794, 7.02637, 15.43178, 19.77111)
(-14.49895, -13.47980, -0.06094, 19.79718)
(4.00109, -16.89750, -9.55541, 19.82019)
(16.33454, -8.83023, -7.08754, 19.87520)
(5.68412, -6.64441, -17.87969, 19.90328)
(-0.48273, 17.27946, 9.91796, 19.92934)
(-8.33235, -15.66562, 9.09065, 19.93689)
(5.68412, 1.42286, 19.06970, 19.94962)
(4.00109, 18.51133, 6.28004, 19.95287)
(-6.64933, 15.09364, 11.32334, 20.00624)
(-8.33235, -16.89750, -6.74480, 20.01114)
(-2.16551, 15.09364, 12.96391, 20.01425)
(5.68412, -19.08331, -2.04424, 20.01652)
(5.68412, 7.02637, -17.87969, 20.03403)
(-14.49895, 13.86176, -0.06094, 20.05921)
(-18.98278, -5.41254, 3.57698, 20.06081)
(5.68412, -13.47980, 13.79122, 20.10502)
(4.00109, 17.27946, -9.55541, 20.14682)
(-18.98278, -6.64441, -1.70150, 20.18388)
(-0.48273, 11.67594, -16.47446, 20.19823)
(-6.64933, -19.08331, 0.76637, 20.22310)
(-18.98278, 1.42286, -6.97999, 20.27537)
(-0.48273, -16.89750, -11.19598, 20.27581)
(10.16794, -6.64441, -16.23913, 20.27916)
(-18.98278, 7.02637, -1.70150, 20.31282)
(-8.33235, 17.27946, -6.74480, 20.33470)
(-8.33235, 18.51133, -1.46632, 20.35307)
(5.68412, 13.86176, 13.79122, 20.36308)
(16.33454, 11.67594, 3.46943, 20.37601)
(18.01756, 8.25825, -4.85485, 20.40590)
(10.16794, 7.02637, -16.23913, 20.40750)
(5.68412, 15.09364, -12.60121, 20.46747)
(-12.81618, -15.66562, -3.10688, 20.47728)
(-2.16551, 8.25825, -18.70700, 20.56307)
(-0.48273, 17.27946, -11.19598, 20.59521)
(5.68412, -5.41254, 19.06970, 20.62179)
(18.01756, 8.25825, 5.70212, 20.62390)
(-2.16551, -20.31519, -2.87155, 20.63110)
(18.01756, 0.19098, -10.13333, 20.67253)
(-12.81618, -10.06211, 12.72857, 20.67648)
(-12.81618, -8.83023, -13.66385, 20.71058)
(-0.48273, -3.22671, 20.47493, 20.73325)
(16.33454, -3.22671, -12.36602, 20.74000)
(11.85072, 11.67594, 12.38584, 20.74068)
(4.00109, -3.22671, -20.11238, 20.75881)
(-0.48273, 3.60868, 20.47493, 20.79611)
(16.33454, 3.60868, -12.36602, 20.80285)
(-20.66580, -1.99484, 1.34429, 20.80533)
(4.00109, 3.60868, -20.11238, 20.82161)
(10.16794, 15.09364, 10.15330, 20.83973)
(4.00109, -16.89750, 11.55853, 20.85986)
(-2.16551, -19.08331, -8.15003, 20.86349)
(-12.81618, 10.44407, 12.72857, 20.86503)
(4.00109, 11.67594, 16.83701, 20.87633)
(11.85072, -16.89750, -3.44962, 20.92522)
(11.85072, -10.06211, -14.00659, 20.92534)
(-18.98278, -5.41254, -6.97999, 20.93709)
(-18.98278, 0.19098, 8.85547, 20.94759)
(-2.16551, 20.69715, -2.87155, 21.00731)
(-18.98278, 8.25825, 3.57698, 21.00808)
(16.33454, -10.06211, 8.74792, 21.08529)
(18.01756, 0.19098, 10.98061, 21.10078)
(11.85072, 10.44407, -14.00659, 21.11167)
(4.00109, 17.27946, 11.55853, 21.17045)
(11.85072, 17.27946, -3.44962, 21.23485)
(10.16794, 15.09364, -10.96064, 21.24478)
(-20.66580, 4.84055, 1.34429, 21.26766)
(16.33454, 10.44407, 8.74792, 21.27021)
(-20.66580, -3.22671, -3.93419, 21.28297)
(-6.64933, -13.47980, -15.06908, 21.28370)
(16.33454, 11.67594, -7.08754, 21.29268)
(-12.81618, -16.89750, 2.17160, 21.31890)
(5.68412, -20.31519, 3.23425, 21.34189)
(-20.66580, 3.60868, -3.93419, 21.34422)
(-8.33235, -15.66562, -12.02329, 21.43360)
(-8.33235, -1.99484, 19.64762, 21.43447)
(-6.64933, 1.42286, -20.34757, 21.45371)
(-14.49895, 1.42286, 15.77452, 21.47276)
(11.85072, -15.66562, -8.72810, 21.49491)
(11.85072, -3.22671, 17.66432, 21.51463)
(-6.64933, 13.86176, -15.06908, 21.52764)
(5.68412, 8.25825, 19.06970, 21.54440)
(-14.49895, 1.42286, -15.89639, 21.56245)
(-12.81618, -15.66562, 7.45009, 21.56780)
(-14.49895, 15.09364, 5.21755, 21.56989)
(11.85072, 3.60868, 17.66432, 21.57522)
(-14.49895, 15.09364, -5.33942, 21.59970)
(16.33454, -1.99484, 14.02640, 21.62259)
(-12.81618, 17.27946, 2.17160, 21.62290)
(10.16794, -19.08331, -0.40367, 21.62690)
(5.68412, -19.08331, 8.51273, 21.65522)
(-8.33235, -10.06211, -17.30177, 21.68007)
(5.68412, 20.69715, 3.23425, 21.70580)
(18.01756, -6.64441, -10.13333, 21.71325)
(-2.16551, -20.31519, 7.68542, 21.82801)
(11.85072, -16.89750, 7.10735, 21.82841)
(-0.48273, -15.66562, 15.19645, 21.83064)
(18.01756, 7.02637, -10.13333, 21.83316)
(-18.98278, 8.25825, -6.97999, 21.84639)
(-6.64933, -20.31519, -4.51211, 21.84673)
(-8.33235, 10.44407, -17.30177, 21.85996)
(-8.33235, 4.84055, 19.64762, 21.88351)
(-20.66580, -3.22671, 6.62278, 21.93965)
(4.00109, -15.66562, -14.83390, 21.94231)
(-18.98278, -6.64441, 8.85547, 21.97529)
(-0.48273, -3.22671, -21.75295, 21.99626)
(-20.66580, 3.60868, 6.62278, 21.99907)
(-0.48273, 3.60868, -21.75295, 22.05553)
(11.85072, 18.51133, 1.82887, 22.05569)
(16.33454, 4.84055, 14.02640, 22.06781)
(-12.81618, 11.67594, -13.66385, 22.07449)
(-6.64933, -5.41254, -20.34757, 22.08014)
(-18.98278, 7.02637, 8.85547, 22.09378)
(-14.49895, -5.41254, 15.77452, 22.09866)
(18.01756, -6.64441, 10.98061, 22.12136)
(11.85072, 17.27946, 7.10735, 22.12540)
(-2.16551, 21.92903, 2.40694, 22.16675)
(-2.16551, 20.69715, 7.68542, 22.18394)
(-14.49895, -5.41254, -15.89639, 22.18582)
(-12.81618, -1.99484, 18.00706, 22.19207)
(-6.64933, 20.69715, -4.51211, 22.20236)
(-6.64933, -20.31519, 6.04486, 22.21398)
(18.01756, 7.02637, 10.98061, 22.23907)
(-8.33235, 18.51133, 9.09065, 22.24269)
(18.01756, -12.24792, -4.85485, 22.32070)
(5.68412, -20.31519, -7.32272, 22.33021)
(-6.64933, -13.47980, 16.60183, 22.39507)
(-14.49895, -13.47980, 10.49603, 22.40739)
(-6.64933, -19.08331, -9.79060, 22.45534)
(-2.16551, -12.24792, -18.70700, 22.46448)
(-14.49895, -13.47980, -10.61791, 22.46474)
(18.01756, -13.47980, 0.42364, 22.50593)
(-20.66580, -8.83023, 1.34429, 22.51345)
(18.01756, -12.24792, 5.70212, 22.52018)
(-6.64933, 20.69715, 6.04486, 22.56382)
(22.50139, 0.19098, 2.06420, 22.59668)
(-18.98278, 0.19098, -12.25847, 22.59762)
(-12.81618, 4.84055, 18.00706, 22.62608)
(-6.64933, 13.86176, 16.60183, 22.62703)
(-14.49895, 13.86176, 10.49603, 22.63923)
(5.68412, 20.69715, -7.32272, 22.67826)
(-14.49895, 13.86176, -10.61791, 22.69599)
(4.00109, -3.22671, 22.11550, 22.70497)
(-20.66580, -1.99484, -9.21268, 22.71405)
(11.85072, -1.99484, -19.28507, 22.72296)
(-12.81618, 18.51133, -3.10688, 22.72832)
(18.01756, 13.86176, 0.42364, 22.73676)
(-0.48273, -15.66562, -16.47446, 22.73879)
(5.68412, 21.92903, -2.04424, 22.74578)
(4.00109, 3.60868, 22.11550, 22.76239)
(22.50139, 1.42286, -3.21428, 22.77430)
(-2.16551, -13.47980, 18.24239, 22.78551)
(-12.81618, -16.89750, -8.38537, 22.80557)
(-0.48273, -10.06211, 20.47493, 22.81889)
(16.33454, -10.06211, -12.36602, 22.82503)
(4.00109, -10.06211, -20.11238, 22.84212)
(-18.98278, -12.24792, 3.57698, 22.87252)
(10.16794, -13.47980, 15.43178, 22.87426)
(16.33454, -15.66562, 3.46943, 22.89685)
(-6.64933, 1.42286, 21.88031, 22.91258)
(-6.64933, 21.92903, 0.76637, 22.92778)
(-6.64933, 8.25825, -20.34757, 22.94419)
(-14.49895, 8.25825, 15.77452, 22.96201)
(-0.48273, -22.50101, 4.63948, 22.97941)
(-0.48273, 10.44407, 20.47493, 22.98987)
(16.33454, 10.44407, -12.36602, 22.99596)
(4.00109, 10.44407, -20.11238, 23.01294)
(-2.16551, 13.86176, 18.24239, 23.01353)
(-14.49895, 8.25825, -15.89639, 23.04590)
(-12.81618, 17.27946, -8.38537, 23.09001)
(-8.33235, -8.83023, 19.64762, 23.09610)
(-12.81618, -3.22671, -18.94234, 23.09715)
(10.16794, 13.86176, 15.43178, 23.10141)
(5.68412, -13.47980, -17.87969, 23.10189)
(10.16794, 1.42286, 20.71027, 23.11551)
(-20.66580, 4.84055, -9.21268, 23.13827)
(11.85072, 4.84055, -19.28507, 23.14702)
(-12.81618, 3.60868, -18.94234, 23.15360)
(-6.64933, -19.08331, 11.32334, 23.16473)
(-2.16551, -19.08331, 12.96391, 23.17165)
(11.85072, -15.66562, 12.38584, 23.22197)
(10.16794, -20.31519, 4.87481, 23.23484)
(4.00109, -22.50101, -4.27693, 23.25073)
(16.33454, -8.83023, 14.02640, 23.27080)
(-0.48273, -22.50101, -5.91749, 23.27112)
(-20.66580, -10.06211, -3.93419, 23.31950)
(5.68412, 13.86176, -17.87969, 23.32683)
(4.00109, -15.66562, 16.83701, 23.34321)
(-18.98278, -13.47980, -1.70150, 23.34408)
(22.50139, -5.41254, -3.21428, 23.36535)
(5.68412, -12.24792, 19.06970, 23.36609)
(10.16794, -20.31519, -5.68216, 23.41753)
(10.16794, -13.47980, -16.23913, 23.42651)
(-20.66580, 10.44407, -3.93419, 23.48684)
(-2.16551, 21.92903, -8.15003, 23.49457)
(-6.64933, -5.41254, 21.88031, 23.50015)
(11.85072, -10.06211, 17.66432, 23.53112)
(22.50139, -6.64441, 2.06420, 23.55253)
(-18.98278, -6.64441, -12.25847, 23.55343)
(5.68412, -19.08331, -12.60121, 23.56422)
(-18.98278, 13.86176, -1.70150, 23.56670)
(10.16794, 20.69715, 4.87481, 23.56953)
(16.33454, -16.89750, -1.80905, 23.57149)
(-8.33235, 18.51133, -12.02329, 23.59358)
(-18.98278, -12.24792, -6.97999, 23.64482)
(10.16794, 13.86176, -16.23913, 23.64835)
(11.85072, 18.51133, -8.72810, 23.64928)
(22.50139, 7.02637, 2.06420, 23.66312)
(-2.16551, 1.42286, 23.52088, 23.66317)
(-18.98278, 7.02637, -12.25847, 23.66402)
(-8.33235, -16.89750, 14.36913, 23.69442)
(11.85072, 10.44407, 17.66432, 23.69696)
(10.16794, -5.41254, 20.71027, 23.69805)
(4.00109, -22.50101, 6.28004, 23.70112)
(-18.98278, 1.42286, 14.13395, 23.70947)
(22.50139, 1.42286, 7.34269, 23.71185)
(-12.81618, 18.51133, 7.45009, 23.71556)
(16.33454, -15.66562, -7.08754, 23.71628)
(-0.48273, -23.73288, -0.63901, 23.74639)
(10.16794, 20.69715, -5.68216, 23.74965)
(18.01756, 1.42286, -15.41182, 23.75250)
(-20.66580, 11.67594, 1.34429, 23.77414)
(-12.81618, -8.83023, 18.00706, 23.80087)
(10.16794, 1.42286, -21.51761, 23.84154)
(16.33454, 17.27946, -1.80905, 23.84679)
(5.68412, 1.42286, -23.15818, 23.88796)
(10.16794, -19.08331, 10.15330, 23.88827)
(-20.66580, -10.06211, 6.62278, 23.92033)
(-20.66580, -1.99484, 11.90126, 23.93104)
(-0.48273, 18.51133, 15.19645, 23.95484)
(-8.33235, 17.27946, 14.36913, 23.96831)
(-0.48273, -10.06211, -21.75295, 23.97227)
(18.01756, 15.09364, -4.85485, 24.00042)
(-8.33235, -22.50101, -1.46632, 24.03900)
(22.50139, 0.19098, -8.49277, 24.05153)
(4.00109, 18.51133, -14.83390, 24.05666)
(-20.66580, 10.44407, 6.62278, 24.08350)
(-2.16551, 0.19098, -23.98549, 24.08380)
(4.00109, -23.73288, 1.00156, 24.08862)
(16.33454, -1.99484, -17.64451, 24.12727)
(-0.48273, 24.11485, -0.63901, 24.12814)
(-2.16551, 15.09364, -18.70700, 24.13419)
(-0.48273, 10.44407, -21.75295, 24.13508)
(-8.33235, -1.99484, -22.58026, 24.15110)
(10.16794, 21.92903, -0.40367, 24.17503)
(22.50139, 8.25825, -3.21428, 24.18352)
(18.01756, 15.09364, 5.70212, 24.18604)
(5.68412, 21.92903, 8.51273, 24.20037)
(-2.16551, -5.41254, 23.52088, 24.23255)
(10.16794, -19.08331, -10.96064, 24.24243)
(-18.98278, -5.41254, 14.13395, 24.27777)
(22.50139, -5.41254, 7.34269, 24.28010)
(24.18416, -1.99484, -0.98174, 24.28615)
