4911-Centrize
(x,y,z,r)
(-6.41697, -1.10679, -3.27215, 7.28762)
(2.02540, -1.24896, 6.92684, 7.32416)
(4.22347, 3.60799, -4.82347, 7.35670)
(5.50540, 4.44642, 2.01553, 7.35816)
(-4.14133, -5.66449, -2.22482, 7.36117)
(-1.57449, 5.02504, -5.15711, 7.37060)
(-4.11925, 6.09936, 0.48793, 7.37621)
(1.03157, 7.02569, 2.16146, 7.42269)
(5.91648, 4.44642, -0.80428, 7.44461)
(6.82952, 1.60734, 2.49521, 7.44661)
(-0.25037, -5.80666, -4.67754, 7.46052)
(5.91648, -1.10679, 4.47421, 7.49988)
(-5.50392, -5.10310, 0.02723, 7.50570)
(-4.11925, 4.07567, -4.79055, 7.51856)
(-1.94326, 7.02569, 1.86032, 7.52312)
(-0.66144, 2.31091, -7.13622, 7.53016)
(-1.57449, 5.02504, 5.39986, 7.54245)
(6.82952, 1.73229, -2.78338, 7.57565)
(-4.11925, -2.75972, 5.76642, 7.60499)
(2.04748, -4.15373, -6.19586, 7.73526)
(3.20756, 6.09936, 3.53385, 7.74459)
(3.20756, -0.73603, -7.02312, 7.75593)
(-5.50392, 1.60734, -5.25115, 7.77505)
(-5.50392, 1.60734, 5.30582, 7.81207)
(3.22964, -5.66449, -4.31037, 7.81641)
(4.22347, -3.22740, 5.73350, 7.81836)
(4.22347, 6.56703, 0.45502, 7.82117)
(2.04748, 7.49337, -0.91737, 7.82204)
(4.59224, -5.10310, 3.99456, 7.94271)
(4.22347, 3.60799, 5.73350, 7.98300)
(-1.94326, 3.14934, 7.13881, 8.04097)
(-7.74121, 1.60734, 1.52668, 8.05237)
(-6.41697, 4.44642, 2.00633, 8.06062)
(-0.66144, 7.86412, -1.85773, 8.10759)
(1.03157, 3.14934, 7.44005, 8.14474)
(-4.11925, 4.07567, 5.76642, 8.17501)
(4.59224, 1.73229, -6.56241, 8.19480)
(-1.94326, -3.68605, 7.13881, 8.26594)
(-0.25037, -5.80666, 5.87944, 8.26727)
(4.22347, -7.10375, 0.45502, 8.27695)
(-2.93709, -1.24896, 7.65191, 8.29085)
(1.03157, -3.68605, 7.44005, 8.36692)
(0.66280, 5.14999, -6.65657, 8.44225)
(-2.95917, -6.17742, 4.93915, 8.44466)
(1.03157, 0.19030, -8.39551, 8.46079)
(-0.66144, -4.52448, -7.13622, 8.47549)
(8.19212, 2.16873, 0.24305, 8.47781)
(5.91648, -1.10679, -6.08276, 8.55743)
(8.21420, -0.73603, -2.32268, 8.56794)
(5.50540, 5.72860, -3.26296, 8.58914)
(-4.11925, -7.57143, 0.48793, 8.63324)
(-1.57449, -8.52079, 0.12138, 8.66589)
(-5.13516, -0.26836, -6.99010, 8.67775)
(-6.82804, -2.38897, 4.82614, 8.69603)
(-8.10998, -0.26836, 3.26563, 8.74689)
(-7.74121, 1.73229, -3.75180, 8.77515)
(0.66280, -8.64574, -1.37797, 8.77992)
(-0.66144, 1.02873, 8.69924, 8.78479)
(-4.14133, 2.16873, -7.50331, 8.84045)
(-2.95917, -6.17742, -5.61782, 8.85872)
(-1.94326, 0.19030, -8.69665, 8.91314)
(-6.82804, 5.72860, -0.45235, 8.92433)
(3.20756, -7.57143, 3.53385, 8.95003)
(6.82952, -5.22805, 2.49521, 8.95550)
(-8.10998, -3.22740, -2.01286, 8.95765)
(6.82952, -5.10310, -2.78338, 8.96834)
(-2.93709, -2.24679, -8.18355, 8.98026)
(3.22964, -5.66449, 6.24661, 9.02979)
(-5.13516, 6.56703, 3.56687, 9.06743)
(-2.93709, -8.08435, -2.90506, 9.07869)
(2.02540, -8.08435, -3.63013, 9.09048)
(7.19829, -3.22740, -4.52233, 9.09302)
(-8.10998, 3.60799, -2.01286, 9.10170)
(2.02540, 5.58643, 6.92684, 9.12642)
(-0.25037, 7.86412, -4.67754, 9.15349)
(8.21420, -2.75972, 2.95581, 9.15565)
(-0.25037, 9.14630, 0.60095, 9.16944)
(-6.41697, 5.72860, -3.27215, 9.20334)
(5.50540, -1.10679, 7.29401, 9.20527)
(-6.82804, -2.38897, -5.73083, 9.22886)
(-5.50392, -5.22805, -5.25115, 9.23040)
(7.19829, 3.60799, -4.52233, 9.23496)
(-5.50392, -5.22805, 5.30582, 9.26161)
(-4.14133, 8.00629, -2.22482, 9.28446)
(-9.10381, 1.17090, -1.49976, 9.30052)
(5.91648, 5.72860, 4.47421, 9.37231)
(-4.14133, 1.17090, 8.33215, 9.37797)
(0.66280, -1.81035, 9.17900, 9.37927)
(0.66280, -8.52079, 3.90041, 9.39449)
(2.02540, -2.24679, -8.90861, 9.40817)
(8.19212, -4.66666, 0.24305, 9.43121)
(-2.95917, 7.49337, 4.93915, 9.45000)
(2.02540, -9.08218, 1.64836, 9.45015)
(-5.13516, -7.10375, 3.56687, 9.46338)
(-7.74121, -5.22805, 1.52668, 9.46518)
(-6.82804, 4.44642, 4.82614, 9.47019)
(4.59224, -5.10310, -6.56241, 9.49713)
(-9.12589, -2.75972, 1.06597, 9.59345)
(3.22964, 9.00412, 0.96812, 9.61468)
(8.21420, 4.07567, 2.95581, 9.63436)
(9.37428, 0.65797, 2.12854, 9.63539)
(3.22964, 8.00629, -4.31037, 9.64938)
(9.39636, -2.24679, -0.43719, 9.67113)
(8.19212, 1.17090, -5.03543, 9.68697)
(4.59224, 8.44273, -1.28393, 9.69623)
(-4.14133, -4.66666, -7.50331, 9.75848)
(-6.41697, -1.10679, 7.28482, 9.77093)
(7.19829, 6.56703, 0.75626, 9.77309)
(3.20756, -2.75972, 8.81233, 9.77557)
(-0.66144, 9.14630, 3.42076, 9.78744)
(-2.95917, 7.49337, -5.61782, 9.82176)
(-0.25037, 7.86412, 5.87944, 9.82216)
(-2.93709, 4.58860, -8.18355, 9.83118)
(-2.93709, -9.08218, 2.37343, 9.83594)
(3.20756, 6.09936, -7.02312, 9.83945)
(2.04748, 0.65797, 9.63960, 9.87658)
(-2.93709, 5.58643, 7.65191, 9.91899)
(7.19829, -3.22740, 6.03464, 9.93219)
(8.19212, 1.17090, 5.52154, 9.94833)
(-6.82804, 4.44642, -5.73083, 9.96169)
(-2.95917, 9.51705, -0.33933, 9.97226)
(-7.74121, -5.10310, -3.75180, 10.00220)
(-9.12589, 4.07567, 1.06597, 10.05133)
(7.19829, 3.60799, 6.03464, 10.06230)
(-9.12589, -0.73603, -4.21251, 10.07814)
(-9.10381, 2.16873, 3.77873, 10.09265)
(7.19829, -7.10375, 0.75626, 10.14153)
(-5.50392, 8.56768, 0.02723, 10.18328)
(-1.57449, -8.64574, -5.15711, 10.18939)
(5.50540, -7.94218, -3.26296, 10.19973)
(2.02540, 4.58860, -8.90861, 10.22354)
(-0.25037, 2.31091, -9.95602, 10.22376)
(3.20756, 4.07567, 8.81233, 10.22530)
(5.91648, 5.72860, -6.08276, 10.23824)
(9.37428, 2.68166, -3.14994, 10.24649)
(3.20756, -9.59511, -1.74464, 10.26637)
(-1.57449, -8.64574, 5.39986, 10.31438)
(3.22964, 2.16873, -9.58885, 10.34795)
(-4.14133, 9.00412, 3.05366, 10.37062)
(-10.30805, -1.24896, -0.81952, 10.41573)
(10.39019, 0.19030, -0.95029, 10.43529)
(5.50540, -2.38897, -8.54144, 10.43901)
(-7.74121, 1.73229, 6.80517, 10.45167)
(9.39636, 4.58860, -0.43719, 10.46604)
(4.59224, 1.60734, 9.27304, 10.47194)
(-10.28597, 0.65797, 1.89324, 10.47943)
(-0.66144, -5.80666, 8.69924, 10.48006)
(-6.82804, -7.94218, -0.45235, 10.48356)
(0.66280, 5.02504, 9.17900, 10.48543)
(8.21420, 6.09936, -2.32268, 10.49143)
(6.82952, 1.73229, 7.77358, 10.49151)
(4.59224, 8.56768, 3.99456, 10.50953)
(1.03157, 9.98473, -3.11692, 10.51067)
(9.39636, -1.24896, 4.84130, 10.64376)
(3.22964, 8.00629, 6.24661, 10.65605)
(2.04748, 9.51705, 4.36111, 10.66704)
(6.82952, 1.60734, -8.06176, 10.68728)
(-1.57449, -1.68540, -10.43559, 10.68743)
(-6.41697, -7.94218, -3.27215, 10.72206)
(-5.13516, -3.22740, 8.84525, 10.72494)
(9.37428, -4.15373, -3.14994, 10.72627)
(-1.94326, 9.98473, -3.41816, 10.73102)
(1.03157, -6.64509, -8.39551, 10.75667)
(5.50540, 5.72860, 7.29401, 10.78559)
(3.20756, -7.57143, -7.02312, 10.81384)
(-9.10381, -5.66449, -1.49976, 10.82659)
(0.66280, -8.52079, -6.65657, 10.83296)
(2.02540, -8.08435, 6.92684, 10.83698)
(-5.13516, 3.60799, 8.84525, 10.84554)
(5.91648, -7.94218, 4.47421, 10.86745)
(-5.13516, 6.56703, -6.99010, 10.87921)
(-4.14133, -5.66449, 8.33215, 10.89319)
(-4.11925, -0.73603, -10.06904, 10.90392)
(-9.10381, -4.66666, 3.77873, 10.90577)
(-8.10998, -0.26836, -7.29134, 10.90905)
(-1.57449, -1.68540, 10.67835, 10.92459)
(5.50540, -9.22436, 2.01553, 10.92980)
(-8.10998, 6.56703, 3.26563, 10.93444)
(-0.25037, -4.52448, -9.95602, 10.93874)
(4.22347, -0.26836, -10.10195, 10.95258)
(-6.41697, -2.38897, -8.55064, 10.95436)
(-2.95917, 2.68166, 10.21764, 10.97033)
(5.91648, -9.22436, -0.80428, 10.98819)
(1.03157, 7.02569, -8.39551, 10.99586)
(1.03157, -10.52144, -3.11692, 11.02180)
(9.39636, -1.24896, -5.71567, 11.06889)
(5.50540, 4.44642, -8.54144, 11.09218)
(-1.94326, -6.64509, -8.69665, 11.11599)
(-9.12589, -0.73603, 6.34446, 11.13893)
(6.82952, 8.44273, 2.49521, 11.14218)
(3.22964, -4.66666, -9.58885, 11.14245)
(-10.28597, 2.68166, -3.38525, 11.15582)
(8.19212, -5.66449, -5.03543, 11.16033)
(-5.13516, -7.10375, -6.99010, 11.21136)
(10.75896, -1.81035, 2.58925, 11.21324)
(10.75896, -1.68540, -2.68923, 11.21730)
(-1.94326, -10.52144, -3.41816, 11.23213)
(-8.10998, -7.10375, 3.26563, 11.26496)
(-6.41697, 5.72860, 7.28482, 11.27222)
(6.82952, 8.56768, -2.78338, 11.30464)
(-1.94326, 7.02569, -8.69665, 11.34761)
(-5.50392, 8.44273, -5.25115, 11.36431)
(-0.25037, -11.35987, 0.60095, 11.37851)
(-2.95917, -10.98912, -0.33933, 11.38563)
(8.19212, -5.66449, 5.52154, 11.38792)
(-5.50392, 8.44273, 5.30582, 11.38967)
(-0.25037, 2.31091, 11.15792, 11.39746)
(8.21420, -7.57143, -2.32268, 11.41027)
(-6.41697, -9.22436, 2.00633, 11.41454)
(-2.95917, -4.15373, 10.21764, 11.41973)
(-5.13516, -10.06279, -1.71172, 11.42626)
(9.37428, -6.17742, 2.12854, 11.42665)
(-10.30805, -2.24679, 4.45897, 11.45366)
(-4.11925, -9.59511, -4.79055, 11.48842)
(-7.74121, -5.10310, 6.80517, 11.50123)
(3.20756, 10.91106, -1.74464, 11.50580)
(-2.93709, -8.08435, 7.65191, 11.51238)
(8.21420, -2.75972, -7.60116, 11.52679)
(6.82952, -5.10310, 7.77358, 11.53744)
(2.04748, 9.51705, -6.19586, 11.53928)
(-9.10381, 2.16873, -6.77824, 11.55540)
(-7.74121, 8.44273, 1.52668, 11.55581)
(-6.41697, 4.44642, -8.55064, 11.57850)
(4.59224, -5.22805, 9.27304, 11.59355)
(-10.28597, -4.15373, -3.38525, 11.59804)
(-2.95917, 2.68166, -10.89630, 11.60506)
(-0.66144, 9.14630, -7.13622, 11.61972)
(5.91648, -7.94218, -6.08276, 11.62252)
(2.04748, -6.17742, 9.63960, 11.63075)
(8.21420, -0.73603, 8.23429, 11.65411)
(5.91648, -2.38897, 9.75269, 11.65448)
(2.04748, 0.65797, -11.47434, 11.67414)
(10.39019, 3.14934, 4.32820, 11.68793)
(2.02540, 11.42399, 1.64836, 11.71865)
(4.59224, 8.56768, -6.56241, 11.72856)
(-11.30188, 3.14934, -0.30631, 11.73646)
(-1.57449, 5.14999, -10.43559, 11.74321)
(-0.66144, 7.86412, 8.69924, 11.74558)
(-10.30805, 5.58643, -0.81952, 11.75311)
(-9.12589, 6.09936, -4.21251, 11.75709)
(-5.13516, 10.44338, -1.71172, 11.76282)
(6.82952, -5.22805, -8.06176, 11.78842)
(4.22347, -0.26836, 11.01199, 11.79718)
(-4.11925, -0.73603, 11.04490, 11.81100)
(10.39019, -3.68605, 4.32820, 11.84383)
(-0.66144, -11.35987, 3.42076, 11.88216)
(-11.30188, -3.68605, -0.30631, 11.89173)
(-11.67065, -1.81035, 1.43264, 11.89680)
(8.21420, 4.07567, -7.60116, 11.91058)
(11.67200, 2.31091, 0.61014, 11.91420)
(-4.11925, -9.59511, 5.76642, 11.92837)
(4.22347, -10.06279, -4.82347, 11.93160)
(9.39636, 5.58643, 4.84130, 11.95566)
(0.66280, 11.86043, -1.37797, 11.95859)
(-1.57449, 5.14999, 10.67835, 11.95945)
(3.22964, -11.50205, 0.96812, 11.98603)
(2.04748, -10.98912, 4.36111, 11.99884)
(-7.74121, 1.60734, -9.03029, 12.00233)
(-5.50392, 1.73229, -10.52974, 12.00706)
(-2.95917, -4.15373, -10.89630, 12.03077)
(-2.93709, 11.42399, 2.37343, 12.03192)
(-0.25037, -4.52448, 11.15792, 12.04296)
(-5.50392, 1.73229, 10.58420, 12.05484)
(-1.57449, 11.98538, 0.12138, 12.08896)
(0.66280, -1.81035, -11.93494, 12.08965)
(5.50540, -7.94218, 7.29401, 12.10745)
(-10.30805, 4.58860, 4.45897, 12.13233)
(-7.74121, 8.56768, -3.75180, 12.14115)
(-10.28597, -6.17742, 1.89324, 12.14685)
(10.75896, 5.02504, 2.58925, 12.15362)
(7.19829, -0.26836, -9.80071, 12.16311)
(3.22964, 2.16873, 11.52509, 12.16395)
(8.19212, 9.00412, 0.24305, 12.17556)
(-10.30805, -2.24679, -6.09800, 12.18563)
(9.37428, 7.49337, 2.12854, 12.18845)
(-8.10998, -3.22740, 8.54411, 12.21433)
(-9.10381, 8.00629, -1.49976, 12.21595)
(10.75896, 5.14999, -2.68923, 12.22741)
(5.91648, 4.44642, 9.75269, 12.24297)
(9.37428, 2.68166, 7.40703, 12.24469)
(-6.82804, -1.10679, 10.10462, 12.24543)
(4.22347, 10.44338, -4.82347, 12.25429)
(-9.10381, -4.66666, -6.77824, 12.27198)
(-4.14133, 8.00629, 8.33215, 12.27501)
(-8.10998, 3.60799, 8.54411, 12.32036)
(4.22347, -10.06279, 5.73350, 12.32763)
(9.39636, 5.58643, -5.71567, 12.33566)
(-11.30188, 0.19030, 4.97207, 12.34869)
(10.39019, -6.64509, -0.95029, 12.36998)
(2.04748, 7.49337, 9.63960, 12.38000)
(-11.67065, -1.68540, -3.84596, 12.40306)
(-1.94326, 9.98473, 7.13881, 12.42713)
(-4.14133, 9.00412, -7.50331, 12.43079)
(-6.82804, -9.22436, 4.82614, 12.45000)
(-4.11925, 6.09936, -10.06904, 12.47220)
(-0.66144, 1.02873, -12.41470, 12.47480)
(1.03157, 9.98473, 7.44005, 12.49453)
(12.08308, 2.31091, -2.20966, 12.49895)
(12.08308, 1.02873, 3.06882, 12.50906)
(8.19212, 8.00629, -5.03543, 12.51268)
(10.39019, 3.14934, -6.22877, 12.51687)
(11.67200, -4.52448, 0.61014, 12.53311)
(-6.41697, -7.94218, 7.28482, 12.54290)
(-1.94326, 0.19030, 12.41729, 12.56987)
(-2.93709, -9.08218, -8.18355, 12.57310)
(2.02540, -2.24679, 12.20533, 12.57459)
(10.39019, 7.02569, -0.95029, 12.57853)
(-9.12589, -7.57143, -4.21251, 12.58386)
(-4.14133, -11.50205, 3.05366, 12.60050)
(-11.30188, 0.19030, -5.58490, 12.60793)
(-4.11925, 10.91106, -4.79055, 12.60828)
(11.67200, 1.02873, -4.66834, 12.61298)
(0.66280, 11.98538, 3.90041, 12.62148)
(9.37428, 0.65797, -8.42843, 12.62333)
(0.66280, -8.64574, 9.17900, 12.62704)
(4.22347, 10.44338, 5.73350, 12.64021)
(9.37428, -4.15373, 7.40703, 12.64890)
(10.39019, -3.68605, -6.22877, 12.66257)
(-9.12589, 6.09936, 6.34446, 12.67817)
(5.50540, 11.28181, 2.01553, 12.71421)
(8.19212, 8.00629, 5.52154, 12.71609)
(-8.10998, 6.56703, -7.29134, 12.73033)
(1.03157, 0.19030, 12.71843, 12.76161)
(-12.58382, 1.02873, -1.86693, 12.76308)
(5.91648, 11.28181, -0.80428, 12.76444)
(4.22347, 6.56703, -10.10195, 12.76765)
(2.04748, -10.98912, -6.19586, 12.78052)
(-11.67065, 5.02504, 1.43264, 12.78700)
(-0.66144, -12.64205, -1.85773, 12.79493)
(4.59224, 1.60734, -11.84090, 12.80153)
(-10.28597, 2.68166, 7.17172, 12.82287)
(-10.30805, 4.58860, -6.09800, 12.82563)
(-6.82804, -9.22436, -5.73083, 12.82784)
(3.22964, -4.66666, 11.52509, 12.84663)
(-1.94326, -10.52144, 7.13881, 12.86233)
(-10.28597, 7.49337, 1.89324, 12.86608)
(2.02540, -9.08218, -8.90861, 12.88222)
(-9.10381, 1.17090, 9.05722, 12.89510)
(1.03157, -10.52144, 7.44005, 12.92746)
(-5.50392, -5.10310, -10.52974, 12.93098)
(0.66280, 5.02504, -11.93494, 12.96662)
(4.59224, -12.06344, -1.28393, 12.97165)
(8.21420, -9.59511, 2.95581, 12.97212)
(-5.50392, -5.10310, 10.58420, 12.97536)
(-7.74121, -5.22805, -9.03029, 12.99250)
(-6.82804, -1.10679, -11.00932, 13.00201)
(3.20756, -2.75972, -12.30161, 13.00900)
(-4.11925, 10.91106, 5.76642, 13.01042)
(-8.10998, -7.10375, -7.29134, 13.01533)
(-1.57449, 11.86043, -5.15711, 13.02860)
(5.91648, -2.38897, -11.36125, 13.03034)
(4.22347, -7.10375, -10.10195, 13.05183)
(-12.99489, 1.02873, 0.95288, 13.07033)
(9.39636, -9.08218, -0.43719, 13.07550)
(-8.10998, -10.06279, -2.01286, 13.07987)
(12.08308, -4.52448, -2.20966, 13.09024)
(-2.93709, 12.42182, -2.90506, 13.09074)
(2.02540, 12.42182, -3.63013, 13.09892)
(11.67200, 1.02873, 5.88863, 13.11373)
(-10.30805, -8.08435, -0.81952, 13.12571)
(-1.57449, 11.86043, 5.39986, 13.12659)
(8.21420, 6.09936, 8.23429, 13.13312)
(-6.41697, 11.28181, 2.00633, 13.13324)
(-5.50392, -11.93849, 0.02723, 13.14615)
(12.99625, -1.68540, 1.08980, 13.15031)
(7.19829, -10.06279, -4.52233, 13.17295)
(2.04748, -6.17742, -11.47434, 13.19140)
(2.02540, 4.58860, 12.20533, 13.19574)
(2.04748, -13.01281, -0.91737, 13.20480)
(-10.28597, -4.15373, 7.17172, 13.20940)
(-12.58382, 2.31091, 3.41156, 13.24128)
(-4.11925, -7.57143, -10.06904, 13.25444)
(-4.11925, 6.09936, 11.04490, 13.27254)
(-9.12589, -9.59511, 1.06597, 13.28474)
(9.39636, -8.08435, 4.84130, 13.30738)
(-11.67065, 5.14999, -3.84596, 13.32358)
(8.19212, 2.16873, -10.31392, 13.34883)
(3.20756, 4.07567, -12.30161, 13.35024)
(-9.10381, 9.00412, 3.77873, 13.35037)
(-4.14133, -12.49988, -2.22482, 13.35468)
(4.59224, 8.44273, 9.27304, 13.35506)
(-8.10998, 10.44338, -2.01286, 13.37489)
(13.36502, 0.19030, -0.64915, 13.38212)
(4.59224, -11.93849, 3.99456, 13.40047)
(-7.74121, 8.56768, 6.80517, 13.40305)
(7.19829, -0.26836, 11.31323, 13.41181)
(3.20756, -9.59511, 8.81233, 13.41685)
(-0.66144, -11.35987, -7.13622, 13.43167)
(6.82952, 8.56768, 7.77358, 13.43414)
(10.75896, -1.68540, 7.86774, 13.43492)
(-9.12589, -7.57143, 6.34446, 13.44844)
(-2.93709, -2.24679, 12.93040, 13.44878)
(-9.12589, -2.75972, -9.49100, 13.45276)
(-10.28597, 0.65797, -8.66373, 13.46456)
(7.19829, 10.44338, -4.52233, 13.46592)
(-6.82804, 5.72860, 10.10462, 13.47377)
(-0.25037, -12.64205, -4.67754, 13.48197)
(-4.14133, 1.17090, -12.78179, 13.48687)
(4.22347, 6.56703, 11.01199, 13.49916)
(10.75896, -1.81035, -7.96772, 13.50989)
(-0.25037, 9.14630, -9.95602, 13.52183)
(6.82952, 8.44273, -8.06176, 13.52457)
(3.22964, 9.00412, -9.58885, 13.54440)
(5.91648, 4.44642, -11.36125, 13.55925)
(-1.57449, -8.52079, -10.43559, 13.56409)
(-11.67065, -1.68540, 6.71102, 13.56769)
(-4.11925, 12.93475, 0.48793, 13.58359)
(3.22964, -12.49988, -4.31037, 13.61091)
(9.39636, -8.08435, -5.71567, 13.64981)
(-5.13516, -3.22740, -12.26869, 13.68600)
(1.03157, -13.48048, 2.16146, 13.69158)
(-0.66144, -5.80666, -12.41470, 13.72150)
(5.50540, -9.22436, -8.54144, 13.72423)
(9.37428, 9.51705, -3.14994, 13.72492)
(0.66280, 11.98538, -6.65657, 13.72583)
(8.19212, 2.16873, 10.80002, 13.72788)
(4.59224, -5.22805, -11.84090, 13.73419)
(-1.94326, -13.48048, 1.86032, 13.74629)
(-1.57449, -8.52079, 10.67835, 13.75173)
(12.08308, -5.80666, 3.06882, 13.75266)
(7.19829, -10.06279, 6.03464, 13.76561)
(4.22347, -7.10375, 11.01199, 13.76825)
(12.99625, -1.81035, -4.18858, 13.77403)
(-5.13516, 3.60799, -12.26869, 13.78072)
(-9.12589, 4.07567, -9.49100, 13.78303)
(3.20756, 12.93475, 3.53385, 13.78710)
(-12.58382, -4.52448, 3.41156, 13.80080)
(7.19829, 6.56703, -9.80071, 13.82010)
(-2.93709, -1.24896, -13.46203, 13.83520)
(11.67200, -5.80666, -4.66834, 13.84725)
(2.04748, 7.49337, -11.47434, 13.85652)
(8.21420, -7.57143, 8.23429, 13.87815)
(-12.99489, 2.31091, -4.32561, 13.88950)
(5.50540, -2.38897, 12.57249, 13.93141)
(-0.25037, -12.64205, 5.87944, 13.94460)
(8.21420, 10.91106, 2.95581, 13.97359)
(8.19212, -4.66666, -10.31392, 13.97374)
(-12.58382, -5.80666, -1.86693, 13.98411)
(10.75896, -8.52079, -2.68923, 13.98539)
(9.39636, -2.24679, 10.11978, 13.99106)
(-4.11925, -7.57143, 11.04490, 14.01016)
(-11.30188, -6.64509, 4.97207, 14.02181)
(12.99625, 5.14999, 1.08980, 14.02186)
(-2.93709, 4.58860, 12.93040, 14.03128)
(6.82952, -11.93849, -2.78338, 14.03271)
(-9.10381, -5.66449, 9.05722, 14.03563)
(9.37428, -6.17742, -8.42843, 14.03838)
(-6.82804, 11.28181, 4.82614, 14.04254)
(10.75896, -8.64574, 2.58925, 14.04309)
(7.19829, 10.44338, 6.03464, 14.04623)
(4.22347, 13.40242, 0.45502, 14.05950)
(1.03157, 13.86108, 2.16146, 14.06647)
(1.03157, 3.14934, -13.67389, 14.06975)
(7.19829, -7.10375, -9.80071, 14.08306)
(6.82952, -12.06344, 2.49521, 14.08527)
(5.50540, 12.56399, -3.26296, 14.10001)
(-1.94326, 13.86108, 1.86032, 14.11972)
(-6.41697, -9.22436, -8.55064, 14.12019)
(8.19212, -11.50205, 0.24305, 14.12328)
(10.39019, 0.19030, 9.60668, 14.15205)
(-6.82804, 5.72860, -11.00932, 14.16489)
(-0.66144, 2.31091, 13.97772, 14.18290)
(1.03157, -3.68605, -13.67389, 14.19952)
(-11.30188, 7.02569, 4.97207, 14.20613)
(-1.94326, -6.64509, 12.41729, 14.21699)
(-13.90794, -1.81035, -2.34650, 14.22020)
(-2.95917, -13.01281, 4.93915, 14.22972)
(-10.30805, -1.24896, 9.73745, 14.23495)
(-11.30188, -6.64509, -5.58490, 14.25064)
(12.08308, 1.02873, -7.48815, 14.25241)
(-5.50392, -12.06344, -5.25115, 14.26164)
(-9.12589, 10.91106, 1.06597, 14.26427)
(-12.99489, -5.80666, 0.95288, 14.26508)
(-2.95917, 9.51705, 10.21764, 14.27344)
(-5.50392, -12.06344, 5.30582, 14.28186)
(10.75896, 5.14999, 7.86774, 14.28912)
(10.75896, 5.02504, -7.96772, 14.30003)
(11.67200, -5.80666, 5.88863, 14.30486)
