4911-Centrize
(x,y,z,r)
(-11.67065, 5.14999, 27.82495, 30.60971)
(13.36502, 27.53186, -0.64915, 30.61124)
(-12.99489, -4.52448, 27.34530, 30.61215)
(-19.16149, -14.77757, -18.75568, 30.61559)
(-30.17082, 1.73229, -4.90853, 30.61654)
(27.87445, -0.73603, -12.64434, 30.61709)
(10.39019, -27.15126, 9.60668, 30.61757)
(-4.14133, -18.33744, 24.16760, 30.61838)
(-9.10381, 21.67707, 19.61418, 30.61847)
(2.04748, 21.16414, -22.03131, 30.61849)
(14.35884, 18.25938, 19.95168, 30.62109)
(17.83885, -22.89514, 9.76189, 30.62199)
(-30.17082, -5.22805, 0.37007, 30.62267)
(30.58337, -1.10679, -1.14701, 30.62488)
(8.19212, 29.51029, 0.24305, 30.62723)
(-26.61015, -6.64509, -13.63240, 30.62841)
(9.39636, -28.59052, -5.71567, 30.63296)
(8.21420, -23.26589, -18.15813, 30.63482)
(-21.45934, -16.43050, 14.43355, 30.63971)
(24.41652, 9.14630, 16.09367, 30.64029)
(29.25913, 1.73229, 8.93031, 30.64062)
(15.56308, -26.17066, 3.43600, 30.64178)
(19.53174, -13.93914, 19.05959, 30.64402)
(-23.63532, -6.64509, 18.33965, 30.64520)
(-27.60398, -2.24679, -13.11930, 30.64545)
(11.67200, -18.19526, 21.72408, 30.64701)
(24.00545, 2.31091, 18.91347, 30.64835)
(-16.47477, -25.17283, 5.86427, 30.65092)
(7.19829, 20.23781, 21.87020, 30.65437)
(-27.60398, -1.24896, 13.27313, 30.65478)
(-20.44343, 10.44338, -20.31618, 30.65527)
(-15.27053, -2.24679, -26.48687, 30.65602)
(-22.61942, -19.84820, -5.85312, 30.65694)
(-28.78614, 4.07567, -9.72630, 30.65704)
(-0.66144, -25.03065, -17.69318, 30.65974)
(-18.75042, -21.61296, -11.01851, 30.66114)
(10.75896, 25.53121, 13.14622, 30.66628)
(1.03157, 30.49090, -3.11692, 30.66715)
(-29.80205, -7.10375, -1.36888, 30.66756)
(-6.82804, -21.61296, 20.66159, 30.66991)
(-22.61942, 2.68166, 20.53930, 30.67071)
(29.25913, 8.44273, 3.65182, 30.67103)
(-6.41697, 4.44642, -29.66458, 30.67467)
(27.89653, 8.00629, -9.93159, 30.67496)
(13.36502, 9.98473, 25.74338, 30.67638)
(8.21420, 26.60552, -12.87965, 30.67918)
(-15.29261, 23.18783, 13.02825, 30.68020)
(-0.25037, 22.81708, -20.51299, 30.68329)
(17.83885, 24.95259, -0.79508, 30.68369)
(-1.94326, 7.02569, -29.81059, 30.68888)
(-9.10381, 9.00412, -27.89218, 30.69083)
(20.52557, 22.67490, -2.56756, 30.69271)
(-16.47477, 2.16873, -25.80664, 30.69371)
(7.19829, -27.60992, 11.31323, 30.69384)
(-5.50392, -25.73422, -15.80812, 30.69918)
(-29.80205, -3.22740, -6.64747, 30.70451)
(10.39019, 20.69647, 20.16365, 30.70623)
(9.37428, 27.99953, -8.42843, 30.70650)
(30.17229, 4.44642, -3.60569, 30.71057)
(22.72363, -20.31587, -3.76090, 30.71225)
(-26.61015, 7.02569, -13.63240, 30.71323)
(0.66280, 5.02504, 30.29293, 30.71404)
(-25.32834, 1.02873, -17.35045, 30.71842)
(-22.64149, -8.08435, -19.12285, 30.71933)
(16.92568, -25.60927, 1.18395, 30.71994)
(28.89036, 10.44338, 0.11228, 30.72018)
(-24.00409, 18.69582, 4.24325, 30.72027)
(26.71437, 9.51705, -11.81708, 30.72255)
(2.04748, 30.02322, -6.19586, 30.72417)
(9.37428, 16.35244, -24.26388, 30.72483)
(-5.50392, -25.73422, 15.86279, 30.72737)
(-17.83737, 8.44273, -23.55448, 30.72890)
(-4.14133, 29.51029, -7.50331, 30.72959)
(-1.94326, -20.31587, 22.97426, 30.72991)
(-23.63532, 7.02569, 18.33965, 30.72998)
(26.69229, 4.58860, -14.52983, 30.73515)
(2.02540, 12.42182, 28.04078, 30.73580)
(-0.25037, 14.69951, 26.99337, 30.73728)
(21.70773, 7.49337, 20.43187, 30.73821)
(-17.46860, -0.26836, -25.29343, 30.74055)
(22.72363, 16.82012, 12.07456, 30.74207)
(-12.99489, -11.35987, -25.43954, 30.74222)
(4.59224, 28.94890, 9.27304, 30.74275)
(-1.57449, -15.48113, 26.51380, 30.74290)
(-1.94326, 30.49090, -3.41816, 30.74337)
(-30.17082, 1.73229, 5.64845, 30.74384)
(-28.80822, 8.00629, -7.16057, 30.74553)
(19.16297, -12.06344, 20.79853, 30.74614)
(-29.80205, 3.60799, -6.64747, 30.74685)
(27.89653, -11.50205, 5.90387, 30.74685)
(-18.75042, 18.11720, -16.29700, 30.74741)
(12.08308, 15.98169, -23.32360, 30.74745)
(-26.61015, -13.48048, 7.48154, 30.75381)
(-15.27053, 4.58860, 26.29798, 30.75432)
(-1.57449, -22.19157, 21.23532, 30.75522)
(30.17229, 5.72860, 1.67279, 30.75683)
(-4.11925, -30.10128, -4.79055, 30.75719)
(-24.00409, -15.35618, -11.59231, 30.76346)
(25.69846, 16.82012, 1.81883, 30.76744)
(21.70773, 0.65797, -21.79601, 30.76888)
(12.08308, 14.69951, 24.18276, 30.77145)
(4.59224, 1.60734, 30.38698, 30.77403)
(-26.24138, -15.35618, -4.81437, 30.78312)
(10.75896, -22.19157, 18.42470, 30.78459)
(9.37428, 23.18783, 17.96400, 30.79380)
(-4.14133, 8.00629, 29.44608, 30.79486)
(-28.78614, 10.91106, 0.83067, 30.79583)
(-16.45269, 24.58184, 8.57703, 30.79811)
(27.87445, 12.93475, -2.08737, 30.80016)
(5.91648, 26.23477, 15.03118, 30.80916)
(16.92568, -5.22805, -25.20848, 30.81036)
(10.39019, 23.65551, -16.78574, 30.81071)
(12.99625, 5.02504, 27.48232, 30.81285)
(-2.93709, -9.08218, -29.29749, 30.81323)
(10.75896, 25.65616, -13.24620, 30.81323)
(18.24992, -21.61296, 12.22057, 30.81431)
(21.72980, -21.75513, 2.03069, 30.81548)
(-19.16149, -22.89514, 7.63675, 30.81672)
(6.82952, 28.94890, -8.06176, 30.81677)
(12.99625, 11.86043, -25.30252, 30.81866)
(-22.61942, 14.32876, 15.26082, 30.81954)
(15.56308, -18.33744, 19.27145, 30.81980)
(15.54100, 26.60552, 0.72324, 30.82044)
(19.53174, 20.23781, -12.61132, 30.82375)
(-22.61942, -13.01281, -16.41009, 30.82632)
(18.24992, -2.38897, -24.72883, 30.82664)
(27.87445, 10.91106, -7.36586, 30.82681)
(2.04748, 0.65797, 30.75353, 30.82864)
(-19.16149, -2.38897, -24.03416, 30.83035)
(-26.24138, 11.86043, 11.02108, 30.83414)
(-22.61942, -4.15373, 20.53930, 30.83431)
(-19.16149, 5.72860, 23.47220, 30.83705)
(-2.93709, -29.58835, -8.18355, 30.83938)
(-0.66144, 7.86412, 29.81318, 30.84003)
(-26.24138, 5.14999, -15.37134, 30.84495)
(-7.74121, 29.07385, 6.80517, 30.84681)
(-16.45269, 17.74645, 19.13400, 30.85024)
(15.56308, -25.17283, 8.71448, 30.85163)
(13.36502, -10.52144, 25.74338, 30.85524)
(6.82952, 29.07385, 7.77358, 30.86033)
(26.69229, 12.42182, -9.25135, 30.86045)
(24.41652, -18.19526, -5.02027, 30.86158)
(-20.07466, -11.93849, 20.17275, 30.86193)
(20.52557, 21.67707, -7.84604, 30.86673)
(25.32969, -1.81035, -17.55616, 30.87215)
(16.55691, -10.06279, 24.03683, 30.87329)
(-22.61942, -17.82451, -11.13161, 30.87497)
(12.99625, -22.31652, 16.92535, 30.87713)
(-9.10381, 15.83951, 24.89267, 30.87741)
(-12.99489, -26.31283, -9.60409, 30.87832)
(-15.29261, -26.68358, -2.80721, 30.88297)
(-6.82804, -29.73053, 4.82614, 30.88395)
(-17.46860, -20.77453, -14.73646, 30.88521)
(-1.57449, -29.02696, -10.43559, 30.88600)
(20.54765, -9.59511, -20.96874, 30.88624)
(28.89036, -3.22740, -10.44469, 30.88949)
(24.00545, -4.52448, 18.91347, 30.89421)
(6.82952, 8.56768, 28.88753, 30.89558)
(-12.99489, -19.47744, -20.16106, 30.89832)
(0.66280, 25.65616, -17.21353, 30.90281)
(-27.60398, 4.58860, -13.11930, 30.90552)
(19.53174, -23.73357, 3.22403, 30.90575)
(10.39019, 9.98473, -27.34271, 30.90752)
(25.32969, -15.35618, 8.83616, 30.91089)
(1.03157, -20.31587, 23.27540, 30.91186)
(14.35884, -15.91757, -22.27619, 30.91560)
(-8.10998, -3.22740, 29.65805, 30.91582)
(-15.27053, 4.58860, -26.48687, 30.91600)
(-19.16149, -16.05975, 18.19372, 30.92070)
(-26.61015, 13.86108, 7.48154, 30.92253)
(-4.11925, -30.10128, 5.76642, 30.92421)
(-2.93709, 19.25721, -24.01900, 30.92538)
(-27.60398, 11.42399, 7.99464, 30.92574)
(-16.47477, -26.17066, 0.58579, 30.92999)
(28.89036, 3.60799, -10.44469, 30.93157)
(-22.64149, 19.25721, -8.56588, 30.93302)
(10.75896, -22.31652, -18.52469, 30.93455)
(14.38092, 21.16414, 17.38596, 30.93547)
(-26.24138, -1.68540, 16.29957, 30.93746)
(-26.24138, -15.35618, 5.74260, 30.94188)
(-22.64149, -15.91757, -13.84436, 30.94629)
(-10.28597, 23.18783, 17.72869, 30.94807)
(3.22964, 2.16873, -30.70279, 30.94827)
(24.41652, -18.19526, 5.53670, 30.94979)
(-17.46860, -23.73357, -9.45808, 30.94979)
(-4.11925, -16.43050, -25.90449, 30.95113)
(-6.82804, -28.44835, 10.10462, 30.95212)
(30.58337, -2.38897, 4.13147, 30.95349)
(-10.30805, 19.25721, -21.93346, 30.95436)
(10.39019, 27.53186, 9.60668, 30.95557)
(-8.10998, 3.60799, 29.65805, 30.95787)
(10.75896, -1.68540, 28.98168, 30.96019)
(-14.27670, 16.82012, -21.72149, 30.96068)
(-5.13516, 27.07320, 14.12384, 30.96467)
(-5.50392, 15.27812, -26.36509, 30.96502)
(22.72363, 20.69647, -3.76090, 30.96533)
(28.89036, -3.22740, 10.66925, 30.96614)
(2.02540, -29.58835, -8.90861, 30.96670)
(-1.57449, -29.02696, 10.67835, 30.96887)
(-16.47477, -4.66666, -25.80664, 30.97060)
(-0.66144, 28.37029, -12.41470, 30.97475)
(-1.94326, 20.69647, 22.97426, 30.98285)
(12.08308, 28.37029, 3.06882, 30.98857)
(-30.17082, -5.10310, -4.90853, 30.99054)
(19.16297, -18.77388, 15.51995, 30.99268)
(11.67200, -12.64205, -25.78228, 30.99650)
(9.37428, -26.68358, 12.68551, 30.99698)
(-2.95917, -26.68358, 15.49612, 30.99839)
(-22.64149, 11.42399, 17.82655, 30.99888)
(16.55691, 10.44338, 24.03683, 30.99943)
(9.37428, 0.65797, -29.54237, 31.00099)
(19.16297, 22.11351, 10.24157, 31.00188)
(6.82952, -18.89883, 23.60914, 31.00322)
(19.53174, 6.56703, -23.16829, 31.00620)
(-10.30805, 25.09477, 15.01594, 31.00777)
(28.89036, 3.60799, 10.66925, 31.00812)
(14.38092, -24.65990, 12.10747, 31.00826)
(7.19829, -20.77453, 21.87020, 31.01132)
(-5.50392, 15.27812, 26.41975, 31.01157)
(26.71437, 14.32876, -6.53859, 31.01168)
(8.21420, 17.74645, 24.06975, 31.01229)
(29.25913, -5.10310, 8.93031, 31.01433)
(-12.58382, 2.31091, -28.25935, 31.02070)
(9.39636, 12.42182, -26.82961, 31.02291)
(-16.47477, 14.84168, 21.69973, 31.02534)
(-0.25037, -26.31283, 16.43640, 31.02553)
(21.70773, -19.84820, 9.87490, 31.02725)
(12.99625, 25.65616, 11.64676, 31.02882)
(-20.07466, 8.56768, -22.05513, 31.02944)
(-14.27670, -27.15126, 4.67094, 31.02955)
(11.67200, 28.37029, -4.66834, 31.03066)
(-15.29261, -19.84820, 18.30673, 31.03146)
(-6.82804, -29.73053, -5.73083, 31.03819)
(24.00545, 7.86412, -18.03592, 31.03869)
(22.72363, -17.35683, 12.07456, 31.03898)
(20.54765, -23.26589, 0.14520, 31.04075)
(-5.13516, -30.56896, -1.71172, 31.04450)
(-21.43726, 1.17090, 22.42480, 31.04510)
(9.39636, -29.58835, -0.43719, 31.04760)
(26.71437, -6.17742, 14.57535, 31.05252)
(18.24992, 4.44642, -24.72883, 31.05391)
(30.17229, -2.38897, 6.95128, 31.05471)
(-19.16149, 4.44642, -24.03416, 31.05760)
(10.75896, -1.81035, -29.08166, 31.06083)
(-10.28597, 27.99953, -8.66373, 31.06180)
(25.69846, -17.35683, 1.81883, 31.06411)
(24.00545, -19.47744, 3.07802, 31.06617)
(12.08308, 1.02873, -28.60209, 31.06668)
(-17.83737, 8.56768, 23.95178, 31.06871)
(14.38092, -26.68358, 6.82899, 31.07185)
(16.92568, -25.73422, -4.09454, 31.07240)
(10.75896, -29.02696, -2.68923, 31.07333)
(-24.00409, 18.69582, -6.31372, 31.07400)
(-28.80822, -11.50205, -1.88209, 31.07656)
(-28.78614, -2.75972, 11.38764, 31.07951)
(8.21420, 6.09936, 29.34823, 31.08044)
(-5.13516, -23.73357, 19.40222, 31.08212)
(20.54765, -9.59511, 21.25913, 31.08412)
(10.39019, -10.52144, -27.34271, 31.08506)
(-12.58382, 28.37029, -1.86693, 31.09197)
(14.35884, -1.24896, -27.55468, 31.09657)
(27.89653, 8.00629, 11.18235, 31.10245)
(18.24992, 18.11720, 17.49905, 31.10481)
(24.41652, -11.35987, -15.57724, 31.11051)
(-21.45934, -0.73603, -22.51584, 31.11283)
(-9.10381, 29.51029, 3.77873, 31.11295)
(-9.10381, -19.33527, -22.61370, 31.11448)
(-30.17082, -5.10310, 5.64845, 31.11631)
(21.70773, 16.35244, 15.15339, 31.11676)
(14.35884, -21.75513, -16.99771, 31.11887)
(-4.14133, -11.50205, -28.61725, 31.11904)
(-27.62606, 14.32876, 0.00340, 31.12093)
(19.53174, -7.10375, -23.16829, 31.12429)
(18.24992, 24.95259, -3.61489, 31.12489)
(13.36502, 23.65551, 15.18641, 31.12609)
(6.82952, 8.44273, -29.17570, 31.13107)
(-16.45269, -23.26589, -12.53691, 31.13145)
(-24.91726, 14.69951, 11.50065, 31.13215)
(3.20756, 12.93475, -28.13706, 31.13343)
(-27.60398, 5.58643, 13.27313, 31.13461)
(30.58337, 5.72860, -1.14701, 31.13639)
(-5.50392, 22.23846, -21.08671, 31.13667)
(4.59224, -25.60927, -17.11938, 31.14477)
(6.82952, -18.77388, -23.89732, 31.14776)
(-26.61015, 9.98473, 12.76003, 31.15467)
(-24.91726, -18.19526, -4.33480, 31.15651)
(-0.25037, 2.31091, -31.06996, 31.15679)
(2.04748, -17.82451, 25.47505, 31.15901)
(17.83885, 19.39939, -16.63054, 31.16305)
(1.03157, 20.69647, 23.27540, 31.16331)
(8.19212, 14.84168, -26.14937, 31.16370)
(-7.74121, 1.60734, -30.14423, 31.16383)
(20.52557, -19.33527, 13.26790, 31.16390)
(17.83885, -22.89514, -11.35205, 31.16538)
(-12.99489, 22.81708, 16.78833, 31.16624)
(5.91648, -22.89514, 20.30966, 31.17169)
(-24.91726, -11.35987, -14.89177, 31.17181)
(4.59224, -5.22805, 30.38698, 31.17354)
(-5.50392, 22.23846, 21.14116, 31.17357)
(19.16297, -12.06344, -21.42934, 31.17632)
(19.53174, -20.77453, -12.61132, 31.17876)
(25.69846, 0.19030, 17.65418, 31.17879)
(30.58337, 4.44642, 4.13147, 31.17984)
(10.75896, -29.15191, 2.58925, 31.18162)
(-29.80205, -0.26836, 9.18809, 31.18742)
(-10.28597, -26.68358, 12.45021, 31.19010)
(-31.08386, -1.10679, 2.34907, 31.19214)
(23.09240, -1.81035, 20.89258, 31.19353)
(3.22964, 29.51029, -9.58885, 31.19670)
(14.35884, 25.09477, -11.71922, 31.19718)
(19.53174, 24.11416, 3.22403, 31.19897)
(-10.28597, 16.35244, -24.49919, 31.19958)
(1.03157, -31.02761, -3.11692, 31.20083)
(27.87445, -2.75972, 13.74808, 31.20274)
(26.71437, -10.98912, -11.81708, 31.20996)
(27.87445, 6.09936, -12.64434, 31.21004)
(-21.43726, -19.33527, 11.86782, 31.21304)
(19.16297, 22.11351, -10.87237, 31.21595)
(-12.99489, 28.37029, 0.95288, 31.21936)
(17.83885, -1.10679, 25.59734, 31.21976)
(3.22964, -4.66666, -30.70279, 31.22290)
(-25.32834, -18.19526, -1.51500, 31.22319)
(-28.78614, 4.07567, 11.38764, 31.22389)
(-18.75042, 12.56399, -21.57548, 31.22392)
(10.39019, -24.19222, -16.78574, 31.22468)
(29.25913, 8.44273, -6.90515, 31.22591)
(25.32969, 5.02504, -17.55616, 31.22600)
(22.72363, -20.31587, 6.79607, 31.22955)
(-15.29261, -13.01281, -23.92115, 31.23169)
(4.22347, -30.56896, -4.82347, 31.23403)
(24.41652, -19.47744, 0.25821, 31.23466)
(-14.27670, -27.15126, -5.88604, 31.23557)
(11.67200, 28.37029, 5.88863, 31.23755)
(-17.46860, 24.11416, -9.45808, 31.24260)
(-17.83737, 22.11351, -12.99751, 31.24283)
(4.22347, -16.89818, -25.93741, 31.24316)
(30.17229, -7.94218, 1.67279, 31.24490)
(-25.32834, -5.80666, -17.35045, 31.24548)
(-14.27670, -17.35683, -21.72149, 31.25551)
(-14.27670, -6.64509, -26.99998, 31.25668)
(-4.14133, -25.17283, -18.06028, 31.25693)
(-6.82804, -28.44835, -11.00932, 31.25917)
(24.00545, -18.19526, 8.35650, 31.25957)
(-10.30805, 11.42399, -27.21194, 31.26105)
(-12.58382, -4.52448, -28.25935, 31.26362)
(-6.82804, -16.05975, 25.94007, 31.26380)
(10.39019, -27.15126, -11.50726, 31.26602)
(3.22964, -26.17066, 16.80357, 31.26810)
(-27.60398, 12.42182, -7.84081, 31.26915)
(15.56308, -26.17066, -7.12098, 31.27013)
(-9.10381, 28.51246, 9.05722, 31.27096)
(-2.95917, 23.18783, 20.77461, 31.27325)
(-1.94326, -31.02761, -3.41816, 31.27575)
(24.00545, 14.69951, 13.63499, 31.27699)
(-0.25037, 29.65247, -9.95602, 31.28025)
(30.17229, 4.44642, 6.95128, 31.28032)
(-25.32834, 15.98169, 9.04198, 31.28412)
(-6.82804, -21.61296, -21.56629, 31.28653)
(-16.45269, 19.77014, -17.81540, 31.28798)
(-23.63532, -20.31587, -2.77429, 31.28993)
(3.22964, 14.84168, 27.36054, 31.29386)
(-7.74121, 28.94890, -9.03029, 31.29715)
(-12.58382, -25.03065, 13.96853, 31.30504)
(20.52557, 14.84168, -18.40301, 31.30887)
(0.66280, 18.82077, 25.01435, 31.31099)
(-31.08386, -2.38897, -2.92942, 31.31286)
(19.16297, -18.77388, -16.15096, 31.31344)
(-26.24138, 5.14999, 16.29957, 31.31786)
(20.54765, 10.91106, -20.96874, 31.32004)
(-19.16149, -7.94218, 23.47220, 31.32387)
(25.32969, 11.86043, 14.11475, 31.32873)
(-26.61015, -10.52144, 12.76003, 31.33080)
(26.69229, -15.91757, -3.97286, 31.33099)
(-22.61942, 21.16414, 4.70385, 31.33186)
(-30.17082, 8.44273, 0.37007, 31.33201)
(-20.44343, -23.73357, 0.79775, 31.33452)
(-7.74121, -11.93849, 27.91910, 31.33576)
(-20.07466, -18.89883, 14.89426, 31.33683)
(-17.83737, -25.60927, 2.83784, 31.33783)
(-14.27670, 7.02569, -26.99998, 31.33980)
(-24.00409, -1.68540, 20.07860, 31.33986)
(10.75896, 5.14999, 28.98168, 31.34031)
(26.71437, 7.49337, 14.57535, 31.34085)
(8.21420, -30.10128, 2.95581, 31.34162)
(30.58337, -2.38897, -6.42550, 31.34225)
(-2.95917, -26.68358, -16.17479, 31.34316)
(27.87445, 4.07567, 13.74808, 31.34654)
(26.71437, 16.35244, -1.26011, 31.34721)
(-11.67065, -8.52079, 27.82495, 31.35340)
(-13.90794, -15.48113, -23.46044, 31.36062)
(-14.27670, 27.53186, 4.67094, 31.36312)
(-21.45934, 17.74645, 14.43355, 31.36506)
(8.21420, -9.59511, -28.71510, 31.37031)
(24.41652, -11.35987, 16.09367, 31.37227)
(19.53174, -3.22740, 24.33797, 31.37262)
(-5.13516, 24.11416, 19.40222, 31.37369)
(15.54100, -2.75972, 27.11566, 31.37512)
(-1.94326, 30.49090, 7.13881, 31.37568)
(21.70773, -6.17742, -21.79601, 31.37597)
(9.39636, -14.91974, 25.95524, 31.37778)
(4.22347, -30.56896, 5.73350, 31.38745)
(-0.25037, -4.52448, -31.06996, 31.39866)
(-24.91726, 9.14630, 16.77914, 31.40166)
(1.03157, 30.49090, 7.44005, 31.40244)
(8.21420, -7.57143, 29.34823, 31.40252)
(-28.80822, 9.00412, 8.67488, 31.40448)
(-22.61942, 14.32876, -16.41009, 31.40450)
(-17.83737, -25.73422, -2.44054, 31.40666)
(-5.50392, 29.07385, -10.52974, 31.40792)
(10.75896, 5.02504, -29.08166, 31.41256)
(20.52557, 2.16873, -23.68150, 31.41362)
(19.53174, 3.60799, 24.33797, 31.41406)
(19.53174, -16.89818, -17.88991, 31.41793)
(5.50540, -29.73053, -8.54144, 31.41926)
(-5.13516, 30.94955, -1.71172, 31.41933)
(2.02540, 19.25721, -24.74407, 31.41992)
(-5.50392, 29.07385, 10.58420, 31.42622)
(14.38092, 16.35244, 22.66444, 31.43072)
(2.02540, -9.08218, -30.02255, 31.43154)
(-17.46860, 6.56703, -25.29343, 31.43303)
(14.38092, 0.65797, 27.94293, 31.43328)
(-11.67065, -29.15191, 1.43264, 31.43391)
(2.04748, -6.17742, 30.75353, 31.43457)
(-5.13516, -27.60992, 14.12384, 31.43501)
(27.87445, -14.40681, -2.08737, 31.44675)
(17.83885, -16.05975, 20.31885, 31.44831)
(4.22347, 17.27877, -25.93741, 31.45064)
(-22.61942, 2.68166, -21.68858, 31.45193)
(-28.80822, 2.16873, -12.43906, 31.45389)
(-16.45269, 26.60552, 3.29854, 31.45513)
(-21.43726, 22.67490, -3.96763, 31.45551)
(-2.93709, 25.09477, -18.74051, 31.45760)
(23.09240, 18.69582, 10.33561, 31.45819)
(3.20756, 24.58184, 19.36930, 31.45990)
(-8.10998, 27.07320, 13.82260, 31.46100)
(-22.64149, -21.75513, 1.99109, 31.46248)
(-4.11925, -0.73603, -31.18298, 31.46248)
(-11.30188, -13.48048, 26.08600, 31.46324)
(-20.07466, 22.23846, 9.61578, 31.46433)
(16.92568, 22.11351, -14.65151, 31.46669)
(20.52557, 1.17090, 23.82487, 31.46894)
(-2.93709, 12.42182, 28.76585, 31.47065)
(16.92568, -25.73422, 6.46243, 31.47208)
(-9.12589, -30.10128, 1.06597, 31.47229)
(30.17229, -1.10679, -8.88418, 31.47254)
(2.02540, 26.09260, 17.48381, 31.47395)
(-24.91726, -18.19526, 6.22217, 31.47464)
(21.72980, 12.42182, -19.08325, 31.47470)
(22.72363, 20.69647, 6.79607, 31.47847)
(-17.46860, -16.89818, -20.01505, 31.48496)
(-10.30805, -21.75513, 20.29442, 31.48659)
(21.70773, -19.84820, -11.23904, 31.48797)
(23.09240, -1.81035, -21.33530, 31.49177)
(-0.66144, 21.53490, -22.97167, 31.49424)
(9.37428, 9.51705, 28.52097, 31.49440)
(-27.60398, -14.91974, 2.71616, 31.49533)
(-17.83737, 22.23846, 13.39480, 31.49828)
(-0.25037, 22.81708, 21.71489, 31.49949)
(4.22347, -0.26836, -31.21589, 31.50145)
(-12.58382, 22.81708, -17.70238, 31.50152)
(15.54100, -9.59511, -25.66919, 31.50390)
(-12.58382, 21.53490, 19.24701, 31.50479)
(0.66280, -29.15191, -11.93494, 31.50740)
(0.66280, -8.64574, 30.29293, 31.50952)
(-10.28597, 0.65797, -29.77767, 31.51101)
(5.91648, -14.77757, -27.19670, 31.51257)
(-9.10381, -11.50205, -27.89218, 31.51428)
(20.54765, 10.91106, 21.25913, 31.51520)
(16.92568, 8.44273, -25.20848, 31.51548)
(14.38092, -13.01281, -24.84192, 31.51611)
(15.54100, 4.07567, 27.11566, 31.51814)
(5.91648, -2.38897, 30.86663, 31.51921)
(-4.14133, 28.51246, -12.78179, 31.51960)
(-11.67065, -29.02696, -3.84596, 31.52079)
(-12.99489, -26.31283, 11.50985, 31.52315)
(-22.61942, 21.16414, -5.85312, 31.52488)
(-8.10998, -23.73357, 19.10108, 31.52627)
(3.20756, -30.10128, 8.81233, 31.52828)
(-11.67065, 18.69582, 22.54657, 31.52912)
(27.87445, -7.57143, -12.64434, 31.53079)
(9.37428, -17.82451, -24.26388, 31.53294)
(-21.45934, 19.77014, -11.95887, 31.53373)
(24.00545, 15.98169, -12.75743, 31.53456)
(-21.43726, -5.66449, 22.42480, 31.53591)
(13.36502, -24.19222, 15.18641, 31.53592)
(-9.10381, 1.17090, 30.17115, 31.53647)
(-31.08386, 4.44642, -2.92942, 31.53662)
(7.19829, -16.89818, -25.63627, 31.53700)
(-23.63532, 20.69647, -2.77429, 31.53837)
(5.50540, -9.22436, -29.65538, 31.54109)
(23.09240, 5.02504, 20.89258, 31.54378)
(-11.67065, -15.35618, -24.95989, 31.54382)
(8.19212, -26.17066, -15.59240, 31.54580)
(5.50540, 12.56399, 28.40795, 31.54640)
(-17.46860, -7.10375, -25.29343, 31.54953)
(-21.45934, -21.24220, 9.15507, 31.55233)
(-5.13516, 13.40242, -28.10404, 31.55680)
(-26.61015, 16.82012, 2.20306, 31.55741)
(-7.74121, -5.22805, -30.14423, 31.55841)
(21.72980, 18.25938, -13.80476, 31.56202)
(30.58337, 4.44642, -6.42550, 31.56581)
(-10.28597, 9.51705, 28.28566, 31.56666)
(-14.27670, 27.53186, -5.88604, 31.56696)
(-18.75042, -14.77757, 20.65240, 31.56701)
(14.35884, 5.58643, -27.55468, 31.56968)
(8.19212, 14.84168, 26.63548, 31.57269)
(14.35884, 12.42182, 25.23017, 31.57593)
(3.20756, -28.07759, 14.09082, 31.57833)
(-18.75042, 24.95259, 4.81694, 31.58184)
(-2.93709, 11.42399, -29.29749, 31.58285)
(-26.24138, -8.52079, -15.37134, 31.58310)
(-2.95917, 2.68166, 31.33158, 31.58505)
(-31.49494, -2.38897, -0.10961, 31.58560)
(-28.80822, -12.49988, 3.39640, 31.58632)
(12.08308, -5.80666, -28.60209, 31.58793)
(3.20756, -9.59511, 29.92627, 31.59013)
(-6.41697, -29.73053, -8.55064, 31.59423)
(-19.16149, 24.95259, -2.92022, 31.59624)
(10.39019, 27.53186, -11.50726, 31.59709)
(19.53174, -23.73357, -7.33294, 31.59973)
(-15.27053, -22.75296, 15.74100, 31.60167)
(25.32969, 18.82077, -1.72082, 31.60341)
(9.37428, -6.17742, -29.54237, 31.60362)
(27.89653, 14.84168, 0.62539, 31.60511)
(12.99625, -8.64574, 27.48232, 31.60584)
(23.09240, 18.69582, -10.77833, 31.60641)
(4.22347, 30.94955, -4.82347, 31.60662)
(9.37428, 30.02322, -3.14994, 31.61002)
(22.72363, -13.48048, 17.35304, 31.61036)
(20.52557, 22.67490, 7.98941, 31.61140)
(-22.61942, -4.15373, -21.68858, 31.61148)
(-20.44343, -10.06279, 21.91170, 31.61196)
(4.59224, 28.94890, -11.84090, 31.61225)
(31.49641, 1.73229, 2.15237, 31.61736)
(-9.10381, 29.51029, -6.77824, 31.61774)
(30.58337, -7.94218, -1.14701, 31.61861)
(-20.44343, 24.11416, 0.79775, 31.62377)
(22.72363, 9.98473, -19.59635, 31.62397)
(19.53174, 17.27877, -17.88991, 31.62426)
(5.91648, 26.23477, -16.63973, 31.62513)
(-12.99489, 9.14630, 27.34530, 31.62733)
(-11.30188, 13.86108, 26.08600, 31.62818)
(3.20756, 31.41723, -1.74464, 31.62870)
(21.72980, -22.75296, -3.24780, 31.62957)
(-1.57449, -1.68540, -31.54953, 31.63372)
(-2.95917, -31.49529, -0.33933, 31.63582)
(5.50540, 19.39939, -24.37690, 31.63667)
(-19.16149, -21.61296, 12.91523, 31.63994)
