6121-Centrize
(x,y,z,r)
(12.33345, -6.83539, 7.74636, 16.08858)
(12.33345, 6.83539, 7.74636, 16.08858)
(9.68521, -8.63925, 9.51429, 16.09228)
(-3.95164, -11.11598, -10.98124, 16.11733)
(2.21509, -7.69829, 14.00587, 16.13489)
(0.00000, 15.28462, -5.27848, 16.17040)
(0.00000, 15.28462, 5.27849, 16.17040)
(-3.95164, -14.61174, -5.70276, 16.17529)
(15.85193, 1.61384, 2.83050, 16.18332)
(-6.16672, 11.86692, -9.15166, 16.20510)
(6.16672, 11.86692, 9.15167, 16.20510)
(-11.03005, 5.97249, 10.28130, 16.21844)
(-14.98168, -1.80386, -5.97843, 16.23103)
(8.38181, 5.89443, 12.60057, 16.24110)
(-4.86332, 12.72982, 8.87599, 16.26295)
(-8.81496, -5.22156, -12.66222, 16.28803)
(14.54853, -4.35866, 5.91678, 16.29926)
(-8.81496, 0.00000, 13.73020, 16.31631)
(2.21509, -14.53368, -7.10806, 16.32970)
(13.63684, -7.69829, 4.66008, 16.33841)
(8.38181, 2.55480, -13.79185, 16.34004)
(1.30340, 16.14752, 2.19220, 16.34769)
(1.30340, -14.53368, 7.47069, 16.39323)
(2.21509, 16.14752, -1.82958, 16.40111)
(3.51849, 15.28462, -4.91586, 16.43670)
(-14.98168, 5.03153, 4.57854, 16.45388)
(14.54853, -7.69829, 0.63830, 16.47213)
(-11.03005, -11.19404, 5.00281, 16.49232)
(7.47012, 9.39019, 11.34387, 16.51247)
(13.63684, 9.31213, -0.61841, 16.52458)
(-16.28508, -0.94096, -2.89215, 16.56665)
(-8.81496, -13.67078, 3.17323, 16.57297)
(-8.81496, 13.67078, 3.17323, 16.57297)
(-11.03005, 5.97249, -10.83264, 16.57343)
(7.47012, -11.11598, -9.77007, 16.57776)
(3.51849, 1.61384, 16.19808, 16.65418)
(-16.28508, 2.55480, 2.38634, 16.65609)
(-11.03005, -11.19404, -5.55416, 16.66785)
(3.51849, 15.28462, 5.64111, 16.66797)
(0.00000, -5.22156, -15.83545, 16.67412)
(0.00000, -5.22156, 15.83545, 16.67412)
(8.38181, -4.28060, -13.79185, 16.69711)
(3.51849, -5.22156, -15.47283, 16.70488)
(-3.95164, 16.22558, -0.42427, 16.70523)
(-6.16672, -15.47464, 1.40531, 16.71729)
(6.16672, -15.47464, -1.40530, 16.71729)
(13.63684, -7.69829, -5.89689, 16.73322)
(-10.11836, 9.31213, -9.57594, 16.75695)
(-3.95164, -0.94096, -16.25973, 16.75946)
(7.47012, -0.94096, -15.04856, 16.82698)
(2.21509, -11.19404, -12.38655, 16.84161)
(-10.11836, 12.80788, -4.29745, 16.87872)
(-14.98168, 5.03153, -5.97843, 16.89701)
(-11.03005, 12.80788, -0.27567, 16.90502)
(15.85193, -5.22156, 2.83050, 16.92809)
(-11.03005, -7.69829, 10.28130, 16.93017)
(-3.95164, 5.89443, 15.41118, 16.96656)
(8.38181, -14.61174, 2.04360, 16.96862)
(-12.33345, 8.44923, 8.08909, 16.99814)
(12.33345, 8.44923, -8.08909, 16.99814)
(-16.28508, -4.28060, 2.38634, 17.00653)
(7.47012, -14.61174, -4.49159, 17.01411)
(8.38181, -7.77635, 12.60057, 17.01472)
(1.30340, -11.19404, 12.74917, 17.01608)
(13.63684, 2.47674, 9.93856, 17.05499)
(-8.81496, -12.05694, 8.45172, 17.16115)
(-17.19677, -0.94096, 1.12963, 17.25950)
(-11.03005, -7.69829, -10.83264, 17.27055)
(0.00000, -13.67078, -10.55697, 17.27252)
(0.00000, 13.67078, -10.55697, 17.27252)
(0.00000, -13.67078, 10.55697, 17.27252)
(0.00000, 13.67078, 10.55697, 17.27252)
(-2.64824, 11.86692, 12.32490, 17.31300)
(-4.86332, 16.22558, 3.59751, 17.31656)
(3.51849, -5.22156, 16.19808, 17.37878)
(9.68521, -8.63925, -11.59965, 17.40666)
(3.51849, -13.67078, -10.19435, 17.41249)
(3.51849, 13.67078, -10.19435, 17.41249)
(-12.33345, -12.05694, -2.46788, 17.42338)
(12.33345, -12.05694, 2.46788, 17.42338)
(13.63684, -4.35866, 9.93856, 17.42804)
(15.85193, -6.83539, -2.44799, 17.43557)
(15.85193, 6.83539, -2.44799, 17.43557)
(8.38181, 12.72982, -8.51337, 17.45796)
(-10.11836, 12.80788, 6.25952, 17.48155)
(7.47012, -14.61174, 6.06538, 17.49556)
(7.47012, -11.11598, 11.34387, 17.55139)
(-16.28508, 5.89443, -2.89215, 17.55884)
(-8.81496, 8.44923, -12.66222, 17.59048)
(-2.64824, -10.25309, -14.06753, 17.60779)
(-2.64824, 10.25308, -14.06753, 17.60779)
(14.54853, -0.86290, -9.91867, 17.62908)
(-2.64824, -17.08848, -3.51056, 17.64520)
(-2.64824, 17.08848, -3.51056, 17.64520)
(13.63684, -11.19404, -0.61841, 17.65368)
(-4.86332, 9.39019, 14.15448, 17.66853)
(-8.81496, 6.83539, 13.73020, 17.69024)
(-8.81496, -6.83539, 13.73020, 17.69024)
(15.85193, 1.61384, -7.72647, 17.70838)
(-3.95164, -7.77635, 15.41118, 17.70851)
(-3.95164, 5.89443, -16.25973, 17.74087)
(-8.81496, 15.28462, -2.10525, 17.76950)
(-4.86332, -14.61174, 8.87599, 17.77465)
(13.63684, 2.47674, -11.17538, 17.80412)
(7.47012, 5.89443, -15.04856, 17.80466)
(15.85193, 0.00000, 8.10898, 17.80560)
(2.21509, -0.86290, -17.66503, 17.82427)
(3.51849, -13.67078, 10.91959, 17.84678)
(3.51849, 13.67078, 10.91959, 17.84678)
(-8.81496, -13.67078, -7.38374, 17.86374)
(-8.81496, 13.67078, -7.38374, 17.86374)
(-10.11836, -11.19404, -9.57594, 17.87139)
(-17.19677, 2.55480, -4.14885, 17.87369)
(7.47012, 16.22558, 0.78690, 17.87991)
(14.54853, 9.31213, -4.64019, 17.88594)
(-14.98168, -8.63925, 4.57854, 17.88996)
(-6.16672, 11.86692, 11.96227, 17.94292)
(6.16672, 11.86692, -11.96227, 17.94292)
(0.00000, 8.44923, -15.83545, 17.94857)
(0.00000, 8.44923, 15.83545, 17.94857)
(-10.11836, 9.31213, 11.53800, 17.95055)
(3.51849, 8.44923, -15.47283, 17.97714)
(-2.64824, -15.47464, -8.78904, 17.99236)
(-10.11836, -0.86290, -14.85442, 17.99388)
(9.68521, -3.41770, 14.79277, 18.00861)
(9.68521, 3.41770, 14.79277, 18.00861)
(-12.33345, 1.61384, -13.02484, 18.01013)
(12.33345, 1.61384, 13.02485, 18.01014)
(-16.28508, -0.94096, 7.66482, 18.02328)
(9.68521, 11.86692, 9.51429, 18.03188)
(1.30340, -0.86290, 18.02766, 18.09530)
(-2.64824, -3.41770, 17.60338, 18.12658)
(-2.64824, 3.41770, 17.60338, 18.12658)
(13.63684, -4.35866, -11.17538, 18.16179)
(-14.98168, -10.25309, -0.69995, 18.16773)
(-14.98168, 10.25308, -0.69995, 18.16773)
(15.85193, 8.44923, 2.83050, 18.18474)
(-12.33345, 0.00000, 13.36758, 18.18808)
(12.33345, 0.00000, -13.36758, 18.18808)
(-17.19677, -4.28060, -4.14885, 18.20070)
(1.30340, -18.02943, 2.19220, 18.20893)
(-17.19677, 5.89443, 1.12963, 18.21399)
(-10.11836, -14.53368, -4.29745, 18.22298)
(1.30340, 16.14752, -8.36477, 18.23213)
(-11.03005, -14.53368, -0.27567, 18.24735)
(7.47012, -0.94096, 16.62235, 18.24803)
(-14.98168, -3.41770, 9.85702, 18.25630)
(-14.98168, 3.41770, 9.85702, 18.25630)
(2.21509, -18.02943, -1.82958, 18.25690)
(14.54853, 9.31213, 5.91678, 18.25880)
(-16.28508, -7.77635, -2.89215, 18.27676)
(9.68521, -15.47464, -1.04268, 18.28538)
(-14.98168, -8.63925, -5.97843, 18.29834)
(-4.86332, 16.22558, -6.95946, 18.31271)
(-4.86332, 12.72982, -12.23795, 18.31577)
(-4.86332, 2.55480, -17.51643, 18.35768)
(14.54853, -0.86290, 11.19526, 18.37766)
(-3.95164, -17.95137, -0.42427, 18.38606)
(15.85193, -5.22156, -7.72647, 18.39149)
(-16.28508, 2.55480, -8.17063, 18.39810)
(-3.95164, -7.77635, -16.25973, 18.45172)
(2.21509, 16.14752, 8.72739, 18.48827)
(7.47012, -7.77635, -15.04856, 18.51306)
(-17.19677, 2.55480, 6.40812, 18.52889)
(8.38181, 16.22558, -3.23488, 18.54693)
(-6.16672, -17.08848, -3.87318, 18.57541)
(-6.16672, 17.08848, -3.87318, 18.57541)
(6.16672, -17.08848, 3.87318, 18.57541)
(6.16672, 17.08848, 3.87318, 18.57541)
(14.54853, 5.97249, -9.91867, 18.59329)
(3.51849, 8.44923, 16.19808, 18.60502)
(-12.33345, -13.67078, 2.81061, 18.62535)
(-12.33345, 13.67078, 2.81061, 18.62535)
(12.33345, -13.67078, -2.81061, 18.62535)
(12.33345, 13.67078, -2.81061, 18.62535)
(-6.16672, -3.41770, 17.24076, 18.62667)
(-6.16672, 3.41770, 17.24076, 18.62667)
(6.16672, -3.41770, -17.24076, 18.62667)
(6.16672, 3.41770, -17.24076, 18.62667)
(-4.86332, -11.11598, 14.15448, 18.64313)
(8.38181, 9.39019, -13.79185, 18.67205)
(-2.64824, -17.08848, 7.04641, 18.67301)
(-2.64824, 17.08848, 7.04641, 18.67301)
(-4.86332, -4.28060, -17.51643, 18.67621)
(-12.33345, -5.22156, -13.02484, 18.68221)
(12.33345, -5.22156, 13.02485, 18.68221)
(-16.28508, -4.28060, -8.17063, 18.71595)
(-6.16672, -10.25309, -14.43015, 18.74522)
(-6.16672, 10.25308, -14.43015, 18.74522)
(6.16672, -10.25309, 14.43015, 18.74522)
(6.16672, 10.25308, 14.43015, 18.74522)
(1.30340, 12.80788, -13.64325, 18.75844)
(2.21509, 5.97249, -17.66503, 18.77846)
(-10.11836, -14.53368, 6.25952, 18.78272)
(-18.50017, -3.41770, -1.06257, 18.84319)
(-18.50017, 3.41770, -1.06257, 18.84319)
(18.50017, -3.41770, 1.06257, 18.84319)
(18.50017, 3.41770, 1.06257, 18.84319)
(-17.19677, -4.28060, 6.40812, 18.84453)
(8.38181, -14.61174, -8.51337, 18.87419)
(-17.19677, -7.77635, 1.12963, 18.90705)
(14.54853, -11.19404, -4.64019, 18.93404)
(-16.28508, 5.89443, 7.66482, 18.93932)
(-10.11836, 5.97249, -14.85442, 18.93953)
(-4.86332, -17.95137, 3.59751, 18.94323)
(-16.28508, 9.39019, 2.38634, 18.94925)
(-2.64824, 18.70231, 1.76793, 18.97143)
(-10.11836, -11.19404, 11.53800, 18.99508)
(-6.16672, -15.47464, -9.15166, 19.00647)
(6.16672, -15.47464, 9.15167, 19.00647)
(1.30340, 5.97249, 18.02766, 19.03591)
(-14.98168, -3.41770, -11.25692, 19.04861)
(-14.98168, 3.41770, -11.25692, 19.04861)
(-12.33345, -12.05694, 8.08909, 19.05039)
(12.33345, -12.05694, -8.08909, 19.05039)
(18.50017, -1.80386, -4.21591, 19.06001)
(-18.50017, -1.80386, 4.21592, 19.06001)
(15.85193, -6.83539, 8.10898, 19.07254)
(15.85193, 6.83539, 8.10898, 19.07254)
(-10.11836, 16.14752, 0.98103, 19.08103)
(2.21509, 12.80788, 14.00587, 19.10793)
(1.30340, 2.47674, -18.92174, 19.12760)
(7.47012, 5.89443, 16.62235, 19.15332)
(9.68521, 11.86692, -11.59965, 19.21403)
(14.54853, -7.69829, -9.91867, 19.21727)
(-11.03005, 2.47674, 15.55978, 19.23286)
(13.63684, 9.31213, 9.93856, 19.27315)
(13.63684, 12.80788, 4.66008, 19.28008)
(14.54853, -11.19404, 5.91678, 19.28665)
(14.54853, 5.97249, 11.19526, 19.30452)
(-6.16672, -17.08848, 6.68379, 19.35762)
(-6.16672, 17.08848, 6.68379, 19.35762)
(6.16672, -17.08848, -6.68379, 19.35762)
(6.16672, 17.08848, -6.68379, 19.35762)
(14.54853, 12.80788, 0.63830, 19.39353)
